Months,Days,date time,Average of temp,Average of humid,Average of wind speed
May,9-May,9 AM,33.4,63.0,1.9
May,9-May,10 AM,34.6,60.9,1.4
May,9-May,11 AM,35.6,58.6,3.2
May,9-May,12 PM,35.8,59.2,3.1
May,9-May,1 PM,35.8,57.9,1.8
May,9-May,2 PM,36.6,55.5,2.9
May,9-May,3 PM,37.3,52.9,3.0
May,9-May,4 PM,37.7,53.6,3.8
May,9-May,5 PM,35.6,61.7,2.5
May,9-May,6 PM,35.4,61.9,4.4
May,9-May,7 PM,33.8,65.5,9.2
May,9-May,8 PM,33.1,66.1,9.9
May,9-May,9 PM,33.0,66.8,10.2
May,9-May,10 PM,33.2,66.3,10.7
May,9-May,11 PM,33.2,66.6,9.1
May,10-May,12 AM,33.3,66.9,10.0
May,10-May,1 AM,32.8,67.9,1.4
May,10-May,2 AM,33.0,68.2,5.6
May,10-May,3 AM,33.2,67.9,10.6
May,10-May,4 AM,33.0,67.6,6.5
May,10-May,5 AM,32.6,68.5,2.6
May,11-May,11 AM,36.2,59.2,3.8
May,11-May,12 PM,38.5,54.3,6.6
May,11-May,1 PM,36.5,60.8,7.4
May,11-May,2 PM,38.9,53.6,7.4
May,11-May,3 PM,38.8,54.1,7.2
May,11-May,4 PM,38.2,53.6,5.9
May,11-May,5 PM,36.2,59.0,4.4
May,11-May,6 PM,35.3,61.3,2.9
May,11-May,7 PM,34.6,64.1,2.0
May,11-May,8 PM,34.0,66.0,1.7
May,11-May,9 PM,33.6,67.5,2.3
May,11-May,10 PM,33.2,68.8,2.3
May,11-May,11 PM,33.0,69.6,2.1
May,12-May,12 AM,32.9,70.5,1.4
May,12-May,1 AM,32.4,72.6,1.0
May,12-May,2 AM,31.8,74.5,0.9
May,12-May,3 AM,31.7,74.7,1.1
May,12-May,4 AM,31.4,75.6,3.6
May,12-May,5 AM,31.0,75.3,1.7
May,12-May,6 AM,31.2,75.1,1.9
May,12-May,7 AM,32.7,73.8,1.2
May,12-May,8 AM,34.5,70.2,3.9
May,12-May,9 AM,37.1,63.7,4.3
May,12-May,10 AM,38.2,58.0,7.5
May,12-May,11 AM,37.9,56.6,8.0
May,12-May,12 PM,38.5,54.7,7.1
May,12-May,1 PM,39.3,52.3,7.9
May,12-May,2 PM,40.4,49.9,6.9
May,12-May,3 PM,38.0,56.6,6.2
May,12-May,4 PM,38.0,57.3,4.6
May,12-May,5 PM,39.1,54.2,4.4
May,12-May,6 PM,36.9,57.2,3.3
May,12-May,7 PM,35.8,60.2,2.1
May,12-May,8 PM,35.1,64.2,2.0
May,12-May,9 PM,34.4,66.6,2.3
May,12-May,10 PM,33.6,69.9,4.2
May,12-May,11 PM,32.8,72.0,4.7
May,13-May,12 AM,32.7,72.4,4.7
May,13-May,1 AM,32.5,72.5,3.0
May,13-May,2 AM,32.6,71.9,2.2
May,13-May,3 AM,32.5,72.1,1.4
May,13-May,4 AM,32.6,71.8,1.8
May,13-May,5 AM,32.6,71.7,2.1
May,13-May,6 AM,32.9,71.7,1.4
May,13-May,7 AM,34.3,69.7,1.2
May,13-May,8 AM,36.6,63.2,3.1
May,13-May,9 AM,38.4,56.8,7.5
May,13-May,10 AM,38.0,55.2,8.3
May,13-May,11 AM,37.8,54.5,8.6
May,13-May,12 PM,38.5,52.0,8.0
May,13-May,1 PM,39.6,49.5,9.5
May,13-May,2 PM,40.6,47.3,7.8
May,13-May,3 PM,42.3,44.7,7.2
May,13-May,4 PM,42.5,44.2,6.7
May,13-May,5 PM,40.8,47.9,5.7
May,13-May,6 PM,39.1,52.6,5.0
May,13-May,7 PM,37.0,55.7,5.8
May,13-May,8 PM,36.3,57.9,3.8
May,13-May,9 PM,35.4,61.2,1.5
May,13-May,10 PM,34.4,63.4,1.3
May,13-May,11 PM,34.2,63.9,2.1
May,14-May,12 AM,33.9,65.6,1.8
May,14-May,1 AM,33.3,68.4,2.9
May,14-May,2 AM,33.0,68.8,3.2
May,14-May,3 AM,32.7,69.5,2.0
May,14-May,4 AM,32.6,70.1,2.4
May,14-May,5 AM,32.4,70.7,1.9
May,14-May,6 AM,32.8,70.6,1.6
May,14-May,7 AM,36.6,63.2,2.5
May,14-May,8 AM,38.3,58.1,3.8
May,14-May,9 AM,39.3,56.3,3.5
May,14-May,10 AM,40.4,54.0,4.9
May,14-May,11 AM,40.7,51.2,6.2
May,14-May,12 PM,41.3,50.0,6.1
May,14-May,1 PM,41.3,47.6,7.5
May,14-May,2 PM,41.9,46.9,7.8
May,14-May,3 PM,42.1,46.3,7.5
May,14-May,4 PM,40.6,48.7,8.9
May,14-May,5 PM,38.7,53.9,9.6
May,14-May,6 PM,37.6,57.6,5.1
May,14-May,7 PM,36.8,59.9,2.1
May,14-May,8 PM,36.1,63.6,1.9
May,14-May,9 PM,35.5,63.1,3.6
May,14-May,10 PM,35.2,64.5,3.1
May,14-May,11 PM,35.2,64.0,2.9
May,15-May,12 AM,34.4,66.1,2.9
May,15-May,1 AM,33.3,69.5,4.4
May,15-May,2 AM,33.1,70.0,3.1
May,15-May,3 AM,33.1,69.5,2.3
May,15-May,4 AM,33.1,69.4,2.5
May,15-May,5 AM,33.1,70.0,2.6
May,15-May,6 AM,33.2,70.3,1.0
May,15-May,7 AM,35.0,67.2,1.6
May,15-May,8 AM,38.4,58.6,5.0
May,15-May,9 AM,39.4,55.9,4.4
May,15-May,10 AM,40.0,54.5,5.8
May,15-May,11 AM,40.7,52.8,5.2
May,15-May,12 PM,40.8,51.6,7.2
May,15-May,1 PM,36.8,61.1,6.6
May,16-May,5 PM,29.1,76.9,7.7
May,16-May,6 PM,29.4,75.3,3.3
May,16-May,7 PM,28.5,78.1,3.7
May,16-May,8 PM,29.3,78.5,3.9
May,16-May,9 PM,29.7,77.7,3.9
May,16-May,10 PM,29.8,76.9,3.7
May,16-May,11 PM,29.6,77.1,5.2
May,17-May,12 AM,29.7,76.7,3.5
May,17-May,1 AM,30.1,75.7,1.7
May,17-May,2 AM,30.2,75.5,1.2
May,17-May,3 AM,30.5,74.6,1.5
May,17-May,4 AM,30.6,74.2,3.2
May,17-May,5 AM,30.2,74.8,2.3
May,17-May,6 AM,30.8,73.2,2.7
May,17-May,7 AM,31.3,70.1,3.6
May,17-May,8 AM,32.6,68.3,2.9
May,17-May,9 AM,35.2,64.0,5.0
May,17-May,10 AM,36.4,60.4,4.8
May,17-May,11 AM,37.3,57.8,5.2
May,17-May,12 PM,38.7,53.8,5.6
May,17-May,1 PM,40.0,50.0,4.7
May,17-May,2 PM,41.9,45.4,5.0
May,17-May,3 PM,39.3,52.1,6.2
May,17-May,4 PM,37.3,56.2,5.3
May,17-May,5 PM,36.0,59.1,5.2
May,17-May,6 PM,34.7,62.3,4.6
May,17-May,7 PM,33.4,64.6,4.6
May,17-May,8 PM,33.0,67.7,5.2
May,17-May,9 PM,32.5,69.3,5.1
May,17-May,10 PM,32.4,69.0,3.8
May,17-May,11 PM,32.4,70.1,4.0
May,18-May,12 AM,32.4,70.6,3.3
May,18-May,1 AM,31.4,72.1,7.3
May,18-May,2 AM,30.1,74.7,3.7
May,18-May,3 AM,30.0,74.7,1.4
May,18-May,4 AM,29.9,74.9,1.6
May,18-May,5 AM,30.0,74.5,2.5
May,18-May,6 AM,30.0,74.7,2.5
May,18-May,7 AM,30.3,74.3,1.9
May,18-May,8 AM,33.0,71.3,2.7
May,18-May,9 AM,35.8,62.0,4.2
May,18-May,10 AM,35.9,59.7,5.2
May,18-May,11 AM,36.5,59.2,4.7
May,18-May,12 PM,37.1,57.5,5.4
May,18-May,1 PM,39.3,52.4,5.4
May,18-May,2 PM,39.5,52.5,5.9
May,18-May,3 PM,39.8,51.1,6.5
May,18-May,4 PM,40.0,50.9,3.4
May,18-May,5 PM,35.3,61.1,5.7
May,18-May,6 PM,33.2,66.3,2.5
May,18-May,7 PM,32.2,70.7,1.5
May,18-May,8 PM,32.3,70.6,1.4
May,18-May,9 PM,32.2,71.5,3.7
May,18-May,10 PM,32.1,72.0,4.9
May,18-May,11 PM,31.8,73.0,3.7
May,19-May,12 AM,31.4,73.7,2.0
May,19-May,1 AM,31.1,74.8,3.9
May,19-May,2 AM,30.3,76.3,4.9
May,19-May,3 AM,30.3,76.7,2.7
May,19-May,4 AM,30.6,75.7,2.5
May,19-May,5 AM,30.4,76.1,2.8
May,19-May,6 AM,30.7,75.5,2.7
May,19-May,7 AM,32.2,73.1,3.7
May,19-May,8 AM,34.4,66.7,4.0
May,19-May,9 AM,34.8,63.2,3.7
May,19-May,10 AM,35.2,63.2,4.6
May,19-May,11 AM,38.0,58.6,3.6
May,19-May,12 PM,37.0,59.5,6.5
May,19-May,1 PM,37.0,64.4,4.7
May,19-May,2 PM,39.5,54.9,6.0
May,19-May,3 PM,39.4,52.6,5.8
May,19-May,4 PM,39.1,51.3,6.8
May,19-May,5 PM,37.8,53.3,6.9
May,19-May,6 PM,36.3,57.0,5.7
May,19-May,7 PM,35.1,60.1,3.2
May,19-May,8 PM,34.5,63.7,1.6
May,19-May,9 PM,33.8,66.3,3.9
May,19-May,10 PM,33.2,66.7,4.9
May,19-May,11 PM,33.0,67.0,3.8
May,20-May,12 AM,32.6,68.2,3.6
May,20-May,1 AM,32.5,68.2,4.0
May,20-May,2 AM,32.1,69.9,4.4
May,20-May,3 AM,31.9,71.3,4.3
May,20-May,4 AM,32.0,71.5,3.6
May,20-May,5 AM,32.1,70.9,3.3
May,20-May,6 AM,32.4,69.9,4.0
May,20-May,7 AM,32.5,70.5,4.1
May,20-May,8 AM,33.5,69.5,3.5
May,20-May,9 AM,35.6,63.3,4.9
May,20-May,10 AM,37.2,58.4,5.6
May,20-May,11 AM,38.3,54.9,7.1
May,20-May,12 PM,38.1,55.2,6.3
May,20-May,1 PM,38.3,52.8,7.0
May,20-May,2 PM,39.7,49.8,7.6
May,20-May,3 PM,39.9,48.9,7.4
May,20-May,4 PM,39.2,50.0,7.3
May,20-May,5 PM,37.1,57.2,7.3
May,20-May,6 PM,35.5,60.0,7.1
May,20-May,7 PM,34.7,60.1,6.3
May,20-May,8 PM,34.4,62.4,5.8
May,20-May,9 PM,34.1,63.5,5.9
May,20-May,10 PM,33.4,65.5,5.0
May,20-May,11 PM,32.6,70.1,3.3
May,21-May,12 AM,31.9,72.0,3.9
May,21-May,1 AM,31.8,71.0,4.3
May,21-May,2 AM,31.7,71.0,4.1
May,21-May,3 AM,31.7,70.5,2.6
May,21-May,4 AM,31.6,70.7,2.2
May,21-May,5 AM,31.3,71.4,4.0
May,21-May,6 AM,31.6,70.9,3.7
May,21-May,7 AM,32.5,69.5,4.1
May,21-May,8 AM,33.4,67.6,4.7
May,21-May,9 AM,34.7,64.3,4.9
May,21-May,10 AM,36.6,58.8,5.9
May,21-May,11 AM,37.1,56.6,6.2
May,21-May,12 PM,35.8,62.5,5.9
May,21-May,1 PM,36.6,57.8,7.0
May,21-May,2 PM,35.7,58.8,8.9
May,21-May,3 PM,35.5,61.4,4.4
May,21-May,4 PM,35.4,60.5,6.8
May,21-May,5 PM,34.5,62.9,6.3
May,21-May,6 PM,33.3,67.0,5.9
May,21-May,7 PM,32.6,70.0,2.3
May,21-May,8 PM,32.2,72.6,3.4
May,21-May,9 PM,32.1,72.8,3.0
May,21-May,10 PM,32.0,71.8,2.2
May,21-May,11 PM,31.8,72.2,3.0
May,22-May,12 AM,31.6,71.3,9.1
May,22-May,1 AM,31.4,71.7,3.5
May,22-May,2 AM,31.0,72.1,1.4
May,22-May,3 AM,30.9,73.1,0.8
May,22-May,4 AM,30.9,73.4,0.8
May,22-May,5 AM,30.6,72.6,3.6
May,22-May,6 AM,31.0,71.1,2.2
May,22-May,7 AM,31.5,69.4,2.5
May,22-May,8 AM,32.3,67.2,2.9
May,22-May,9 AM,33.9,63.6,3.0
May,22-May,10 AM,36.1,58.6,3.7
May,22-May,11 AM,37.4,56.7,3.9
May,22-May,12 PM,37.4,55.7,5.4
May,22-May,1 PM,36.0,58.1,8.1
May,22-May,2 PM,35.7,58.5,7.6
May,22-May,3 PM,34.9,59.5,8.3
May,22-May,4 PM,35.0,60.6,6.0
May,22-May,5 PM,34.8,61.1,6.8
May,22-May,6 PM,33.9,64.3,5.9
May,22-May,7 PM,33.0,65.2,5.3
May,22-May,8 PM,32.6,65.8,5.7
May,22-May,9 PM,32.5,66.7,1.1
May,22-May,10 PM,32.1,68.7,1.4
May,22-May,11 PM,32.0,69.3,1.1
May,23-May,12 AM,31.8,70.4,1.2
May,23-May,1 AM,31.6,71.2,1.8
May,23-May,2 AM,30.9,73.8,4.5
May,23-May,3 AM,31.1,72.6,2.6
May,23-May,4 AM,31.0,72.2,2.9
May,23-May,5 AM,30.9,73.3,1.3
May,23-May,6 AM,31.3,72.7,1.0
May,23-May,7 AM,33.4,69.2,1.3
May,23-May,8 AM,36.1,61.2,3.4
May,23-May,9 AM,36.4,59.5,6.2
May,23-May,10 AM,36.7,57.6,8.8
May,23-May,11 AM,37.2,57.0,8.5
May,23-May,12 PM,38.3,52.9,7.8
May,23-May,1 PM,39.2,50.1,7.7
May,23-May,2 PM,38.8,52.1,8.0
May,23-May,3 PM,38.8,52.7,8.1
May,23-May,4 PM,39.5,50.1,8.1
May,23-May,5 PM,39.3,51.3,7.0
May,23-May,6 PM,37.1,55.5,5.6
May,23-May,7 PM,35.2,59.9,4.3
May,23-May,8 PM,34.3,62.5,3.2
May,23-May,9 PM,33.9,64.2,2.2
May,23-May,10 PM,33.5,65.4,0.9
May,23-May,11 PM,33.0,66.8,0.8
May,24-May,12 AM,32.9,67.2,0.8
May,24-May,1 AM,32.7,67.9,1.2
May,24-May,2 AM,32.3,69.7,3.4
May,24-May,3 AM,32.4,69.4,3.0
May,24-May,4 AM,32.0,70.2,3.7
May,24-May,5 AM,32.0,70.2,3.3
May,24-May,6 AM,31.9,70.6,3.4
May,24-May,7 AM,33.3,67.5,2.9
May,24-May,8 AM,35.3,62.7,4.2
May,24-May,9 AM,37.4,57.7,5.9
May,24-May,10 AM,38.5,54.2,6.4
May,24-May,11 AM,37.9,54.4,6.2
May,24-May,12 PM,38.4,52.8,7.6
May,24-May,1 PM,38.5,52.9,6.6
May,24-May,2 PM,38.6,53.0,7.6
May,24-May,3 PM,38.8,52.9,7.0
May,24-May,4 PM,37.7,56.2,6.8
May,24-May,5 PM,38.0,55.6,6.2
May,24-May,6 PM,36.3,58.9,3.7
May,24-May,7 PM,34.2,64.2,7.3
May,24-May,8 PM,32.1,69.3,2.5
May,24-May,9 PM,32.1,68.1,1.7
May,24-May,10 PM,32.0,69.8,0.9
May,24-May,11 PM,31.7,71.4,0.6
May,25-May,12 AM,31.7,71.4,0.7
May,25-May,1 AM,31.7,69.7,0.6
May,25-May,2 AM,31.6,69.7,1.7
May,25-May,3 AM,31.4,70.3,1.0
May,25-May,4 AM,31.1,72.1,1.1
May,25-May,5 AM,31.1,70.9,1.2
May,25-May,6 AM,31.4,69.2,0.7
May,25-May,7 AM,34.3,62.8,2.4
May,25-May,8 AM,35.8,56.7,6.9
May,25-May,9 AM,37.5,53.0,8.0
May,25-May,10 AM,37.9,52.4,7.2
May,25-May,11 AM,37.2,52.7,8.8
May,25-May,12 PM,37.2,52.5,8.1
May,25-May,1 PM,38.6,49.5,8.9
May,25-May,2 PM,39.3,48.6,8.9
May,25-May,3 PM,39.0,48.3,9.8
May,25-May,4 PM,39.8,48.6,8.4
May,25-May,5 PM,39.0,49.2,8.3
May,25-May,6 PM,37.6,55.3,7.4
May,25-May,7 PM,36.5,58.3,5.5
May,25-May,8 PM,34.9,61.3,5.8
May,25-May,9 PM,33.1,64.8,5.0
May,25-May,10 PM,30.2,70.9,7.3
May,25-May,11 PM,30.3,70.9,5.4
May,26-May,12 AM,30.6,70.6,1.2
May,26-May,1 AM,30.8,70.1,1.8
May,26-May,2 AM,30.5,71.3,3.0
May,26-May,3 AM,30.4,71.8,6.6
May,26-May,4 AM,30.7,71.0,4.5
May,26-May,5 AM,31.0,69.4,0.8
May,26-May,6 AM,31.4,68.4,1.2
May,26-May,7 AM,33.2,65.7,2.4
May,26-May,8 AM,36.4,58.8,2.2
May,26-May,9 AM,36.8,58.0,3.2
May,26-May,10 AM,37.9,55.6,6.5
May,26-May,11 AM,36.9,58.0,7.7
May,26-May,12 PM,37.8,56.0,7.7
May,26-May,1 PM,37.6,53.1,9.5
May,26-May,2 PM,37.6,54.3,9.4
May,26-May,3 PM,37.6,55.5,9.1
May,26-May,4 PM,37.8,56.0,8.4
May,26-May,5 PM,37.8,57.0,7.3
May,26-May,6 PM,36.4,60.1,6.5
May,26-May,7 PM,34.6,65.1,4.8
May,26-May,8 PM,33.7,66.8,3.4
May,26-May,9 PM,33.8,65.8,2.8
May,26-May,10 PM,33.2,69.0,1.0
May,26-May,11 PM,32.6,71.2,0.9
May,27-May,12 AM,32.1,72.1,2.1
May,27-May,1 AM,31.7,71.8,4.8
May,27-May,2 AM,31.5,72.8,1.7
May,27-May,3 AM,31.2,74.0,0.9
May,27-May,4 AM,31.1,72.5,0.7
May,27-May,5 AM,31.3,70.5,0.6
May,27-May,6 AM,32.3,68.3,0.6
May,27-May,7 AM,34.2,64.2,2.3
May,27-May,8 AM,35.6,58.9,5.8
May,27-May,9 AM,36.8,56.1,9.5
May,27-May,10 AM,36.9,55.7,9.3
May,27-May,11 AM,37.6,54.1,9.5
May,27-May,12 PM,38.1,52.3,8.9
May,27-May,1 PM,39.3,50.0,8.5
May,27-May,2 PM,38.2,52.7,9.2
May,27-May,3 PM,36.2,56.3,9.1
May,27-May,4 PM,35.4,57.4,1.6
May,27-May,5 PM,35.7,59.4,4.5
May,27-May,6 PM,34.4,62.9,5.2
May,27-May,7 PM,33.2,65.2,4.6
May,27-May,8 PM,32.6,68.4,3.5
May,27-May,9 PM,32.2,70.3,2.2
May,27-May,10 PM,31.9,70.5,2.9
May,27-May,11 PM,31.8,70.8,2.1
May,28-May,12 AM,31.5,71.0,3.6
May,28-May,1 AM,31.5,70.4,2.1
May,28-May,2 AM,31.4,71.7,1.2
May,28-May,3 AM,31.2,72.6,1.9
May,28-May,4 AM,31.3,72.2,2.9
May,28-May,5 AM,31.0,72.8,1.3
May,28-May,6 AM,31.7,72.3,1.7
May,28-May,7 AM,34.8,67.1,1.7
May,28-May,8 AM,38.3,57.5,4.7
May,28-May,9 AM,37.9,55.1,7.7
May,28-May,10 AM,38.7,53.8,7.6
May,28-May,11 AM,38.5,52.5,8.2
May,28-May,12 PM,38.9,49.5,9.5
May,28-May,1 PM,40.2,47.7,8.3
May,28-May,2 PM,40.8,49.7,7.1
May,28-May,3 PM,40.6,51.5,6.5
May,28-May,4 PM,39.5,51.9,7.8
May,28-May,5 PM,36.8,58.5,6.6
May,28-May,6 PM,33.3,64.4,7.5
May,28-May,7 PM,30.7,69.5,1.4
May,28-May,8 PM,30.8,69.2,2.1
May,28-May,9 PM,31.0,70.0,5.7
May,28-May,10 PM,31.2,70.2,1.7
May,28-May,11 PM,30.4,73.0,4.5
May,29-May,12 AM,30.1,73.6,3.2
May,29-May,1 AM,30.3,73.1,4.1
May,29-May,2 AM,30.3,72.5,2.3
May,29-May,3 AM,30.5,71.6,1.2
May,29-May,4 AM,30.4,72.2,0.9
May,29-May,5 AM,30.1,73.6,3.0
May,29-May,6 AM,30.5,72.8,3.4
May,29-May,7 AM,31.4,71.8,2.1
May,29-May,8 AM,36.4,61.2,2.3
May,29-May,9 AM,38.5,52.4,8.1
May,29-May,10 AM,38.1,52.3,7.8
May,29-May,11 AM,37.8,52.9,9.4
May,29-May,12 PM,39.2,51.4,7.1
May,29-May,1 PM,40.4,47.5,7.8
May,29-May,2 PM,40.5,48.2,7.9
May,29-May,3 PM,41.2,45.0,8.8
May,29-May,4 PM,40.5,45.2,8.6
May,29-May,5 PM,39.3,50.7,6.7
May,29-May,6 PM,37.1,56.5,5.9
May,29-May,7 PM,36.0,59.5,4.5
May,29-May,8 PM,35.6,60.7,1.9
May,29-May,9 PM,35.2,61.7,3.5
May,29-May,10 PM,34.7,62.6,4.8
May,29-May,11 PM,34.3,64.7,1.9
May,30-May,12 AM,33.4,67.3,1.2
May,30-May,1 AM,33.1,68.4,2.5
May,30-May,2 AM,32.7,69.6,2.7
May,30-May,3 AM,32.3,70.4,1.4
May,30-May,4 AM,31.7,72.4,0.8
May,30-May,5 AM,31.5,72.4,0.7
May,30-May,6 AM,32.5,69.2,0.8
May,30-May,7 AM,35.9,57.7,4.5
May,30-May,8 AM,37.2,52.3,4.5
May,30-May,9 AM,38.5,48.3,8.3
May,30-May,10 AM,38.1,49.9,8.8
May,30-May,11 AM,38.5,49.9,8.1
May,30-May,12 PM,39.0,48.2,9.2
May,30-May,1 PM,40.7,45.5,8.2
May,30-May,2 PM,41.1,45.1,7.3
May,30-May,3 PM,40.5,47.5,7.7
May,30-May,4 PM,40.3,47.1,7.3
May,30-May,5 PM,39.1,49.8,4.3
May,30-May,6 PM,37.7,52.7,3.3
May,30-May,7 PM,36.5,55.5,3.1
May,30-May,8 PM,34.9,61.1,5.4
May,30-May,9 PM,34.0,63.6,4.6
May,30-May,10 PM,33.7,64.6,3.2
May,30-May,11 PM,33.5,65.1,2.7
Jun,1-Jun,12 AM,31.9,69.5,0.7
Jun,1-Jun,1 AM,32.0,69.7,1.0
Jun,1-Jun,2 AM,32.1,70.0,1.1
Jun,1-Jun,3 AM,32.6,69.3,2.0
Jun,1-Jun,4 AM,32.3,71.0,1.6
Jun,1-Jun,5 AM,32.1,71.5,1.9
Jun,1-Jun,6 AM,32.6,70.7,1.5
Jun,1-Jun,7 AM,34.5,66.3,3.2
Jun,1-Jun,8 AM,36.9,59.8,4.0
Jun,1-Jun,9 AM,38.8,55.5,4.0
Jun,1-Jun,10 AM,39.9,52.3,5.0
Jun,1-Jun,11 AM,40.9,50.6,5.4
Jun,1-Jun,12 PM,41.3,48.6,7.4
Jun,1-Jun,1 PM,41.8,45.9,7.2
Jun,1-Jun,2 PM,42.0,46.1,6.4
Jun,1-Jun,3 PM,41.1,48.5,4.4
Jun,1-Jun,4 PM,38.3,55.8,5.6
Jun,1-Jun,5 PM,36.9,60.0,4.3
Jun,1-Jun,6 PM,35.8,62.3,3.4
Jun,1-Jun,7 PM,35.1,63.1,2.1
Jun,1-Jun,8 PM,34.5,64.2,1.6
Jun,1-Jun,9 PM,34.2,64.4,2.3
Jun,1-Jun,10 PM,33.8,65.1,2.8
Jun,1-Jun,11 PM,33.7,65.1,1.9
Jun,2-Jun,12 AM,33.4,66.3,2.8
Jun,2-Jun,1 AM,33.3,67.1,1.3
Jun,2-Jun,2 AM,32.9,68.0,1.2
Jun,2-Jun,3 AM,32.5,69.2,1.1
Jun,2-Jun,4 AM,32.0,71.1,4.3
Jun,2-Jun,5 AM,31.7,72.4,4.3
Jun,2-Jun,6 AM,32.2,71.5,3.2
Jun,2-Jun,7 AM,34.9,65.9,3.2
Jun,2-Jun,8 AM,37.3,60.1,3.7
Jun,2-Jun,9 AM,38.6,55.3,5.3
Jun,2-Jun,10 AM,39.7,50.5,5.9
Jun,2-Jun,11 AM,41.0,46.7,5.9
Jun,2-Jun,12 PM,42.1,44.0,6.2
Jun,2-Jun,1 PM,43.2,42.1,6.3
Jun,2-Jun,2 PM,42.7,42.4,7.2
Jun,2-Jun,3 PM,43.1,42.7,6.9
Jun,2-Jun,4 PM,41.5,47.5,6.2
Jun,2-Jun,5 PM,39.4,51.3,6.7
Jun,2-Jun,6 PM,37.4,53.6,6.3
Jun,2-Jun,7 PM,36.1,58.5,3.8
Jun,2-Jun,8 PM,35.8,59.8,1.8
Jun,2-Jun,9 PM,35.3,61.7,1.9
Jun,2-Jun,10 PM,34.0,67.2,4.2
Jun,2-Jun,11 PM,33.5,68.4,4.2
Jun,3-Jun,12 AM,33.5,67.3,3.8
Jun,3-Jun,1 AM,33.3,67.4,3.4
Jun,3-Jun,2 AM,33.0,68.2,2.9
Jun,3-Jun,3 AM,32.6,70.0,3.1
Jun,3-Jun,4 AM,32.5,70.4,3.3
Jun,3-Jun,5 AM,32.4,70.9,3.7
Jun,3-Jun,6 AM,32.8,69.9,3.6
Jun,3-Jun,7 AM,34.6,65.4,4.0
Jun,3-Jun,8 AM,35.9,61.9,5.7
Jun,3-Jun,9 AM,37.1,58.5,5.9
Jun,3-Jun,10 AM,38.3,55.3,6.3
Jun,3-Jun,11 AM,39.6,51.9,5.5
Jun,3-Jun,12 PM,36.4,56.2,6.9
Jun,3-Jun,1 PM,33.4,64.4,3.3
Jun,3-Jun,2 PM,34.8,61.8,1.4
Jun,3-Jun,3 PM,39.3,53.0,6.3
Jun,3-Jun,4 PM,38.9,52.2,8.2
Jun,3-Jun,5 PM,37.6,55.7,4.7
Jun,3-Jun,6 PM,35.9,59.4,0.7
Jun,3-Jun,7 PM,35.1,60.9,0.9
Jun,3-Jun,8 PM,34.6,62.8,1.5
Jun,3-Jun,9 PM,34.3,63.5,1.5
Jun,3-Jun,10 PM,34.1,64.3,3.3
Jun,3-Jun,11 PM,33.6,66.6,4.5
Jun,4-Jun,12 AM,33.0,67.6,2.3
Jun,4-Jun,1 AM,31.0,73.6,1.4
Jun,4-Jun,2 AM,30.6,74.2,0.9
Jun,4-Jun,3 AM,30.3,74.4,1.7
Jun,4-Jun,4 AM,30.5,75.4,2.8
Jun,4-Jun,5 AM,30.3,76.0,4.0
Jun,4-Jun,6 AM,30.4,75.5,3.5
Jun,4-Jun,7 AM,30.9,74.3,3.9
Jun,4-Jun,8 AM,32.7,69.7,4.3
Jun,4-Jun,9 AM,35.5,63.3,5.9
Jun,4-Jun,10 AM,37.9,57.4,5.1
Jun,4-Jun,11 AM,38.1,56.0,6.0
Jun,4-Jun,12 PM,39.7,52.0,6.4
Jun,4-Jun,1 PM,40.5,49.8,7.3
Jun,4-Jun,2 PM,40.1,50.8,6.9
Jun,4-Jun,3 PM,39.3,51.4,7.6
Jun,4-Jun,4 PM,39.8,51.1,7.5
Jun,4-Jun,5 PM,38.2,53.6,6.2
Jun,4-Jun,6 PM,36.3,58.2,4.2
Jun,4-Jun,7 PM,34.6,63.9,3.5
Jun,4-Jun,8 PM,33.7,65.9,2.6
Jun,4-Jun,9 PM,33.8,65.3,3.3
Jun,4-Jun,10 PM,33.7,66.6,4.0
Jun,4-Jun,11 PM,32.9,69.4,3.5
Jun,5-Jun,12 AM,32.9,68.8,2.4
Jun,5-Jun,1 AM,32.7,69.3,2.9
Jun,5-Jun,2 AM,32.5,69.6,3.3
Jun,5-Jun,3 AM,31.6,70.7,4.2
Jun,5-Jun,4 AM,29.2,75.1,1.2
Jun,5-Jun,5 AM,29.3,74.7,0.8
Jun,5-Jun,6 AM,29.7,74.2,2.1
Jun,5-Jun,7 AM,31.3,73.3,0.9
Jun,5-Jun,8 AM,34.6,68.3,2.1
Jun,5-Jun,9 AM,38.2,59.1,4.3
Jun,5-Jun,10 AM,39.1,54.2,6.0
Jun,5-Jun,11 AM,39.4,52.0,6.5
Jun,5-Jun,12 PM,39.4,51.6,7.3
Jun,5-Jun,1 PM,40.9,48.9,5.9
Jun,5-Jun,2 PM,41.6,46.0,7.7
Jun,5-Jun,3 PM,40.2,48.7,8.5
Jun,5-Jun,4 PM,41.9,45.8,6.5
Jun,5-Jun,5 PM,39.9,49.1,7.6
Jun,5-Jun,6 PM,34.6,58.0,6.2
Jun,5-Jun,7 PM,33.8,60.6,0.9
Jun,5-Jun,8 PM,33.6,62.7,1.0
Jun,5-Jun,9 PM,33.4,63.5,3.0
Jun,5-Jun,10 PM,30.1,72.9,5.1
Jun,5-Jun,11 PM,29.8,72.5,3.8
Jun,6-Jun,12 AM,29.6,75.0,6.4
Jun,6-Jun,1 AM,29.6,74.0,7.9
Jun,6-Jun,2 AM,29.8,73.4,7.1
