Months,Days,date time,Average of temp,Average of humid,Average of wind speed
Jan,29-Jan,6 AM,33.8,62.6,2.8
Jan,29-Jan,7 AM,33.7,62.6,3.3
Jan,29-Jan,8 AM,33.9,63.5,3.3
Jan,29-Jan,9 AM,34.2,63.2,3.5
Jan,29-Jan,10 AM,34.6,62.1,3.5
Jan,29-Jan,11 AM,34.9,61.2,3.3
Jan,29-Jan,12 PM,35.1,60.6,3.4
Jan,29-Jan,1 PM,35.3,59.8,3.2
Jan,29-Jan,2 PM,35.5,59.1,3.3
Jan,29-Jan,3 PM,35.4,59.4,3.2
Jan,29-Jan,4 PM,35.5,59.4,3.1
Jan,29-Jan,5 PM,35.4,59.3,3.3
Jan,29-Jan,6 PM,35.3,60.1,3.2
Jan,29-Jan,7 PM,35.1,61.1,3.4
Jan,29-Jan,8 PM,35.0,61.7,3.1
Jan,29-Jan,9 PM,34.9,62.1,3.2
Jan,29-Jan,10 PM,34.9,62.2,3.3
Jan,29-Jan,11 PM,34.8,62.2,3.3
Jan,30-Jan,12 AM,34.7,62.1,3.2
Jan,30-Jan,1 AM,34.6,62.1,3.4
Jan,30-Jan,2 AM,34.5,62.1,3.1
Jan,30-Jan,3 AM,34.4,62.2,3.5
Jan,30-Jan,4 AM,34.3,62.4,3.4
Jan,30-Jan,5 AM,34.2,62.6,3.2
Jan,30-Jan,6 AM,34.1,62.9,3.1
Jan,30-Jan,7 AM,34.1,62.9,3.5
Jan,30-Jan,8 AM,34.2,63.6,3.0
Jan,30-Jan,9 AM,34.5,63.6,3.1
Jan,30-Jan,10 AM,34.8,63.0,3.4
Jan,30-Jan,11 AM,35.1,62.0,3.1
Jan,30-Jan,12 PM,35.4,60.8,3.2
Jan,30-Jan,1 PM,35.5,59.7,3.0
Jan,30-Jan,2 PM,35.7,58.1,2.9
Jan,30-Jan,3 PM,35.8,56.0,3.4
Jan,30-Jan,4 PM,35.8,55.7,3.4
Jan,30-Jan,5 PM,35.6,55.8,3.3
Jan,30-Jan,6 PM,34.7,58.9,3.2
Jan,30-Jan,7 PM,34.8,60.1,2.9
Jan,30-Jan,8 PM,34.5,58.4,2.7
Jan,30-Jan,9 PM,34.2,57.0,2.5
Jan,30-Jan,10 PM,31.8,45.1,2.5
Jan,30-Jan,11 PM,30.5,42.9,2.6
Feb,1-Feb,12 AM,33.7,63.9,2.7
Feb,1-Feb,1 AM,33.5,63.6,2.7
Feb,1-Feb,2 AM,33.4,63.9,2.7
Feb,1-Feb,3 AM,33.3,63.7,2.8
Feb,1-Feb,4 AM,33.2,63.9,2.8
Feb,1-Feb,5 AM,33.1,64.5,2.8
Feb,1-Feb,4 PM,32.2,70.2,3.6
Mar,4-Mar,3 PM,29.7,55.2,3.2
Mar,4-Mar,4 PM,32.0,49.1,2.6
Mar,4-Mar,5 PM,34.5,43.8,1.8
Mar,4-Mar,6 PM,35.9,44.3,1.7
Mar,4-Mar,7 PM,36.5,45.0,1.7
Mar,4-Mar,8 PM,36.8,45.9,1.6
Mar,4-Mar,9 PM,37.0,46.9,1.7
Mar,4-Mar,10 PM,37.2,47.6,1.7
Mar,4-Mar,11 PM,37.3,48.4,1.7
Mar,5-Mar,12 AM,37.5,49.5,1.7
Mar,5-Mar,1 AM,37.6,49.8,1.6
Mar,5-Mar,2 AM,37.6,50.0,1.8
Mar,5-Mar,3 AM,37.6,50.4,1.7
Mar,5-Mar,4 AM,37.6,50.7,1.7
Mar,5-Mar,5 AM,37.6,51.0,1.7
Mar,5-Mar,6 AM,37.6,51.3,1.6
Mar,5-Mar,7 AM,37.6,51.5,1.6
Mar,5-Mar,8 AM,37.7,51.6,1.7
Mar,5-Mar,9 AM,37.8,51.3,1.7
Mar,5-Mar,10 AM,37.9,51.2,1.7
Mar,5-Mar,11 AM,38.0,51.2,1.7
Mar,5-Mar,12 PM,38.2,51.0,1.7
Mar,5-Mar,1 PM,38.3,50.6,1.7
Mar,5-Mar,2 PM,38.5,50.2,1.6
Mar,5-Mar,3 PM,38.8,49.7,1.7
Mar,5-Mar,4 PM,39.0,49.3,1.6
Mar,5-Mar,5 PM,39.0,49.4,1.7
Mar,5-Mar,6 PM,39.0,49.7,1.6
Mar,5-Mar,7 PM,38.9,50.0,1.7
Mar,5-Mar,8 PM,38.9,50.1,1.6
Mar,5-Mar,9 PM,38.9,50.1,1.7
Mar,5-Mar,10 PM,38.9,50.1,1.6
Mar,5-Mar,11 PM,38.9,50.0,1.5
Mar,6-Mar,12 AM,38.9,50.0,1.5
Mar,6-Mar,1 AM,38.9,50.1,1.6
Mar,6-Mar,2 AM,38.8,50.3,1.6
Mar,6-Mar,3 AM,38.8,50.5,1.6
Mar,6-Mar,4 AM,38.7,50.8,1.7
Mar,6-Mar,5 AM,38.7,51.1,1.6
Mar,6-Mar,6 AM,38.7,51.4,1.7
Mar,6-Mar,7 AM,38.6,51.5,1.6
Mar,6-Mar,8 AM,38.7,51.6,1.6
Mar,6-Mar,9 AM,38.8,51.6,1.7
Mar,6-Mar,10 AM,38.9,51.4,1.7
Mar,6-Mar,11 AM,38.9,51.2,1.7
Mar,6-Mar,12 PM,39.0,50.8,1.5
Mar,6-Mar,1 PM,39.1,50.3,1.7
Mar,6-Mar,2 PM,39.3,50.1,1.7
Mar,6-Mar,3 PM,39.5,49.6,1.7
Mar,6-Mar,4 PM,39.7,48.9,1.6
Mar,6-Mar,5 PM,39.8,48.8,1.5
Mar,6-Mar,6 PM,39.6,49.4,1.6
Mar,6-Mar,7 PM,39.6,49.9,1.6
Mar,6-Mar,8 PM,39.6,50.1,1.6
Mar,6-Mar,9 PM,39.6,50.2,1.6
Mar,6-Mar,10 PM,39.5,50.2,1.7
Mar,6-Mar,11 PM,39.5,50.2,1.6
Mar,7-Mar,12 AM,39.5,50.2,1.6
Mar,7-Mar,1 AM,39.5,50.2,1.6
Mar,7-Mar,2 AM,39.4,50.3,1.6
Mar,7-Mar,3 AM,39.4,50.4,1.6
Mar,7-Mar,4 AM,39.3,50.6,1.6
Mar,7-Mar,5 AM,39.3,50.8,1.6
Mar,7-Mar,6 AM,39.2,51.0,1.6
Mar,7-Mar,7 AM,39.2,51.1,1.7
Mar,7-Mar,8 AM,38.5,50.6,1.7
Mar,7-Mar,9 AM,31.2,44.1,1.9
Mar,7-Mar,10 AM,29.0,45.1,1.9
Mar,7-Mar,11 AM,28.7,48.3,1.9
Mar,7-Mar,12 PM,28.3,46.0,2.0
Mar,7-Mar,1 PM,33.0,41.4,1.8
Mar,7-Mar,2 PM,36.0,42.3,1.7
Mar,7-Mar,3 PM,37.3,43.2,1.7
Mar,7-Mar,4 PM,38.1,44.3,1.6
Mar,7-Mar,5 PM,38.5,45.1,1.6
Mar,7-Mar,6 PM,38.7,45.7,1.6
Mar,7-Mar,7 PM,38.7,47.8,1.6
Mar,7-Mar,8 PM,38.7,48.8,1.7
Mar,7-Mar,9 PM,38.6,48.9,1.6
Mar,7-Mar,10 PM,38.6,49.0,1.7
Mar,7-Mar,11 PM,38.6,49.1,1.5
Mar,8-Mar,12 AM,38.5,49.2,1.7
Mar,8-Mar,1 AM,38.4,49.3,1.7
Mar,8-Mar,2 AM,38.4,49.3,1.6
Mar,8-Mar,3 AM,38.3,49.1,1.7
Mar,8-Mar,4 AM,38.2,49.0,1.6
Mar,8-Mar,5 AM,38.1,49.1,1.7
Mar,8-Mar,6 AM,38.1,49.6,1.7
Mar,8-Mar,7 AM,38.0,50.0,1.6
Mar,8-Mar,8 AM,37.4,49.8,1.7
Mar,8-Mar,9 AM,30.3,43.6,1.9
Mar,8-Mar,10 AM,28.7,47.6,1.9
Mar,8-Mar,11 AM,28.0,44.2,1.9
Mar,8-Mar,12 PM,27.7,42.3,1.9
Mar,8-Mar,1 PM,27.6,42.7,1.9
Mar,8-Mar,2 PM,27.6,45.6,1.9
Mar,8-Mar,3 PM,28.3,42.0,1.9
Mar,8-Mar,4 PM,33.2,38.6,1.7
Mar,8-Mar,5 PM,34.6,39.2,1.7
Mar,8-Mar,6 PM,35.3,40.1,1.7
Mar,8-Mar,7 PM,35.7,40.9,1.7
Mar,8-Mar,8 PM,36.0,41.9,1.6
Mar,8-Mar,9 PM,36.2,43.1,1.7
Mar,8-Mar,10 PM,36.4,44.6,1.7
Mar,8-Mar,11 PM,36.5,45.7,1.8
Mar,9-Mar,12 AM,36.6,46.7,1.7
Mar,9-Mar,1 AM,36.6,47.2,1.7
Mar,9-Mar,2 AM,36.7,47.7,1.7
Mar,9-Mar,3 AM,36.7,48.1,1.7
Mar,9-Mar,4 AM,36.7,48.3,1.7
Mar,9-Mar,5 AM,36.7,48.7,1.7
Mar,9-Mar,6 AM,36.6,49.0,1.7
Mar,9-Mar,7 AM,36.7,49.2,1.6
Mar,9-Mar,8 AM,35.5,48.9,1.7
Mar,9-Mar,9 AM,30.0,52.0,1.9
Mar,9-Mar,10 AM,28.8,54.6,1.9
Mar,9-Mar,11 AM,28.3,55.1,2.0
Mar,9-Mar,12 PM,28.2,55.7,2.0
Mar,9-Mar,1 PM,27.5,48.6,1.9
Mar,9-Mar,2 PM,27.3,46.1,1.9
Mar,9-Mar,3 PM,27.3,43.4,2.0
Mar,9-Mar,4 PM,32.0,39.7,1.9
Mar,9-Mar,5 PM,34.4,40.8,1.7
Mar,9-Mar,6 PM,35.1,42.3,1.7
Mar,9-Mar,7 PM,35.5,43.1,1.7
Mar,9-Mar,8 PM,35.7,43.8,1.7
Mar,9-Mar,9 PM,35.8,44.6,1.7
Mar,9-Mar,10 PM,36.0,45.6,1.7
Mar,9-Mar,11 PM,36.1,46.9,1.7
Mar,10-Mar,12 AM,36.1,47.7,1.7
Mar,10-Mar,1 AM,36.2,48.6,1.7
Mar,10-Mar,2 AM,36.1,49.1,1.7
Mar,10-Mar,3 AM,36.2,49.8,1.8
Mar,10-Mar,4 AM,36.1,50.1,1.7
Mar,10-Mar,5 AM,36.0,50.1,1.7
Mar,10-Mar,6 AM,36.0,50.6,1.6
Mar,10-Mar,7 AM,36.1,51.5,1.7
Mar,10-Mar,8 AM,35.7,51.5,1.7
Mar,10-Mar,9 AM,29.3,47.2,1.8
Mar,10-Mar,10 AM,27.9,47.8,1.9
Mar,10-Mar,11 AM,27.5,46.1,2.0
Mar,10-Mar,12 PM,27.2,45.7,1.9
Mar,10-Mar,1 PM,27.1,45.9,2.0
Mar,10-Mar,2 PM,27.1,45.8,1.9
Mar,10-Mar,3 PM,27.1,44.9,1.9
Mar,10-Mar,4 PM,29.9,41.6,1.9
Mar,10-Mar,5 PM,33.4,42.3,1.7
Mar,10-Mar,6 PM,34.6,43.2,2.0
Mar,10-Mar,7 PM,34.8,44.8,1.8
Mar,10-Mar,8 PM,35.1,46.0,1.7
Mar,10-Mar,9 PM,35.2,46.5,1.8
Mar,10-Mar,10 PM,35.4,46.9,1.7
Mar,10-Mar,11 PM,35.5,47.4,1.7
Mar,11-Mar,12 AM,35.6,47.7,1.9
Mar,11-Mar,1 AM,35.7,48.2,1.8
Mar,11-Mar,2 AM,35.7,48.6,1.8
Mar,11-Mar,3 AM,35.7,49.0,1.6
Mar,11-Mar,4 AM,35.8,49.4,1.7
Mar,11-Mar,5 AM,35.8,49.8,1.7
Mar,11-Mar,6 AM,35.8,50.3,1.7
Mar,11-Mar,7 AM,35.9,50.8,1.7
Mar,11-Mar,8 AM,35.3,51.0,1.8
Mar,11-Mar,9 AM,29.2,47.1,1.9
Mar,11-Mar,10 AM,27.9,45.2,1.9
Mar,11-Mar,11 AM,27.4,44.4,1.9
Mar,11-Mar,12 PM,27.2,44.6,2.1
Mar,11-Mar,1 PM,27.3,44.0,1.9
Mar,11-Mar,2 PM,27.1,44.1,1.9
Mar,11-Mar,3 PM,27.4,43.8,1.9
Mar,11-Mar,4 PM,32.2,40.1,1.8
Mar,11-Mar,5 PM,34.6,41.4,2.5
Mar,11-Mar,6 PM,35.0,43.4,1.8
Mar,11-Mar,7 PM,35.4,44.5,1.8
Mar,11-Mar,8 PM,35.6,45.6,1.8
Mar,11-Mar,9 PM,35.8,46.6,1.7
Mar,11-Mar,10 PM,35.9,47.2,1.8
Mar,11-Mar,11 PM,35.9,47.7,1.7
Mar,12-Mar,12 AM,36.1,48.2,1.7
Mar,12-Mar,1 AM,36.2,48.5,1.9
Mar,12-Mar,2 AM,36.3,48.9,1.6
Mar,12-Mar,3 AM,36.3,49.5,1.7
Mar,12-Mar,4 AM,36.3,50.0,1.6
Mar,12-Mar,5 AM,36.4,50.1,1.8
Mar,12-Mar,6 AM,36.3,50.6,1.9
Mar,12-Mar,7 AM,36.4,51.0,1.7
Mar,12-Mar,8 AM,36.6,51.2,1.8
Mar,12-Mar,9 AM,36.7,51.6,2.0
Mar,12-Mar,10 AM,36.7,52.2,1.7
Mar,12-Mar,11 AM,36.9,52.7,1.7
Mar,12-Mar,12 PM,37.0,53.1,1.6
Mar,12-Mar,1 PM,37.2,53.4,1.6
Mar,12-Mar,2 PM,38.4,51.3,3.1
Mar,12-Mar,3 PM,37.8,52.7,1.6
Mar,12-Mar,4 PM,38.0,52.5,1.7
Mar,12-Mar,5 PM,38.1,52.4,1.7
Mar,12-Mar,6 PM,38.3,52.1,2.0
Mar,12-Mar,7 PM,38.1,52.7,1.8
Mar,12-Mar,8 PM,38.1,53.0,1.6
Mar,12-Mar,9 PM,38.0,53.5,1.7
Mar,12-Mar,10 PM,38.1,53.9,1.7
Mar,12-Mar,11 PM,38.0,54.4,1.7
Mar,13-Mar,12 AM,37.9,54.5,1.6
Mar,13-Mar,1 AM,38.0,54.5,1.6
Mar,13-Mar,2 AM,37.9,54.7,1.7
Mar,13-Mar,3 AM,37.9,54.7,1.7
Mar,13-Mar,4 AM,37.9,54.5,1.7
Mar,13-Mar,5 AM,37.8,54.6,1.7
Mar,13-Mar,6 AM,37.8,54.7,1.7
Mar,13-Mar,7 AM,37.8,54.7,1.7
Mar,13-Mar,8 AM,37.8,54.8,1.7
Mar,13-Mar,9 AM,38.0,54.6,1.7
Mar,13-Mar,10 AM,38.0,54.9,1.7
Mar,13-Mar,11 AM,38.1,54.8,1.7
Mar,13-Mar,12 PM,38.2,54.6,1.7
Mar,13-Mar,1 PM,38.3,54.3,1.7
Mar,13-Mar,2 PM,38.5,53.8,1.7
Mar,13-Mar,3 PM,38.8,53.3,1.6
Mar,13-Mar,4 PM,39.1,52.9,1.7
Mar,13-Mar,5 PM,39.1,52.8,1.6
Mar,13-Mar,6 PM,39.7,51.8,2.6
Mar,13-Mar,7 PM,39.1,53.8,1.6
Mar,13-Mar,8 PM,39.1,54.1,1.8
Mar,13-Mar,9 PM,38.9,54.5,1.8
Mar,13-Mar,10 PM,39.0,54.4,1.9
Mar,13-Mar,11 PM,38.9,54.5,1.6
Mar,14-Mar,12 AM,38.9,54.5,1.7
Mar,14-Mar,1 AM,39.3,53.7,1.9
Mar,14-Mar,2 AM,38.8,54.7,1.6
Mar,14-Mar,3 AM,38.8,54.7,1.7
Mar,14-Mar,4 AM,38.7,54.7,1.7
Mar,14-Mar,5 AM,38.7,54.7,1.7
Mar,14-Mar,6 AM,38.7,54.6,1.6
Mar,14-Mar,7 AM,38.7,54.6,1.7
Mar,14-Mar,8 AM,38.6,54.6,1.7
Mar,14-Mar,9 AM,32.5,47.9,1.9
Mar,14-Mar,10 AM,29.1,46.7,1.9
Mar,14-Mar,11 AM,28.7,45.5,1.9
Mar,14-Mar,12 PM,28.4,44.4,1.9
Mar,14-Mar,1 PM,28.1,44.3,1.9
Mar,14-Mar,2 PM,28.4,48.8,1.9
Mar,14-Mar,3 PM,29.3,56.4,1.9
Mar,14-Mar,4 PM,33.7,52.3,1.9
Mar,14-Mar,5 PM,36.2,50.8,1.8
Mar,14-Mar,6 PM,36.9,51.6,1.7
Mar,14-Mar,7 PM,37.3,51.7,1.6
Mar,14-Mar,8 PM,37.6,51.7,1.8
Mar,14-Mar,9 PM,37.9,51.8,1.7
Mar,14-Mar,10 PM,38.0,52.0,1.6
Mar,14-Mar,11 PM,38.0,52.4,1.6
Mar,15-Mar,12 AM,38.0,52.8,1.6
Mar,15-Mar,1 AM,38.1,53.0,1.7
Mar,15-Mar,2 AM,38.2,53.2,1.7
Mar,15-Mar,3 AM,38.3,53.4,1.8
Mar,15-Mar,4 AM,38.3,53.6,1.7
Mar,15-Mar,5 AM,38.3,53.8,1.7
Mar,15-Mar,6 AM,38.3,54.1,1.6
Mar,15-Mar,7 AM,38.3,54.1,1.7
Mar,15-Mar,8 AM,38.4,54.2,1.8
Mar,15-Mar,9 AM,38.5,54.3,1.7
Mar,15-Mar,10 AM,38.6,54.4,1.7
Mar,15-Mar,11 AM,38.7,54.4,1.7
Mar,15-Mar,12 PM,38.9,54.3,1.6
Mar,15-Mar,1 PM,39.0,53.9,1.6
Mar,15-Mar,2 PM,39.2,53.4,1.6
Mar,15-Mar,3 PM,39.4,52.6,1.6
Mar,15-Mar,4 PM,39.7,51.8,1.7
Mar,15-Mar,5 PM,39.8,51.4,1.6
Mar,15-Mar,6 PM,39.8,51.6,1.7
Mar,15-Mar,7 PM,39.6,52.1,1.6
Mar,15-Mar,8 PM,39.5,52.5,1.6
Mar,15-Mar,9 PM,39.4,52.8,1.6
Mar,15-Mar,10 PM,39.4,53.0,1.6
Mar,15-Mar,11 PM,39.4,53.1,1.6
Mar,16-Mar,12 AM,39.4,53.3,1.5
Mar,16-Mar,1 AM,39.4,53.4,1.6
Mar,16-Mar,2 AM,39.4,53.5,1.6
Mar,16-Mar,3 AM,39.4,53.6,1.7
Mar,16-Mar,4 AM,39.3,53.8,1.7
Mar,16-Mar,5 AM,39.3,53.9,1.7
Mar,16-Mar,6 AM,39.2,54.0,1.7
Mar,16-Mar,7 AM,39.2,54.0,1.7
Mar,16-Mar,8 AM,39.3,54.0,1.6
Mar,16-Mar,9 AM,39.3,54.0,1.6
Mar,16-Mar,10 AM,39.4,53.8,1.8
Mar,16-Mar,11 AM,39.5,53.6,1.7
Mar,16-Mar,12 PM,36.9,50.5,1.7
Mar,16-Mar,1 PM,30.2,44.2,1.9
Mar,16-Mar,2 PM,28.5,46.0,2.0
Mar,16-Mar,3 PM,28.3,45.2,1.9
Mar,16-Mar,4 PM,33.5,41.9,1.9
Mar,16-Mar,5 PM,35.9,41.5,1.7
Mar,16-Mar,6 PM,36.7,42.5,1.6
Mar,16-Mar,7 PM,37.0,43.7,1.7
Mar,16-Mar,8 PM,37.1,45.2,1.7
Mar,16-Mar,9 PM,37.2,46.9,1.7
Mar,16-Mar,10 PM,37.3,47.6,1.6
Mar,16-Mar,11 PM,37.3,48.0,1.8
Mar,17-Mar,12 AM,37.4,48.6,1.7
Mar,17-Mar,1 AM,37.4,49.2,1.7
Mar,17-Mar,2 AM,37.4,49.8,1.7
Mar,17-Mar,3 AM,37.3,50.3,1.7
Mar,17-Mar,4 AM,37.4,50.7,1.6
Mar,17-Mar,5 AM,37.3,51.3,1.7
Mar,17-Mar,6 AM,37.2,51.8,1.7
Mar,17-Mar,7 AM,37.2,52.2,1.6
Mar,17-Mar,8 AM,37.2,52.8,1.7
Mar,17-Mar,9 AM,37.3,53.3,1.7
Mar,17-Mar,10 AM,37.3,53.8,1.6
Mar,17-Mar,11 AM,37.4,54.3,1.7
Mar,17-Mar,12 PM,37.5,54.4,1.7
Mar,17-Mar,1 PM,36.5,52.6,1.9
Mar,17-Mar,2 PM,29.7,46.9,1.9
Mar,17-Mar,3 PM,33.5,44.1,1.7
Mar,17-Mar,4 PM,36.2,45.0,1.7
Mar,17-Mar,5 PM,37.2,46.5,1.6
Mar,17-Mar,6 PM,37.4,48.3,1.7
Mar,17-Mar,7 PM,37.5,49.4,1.7
Mar,17-Mar,8 PM,37.7,50.0,1.6
Mar,17-Mar,9 PM,37.6,50.6,1.7
Mar,17-Mar,10 PM,37.5,50.6,1.7
Mar,17-Mar,11 PM,37.5,50.7,1.7
Mar,18-Mar,12 AM,37.5,50.9,1.9
Mar,18-Mar,1 AM,37.5,51.1,1.6
Mar,18-Mar,2 AM,37.5,51.3,1.8
Mar,18-Mar,3 AM,37.5,51.6,1.7
Mar,18-Mar,4 AM,37.4,51.9,1.7
Mar,18-Mar,5 AM,37.4,52.3,1.7
Mar,18-Mar,6 AM,37.3,52.7,1.7
Mar,18-Mar,7 AM,37.3,53.0,1.7
Mar,18-Mar,8 AM,36.0,52.6,1.8
Mar,18-Mar,9 AM,29.2,49.6,1.9
Mar,18-Mar,10 AM,30.1,45.3,1.9
Mar,18-Mar,11 AM,34.6,42.9,1.7
Mar,18-Mar,12 PM,36.0,45.6,1.7
Mar,18-Mar,1 PM,36.6,47.8,1.7
Mar,18-Mar,2 PM,36.9,49.6,1.7
Mar,18-Mar,3 PM,36.7,51.3,1.8
Mar,18-Mar,4 PM,36.6,53.1,1.7
Mar,18-Mar,5 PM,35.8,54.6,1.7
Mar,18-Mar,6 PM,36.2,54.0,1.8
Mar,18-Mar,7 PM,36.5,53.4,1.8
Mar,18-Mar,8 PM,36.5,53.6,1.7
Mar,18-Mar,9 PM,36.5,53.8,1.7
Mar,18-Mar,10 PM,36.5,54.0,1.7
Mar,18-Mar,11 PM,36.4,54.1,1.8
Mar,19-Mar,12 AM,36.3,54.3,1.8
Mar,19-Mar,1 AM,36.2,54.5,1.8
Mar,19-Mar,2 AM,36.1,54.6,1.8
Mar,19-Mar,3 AM,36.1,54.7,1.8
Mar,19-Mar,4 AM,36.0,54.7,1.8
Mar,19-Mar,5 AM,35.9,54.8,1.7
Mar,19-Mar,6 AM,35.9,54.8,1.8
Mar,19-Mar,7 AM,35.9,54.8,1.8
Mar,19-Mar,8 AM,35.9,54.8,1.8
Mar,19-Mar,9 AM,35.9,54.9,1.8
Mar,19-Mar,11 AM,30.5,59.4,14.0
Mar,19-Mar,12 PM,31.0,48.0,2.9
Mar,19-Mar,1 PM,30.2,46.1,2.4
Mar,23-Mar,12 PM,28.0,63.9,2.8
Mar,23-Mar,1 PM,28.4,62.9,2.5
Mar,23-Mar,2 PM,28.3,63.0,2.4
Mar,23-Mar,3 PM,28.5,63.4,2.7
May,4-May,10 AM,28.9,50.7,0.0
May,4-May,11 AM,29.8,48.4,0.0
May,4-May,12 PM,29.9,50.0,0.0
May,4-May,1 PM,29.8,50.7,0.0
May,4-May,2 PM,29.8,51.1,0.0
May,4-May,3 PM,29.8,51.7,0.0
May,4-May,4 PM,29.5,52.8,0.0
May,5-May,2 AM,29.1,68.6,0.6
May,5-May,3 AM,33.5,56.5,3.0
May,5-May,4 AM,33.6,56.4,3.1
May,5-May,5 AM,33.7,56.3,3.1
May,5-May,6 AM,33.9,56.1,2.3
May,5-May,7 AM,34.0,55.3,1.2
May,5-May,8 AM,30.9,49.3,1.3
May,5-May,9 AM,27.0,44.1,2.5
May,5-May,10 AM,26.6,44.3,3.2
May,5-May,11 AM,26.3,42.7,3.2
May,5-May,12 PM,26.1,42.0,3.2
May,5-May,1 PM,26.1,41.0,3.2
May,5-May,2 PM,25.8,41.4,3.0
May,5-May,3 PM,28.3,52.5,2.0
May,5-May,4 PM,30.6,53.3,0.0
May,5-May,5 PM,33.0,49.3,0.0
May,5-May,6 PM,33.3,49.5,0.0
May,5-May,7 PM,33.4,49.7,0.0
May,5-May,8 PM,33.6,49.9,0.0
May,5-May,9 PM,33.6,50.4,0.0
May,5-May,10 PM,33.8,50.6,0.0
May,5-May,11 PM,33.9,51.2,0.0
May,6-May,12 AM,34.0,51.7,0.0
May,6-May,1 AM,34.0,52.4,0.0
May,6-May,2 AM,34.1,52.9,0.0
May,6-May,3 AM,34.1,53.2,0.0
May,6-May,4 AM,34.1,53.8,0.0
May,6-May,5 AM,34.1,53.7,0.0
May,6-May,6 AM,34.2,54.0,0.0
May,6-May,7 AM,34.4,53.8,0.0
May,6-May,8 AM,33.4,49.6,0.0
May,6-May,9 AM,29.2,43.3,4.7
May,6-May,10 AM,28.5,40.8,13.2
May,6-May,11 AM,28.3,41.2,13.2
May,6-May,12 PM,28.1,40.6,13.2
May,6-May,1 PM,28.9,43.0,13.2
May,6-May,2 PM,29.2,48.3,8.8
May,6-May,3 PM,29.1,48.8,11.4
May,6-May,4 PM,31.6,47.5,13.2
May,6-May,5 PM,33.0,47.8,13.2
May,6-May,6 PM,33.4,48.6,13.2
May,6-May,7 PM,33.7,49.3,13.2
May,6-May,8 PM,33.9,50.0,13.2
May,6-May,9 PM,34.0,50.7,13.2
May,6-May,10 PM,34.1,51.3,13.2
May,6-May,11 PM,34.2,51.9,13.2
May,7-May,12 AM,34.3,52.4,13.2
May,7-May,1 AM,34.3,52.9,13.2
May,7-May,2 AM,34.3,53.3,13.2
May,7-May,3 AM,34.4,53.6,13.2
May,7-May,4 AM,34.4,53.9,13.2
May,7-May,5 AM,34.4,54.3,13.2
May,7-May,6 AM,34.4,54.5,13.2
May,7-May,7 AM,34.7,54.1,13.2
May,7-May,8 AM,35.0,53.9,13.2
May,7-May,9 AM,35.2,53.9,13.2
May,7-May,10 AM,35.5,53.8,13.2
May,7-May,11 AM,35.9,53.3,13.2
May,7-May,12 PM,35.7,54.3,13.2
May,7-May,1 PM,35.2,55.8,13.2
May,7-May,2 PM,35.1,56.4,13.2
May,7-May,3 PM,35.0,56.5,13.2
May,7-May,4 PM,35.0,56.4,13.2
May,7-May,5 PM,35.0,56.8,13.2
May,7-May,6 PM,35.0,57.0,13.2
May,7-May,7 PM,34.9,57.3,13.2
May,7-May,8 PM,34.9,57.4,13.2
May,7-May,9 PM,34.9,57.5,13.2
May,7-May,10 PM,34.9,57.7,13.2
May,7-May,11 PM,34.9,57.8,13.2
May,8-May,12 AM,34.8,58.0,13.2
May,8-May,1 AM,34.8,58.1,13.2
May,8-May,2 AM,34.8,58.2,13.2
