Months,Days,date time,Average of temp,Average of humid,Average of wind speed
Jan,9-Jan,12 AM,31.11,59.23,0.00
Jan,9-Jan,1 AM,30.27,59.83,0.00
Jan,9-Jan,2 AM,28.93,63.62,0.00
Jan,9-Jan,3 AM,28.78,62.06,0.00
Jan,9-Jan,4 AM,28.11,63.40,0.00
Jan,9-Jan,5 AM,27.05,66.89,0.00
Jan,9-Jan,6 AM,27.15,65.27,0.00
Jan,9-Jan,7 AM,29.30,61.75,0.00
Jan,9-Jan,8 AM,34.29,54.50,0.00
Jan,9-Jan,9 AM,38.32,48.03,0.00
Jan,9-Jan,10 AM,38.94,44.13,0.24
Jan,9-Jan,11 AM,39.28,41.64,0.64
Jan,9-Jan,12 PM,40.13,38.99,0.73
Jan,9-Jan,1 PM,40.91,35.99,0.97
Jan,9-Jan,2 PM,42.41,33.87,0.81
Jan,9-Jan,3 PM,43.03,33.03,0.71
Jan,9-Jan,4 PM,41.30,34.83,1.14
Jan,9-Jan,5 PM,39.94,36.87,0.28
Jan,9-Jan,6 PM,36.77,44.05,0.01
Jan,9-Jan,7 PM,33.99,51.86,0.04
Jan,9-Jan,8 PM,32.95,53.76,0.00
Jan,9-Jan,9 PM,31.67,57.02,0.00
Jan,9-Jan,10 PM,31.21,56.97,0.06
Jan,9-Jan,11 PM,31.08,56.03,0.00
Jan,10-Jan,12 AM,30.11,59.10,0.03
Jan,10-Jan,1 AM,28.07,65.39,0.08
Jan,10-Jan,2 AM,27.38,67.51,0.17
Jan,10-Jan,3 AM,27.91,64.85,0.02
Jan,10-Jan,4 AM,27.91,63.92,0.00
Jan,10-Jan,5 AM,26.74,66.67,0.06
Jan,10-Jan,6 AM,26.63,66.04,0.05
Jan,10-Jan,7 AM,27.52,64.81,0.05
Jan,10-Jan,8 AM,33.22,56.53,0.00
Jan,10-Jan,9 AM,38.13,49.49,0.00
Jan,10-Jan,10 AM,40.96,42.24,0.07
Jan,10-Jan,11 AM,41.12,37.07,0.23
Jan,10-Jan,12 PM,41.59,35.53,0.42
Jan,10-Jan,1 PM,42.56,34.82,0.31
Jan,10-Jan,2 PM,43.20,34.48,0.32
Jan,10-Jan,3 PM,43.81,34.05,0.19
Jan,10-Jan,4 PM,44.45,33.51,0.05
Jan,10-Jan,5 PM,41.95,36.89,0.00
Jan,10-Jan,6 PM,37.25,46.15,0.00
Jan,10-Jan,7 PM,34.79,51.90,0.00
Jan,10-Jan,8 PM,33.29,53.34,0.00
Jan,10-Jan,9 PM,32.16,56.96,0.00
Jan,10-Jan,10 PM,32.48,53.73,0.00
Jan,10-Jan,11 PM,31.00,58.68,0.02
Jan,11-Jan,12 AM,30.20,61.55,0.07
Jan,11-Jan,1 AM,29.10,65.06,0.00
Jan,11-Jan,2 AM,28.07,68.51,0.04
Jan,11-Jan,3 AM,28.30,67.02,0.00
Jan,11-Jan,4 AM,29.42,63.25,0.00
Jan,11-Jan,5 AM,28.22,67.18,0.00
Jan,11-Jan,6 AM,27.54,69.51,0.00
Jan,11-Jan,7 AM,29.63,65.80,0.00
Jan,11-Jan,8 AM,34.92,56.24,0.00
Jan,11-Jan,9 AM,38.49,50.44,0.00
Jan,11-Jan,10 AM,41.48,43.99,0.00
Jan,11-Jan,11 AM,41.07,41.24,0.19
Jan,11-Jan,12 PM,40.39,40.38,0.69
Jan,11-Jan,1 PM,41.70,38.14,0.63
Jan,11-Jan,2 PM,42.58,35.23,0.65
Jan,11-Jan,3 PM,42.63,35.60,0.83
Jan,11-Jan,4 PM,40.85,36.62,1.18
Jan,11-Jan,5 PM,39.33,38.19,0.95
Jan,11-Jan,6 PM,37.42,40.83,0.42
Jan,11-Jan,7 PM,36.33,42.31,0.11
Jan,11-Jan,8 PM,34.49,45.92,0.00
Jan,11-Jan,9 PM,34.72,43.18,0.87
Jan,11-Jan,10 PM,34.91,44.08,0.53
Jan,11-Jan,11 PM,31.85,53.44,0.00
Jan,12-Jan,12 AM,30.51,57.03,0.05
Jan,12-Jan,1 AM,29.32,60.38,0.05
Jan,12-Jan,2 AM,29.12,61.70,0.00
Jan,12-Jan,3 AM,28.65,62.31,0.00
Jan,12-Jan,4 AM,28.27,64.04,0.00
Jan,12-Jan,5 AM,27.44,65.88,0.05
Jan,12-Jan,6 AM,27.69,65.42,0.04
Jan,12-Jan,7 AM,29.34,63.37,0.01
Jan,12-Jan,8 AM,32.91,57.82,0.47
Jan,12-Jan,9 AM,31.84,56.93,2.35
Jan,12-Jan,10 AM,33.99,55.08,2.39
Jan,12-Jan,11 AM,35.33,53.44,2.03
Jan,12-Jan,12 PM,36.66,50.70,1.88
Jan,12-Jan,1 PM,38.86,45.13,1.30
Jan,12-Jan,2 PM,39.55,43.09,1.31
Jan,12-Jan,3 PM,40.06,41.57,1.06
Jan,12-Jan,4 PM,39.41,41.96,1.10
Jan,12-Jan,5 PM,38.14,44.33,0.64
Jan,12-Jan,6 PM,35.62,48.47,0.87
Jan,12-Jan,7 PM,34.49,50.84,0.68
Jan,12-Jan,8 PM,34.52,49.20,0.19
Jan,12-Jan,9 PM,33.87,50.56,0.02
Jan,12-Jan,10 PM,32.88,53.55,0.00
Jan,12-Jan,11 PM,32.71,53.12,0.19
Jan,13-Jan,12 AM,31.62,56.31,0.00
Jan,13-Jan,1 AM,31.30,56.92,0.00
Jan,13-Jan,2 AM,30.01,62.26,0.00
Jan,13-Jan,3 AM,28.44,66.52,0.01
Jan,13-Jan,4 AM,28.23,66.66,0.00
Jan,13-Jan,5 AM,28.40,64.85,0.00
Jan,13-Jan,6 AM,27.37,68.45,0.00
Jan,13-Jan,7 AM,28.66,66.08,0.00
Jan,13-Jan,8 AM,33.47,59.13,0.00
Jan,13-Jan,9 AM,36.15,48.34,0.51
Jan,13-Jan,10 AM,37.85,43.90,0.77
Jan,13-Jan,11 AM,38.46,41.57,1.11
Jan,13-Jan,12 PM,40.02,38.60,0.82
Jan,13-Jan,1 PM,42.06,36.13,0.44
Jan,13-Jan,2 PM,43.57,34.79,0.20
Jan,13-Jan,3 PM,42.77,35.85,0.64
Jan,13-Jan,4 PM,42.03,37.53,0.34
Jan,13-Jan,5 PM,40.44,39.88,0.13
Jan,13-Jan,6 PM,37.72,44.40,0.04
Jan,13-Jan,7 PM,35.95,47.83,0.03
Jan,13-Jan,8 PM,35.49,48.08,0.19
Jan,13-Jan,9 PM,34.04,56.56,0.05
Jan,13-Jan,10 PM,32.98,62.63,0.03
Jan,13-Jan,11 PM,31.91,67.07,0.00
Jan,14-Jan,12 AM,30.78,70.66,0.00
Jan,14-Jan,1 AM,30.00,72.50,0.00
Jan,14-Jan,2 AM,29.43,71.77,0.00
Jan,14-Jan,3 AM,28.81,71.27,0.00
Jan,14-Jan,4 AM,28.54,70.44,0.00
Jan,14-Jan,5 AM,28.33,70.93,0.00
Jan,14-Jan,6 AM,28.36,69.82,0.00
Jan,14-Jan,7 AM,29.52,67.49,0.00
Jan,14-Jan,8 AM,34.18,58.28,0.00
Jan,14-Jan,9 AM,36.94,51.57,0.08
Jan,14-Jan,10 AM,35.47,50.40,1.64
Jan,14-Jan,11 AM,35.09,50.62,2.30
Jan,14-Jan,12 PM,36.08,48.33,1.96
Jan,14-Jan,1 PM,37.93,44.51,1.43
Jan,14-Jan,2 PM,39.47,42.00,0.88
Jan,14-Jan,3 PM,39.75,41.69,0.99
Jan,14-Jan,4 PM,39.38,42.28,0.72
Jan,14-Jan,5 PM,37.84,45.05,0.59
Jan,14-Jan,6 PM,35.31,49.70,0.59
Jan,14-Jan,7 PM,34.23,50.86,0.38
Jan,14-Jan,8 PM,33.82,50.37,0.20
Jan,14-Jan,9 PM,32.96,52.26,0.04
Jan,14-Jan,10 PM,32.19,53.78,0.00
Jan,14-Jan,11 PM,31.59,55.32,0.00
Jan,15-Jan,12 AM,29.81,61.35,0.00
Jan,15-Jan,1 AM,29.63,60.87,0.00
Jan,15-Jan,2 AM,28.80,63.65,0.00
Jan,15-Jan,3 AM,28.32,64.38,0.01
Jan,15-Jan,4 AM,27.36,67.14,0.02
Jan,15-Jan,5 AM,27.28,66.01,0.06
Jan,15-Jan,6 AM,27.38,64.90,0.01
Jan,15-Jan,7 AM,28.08,65.02,0.02
Jan,15-Jan,8 AM,32.36,58.22,0.00
Jan,15-Jan,9 AM,38.08,47.77,0.12
Jan,15-Jan,10 AM,38.21,44.32,0.33
Jan,15-Jan,11 AM,39.78,41.12,0.56
Jan,15-Jan,12 PM,39.33,40.06,0.88
Jan,15-Jan,1 PM,40.24,38.39,0.62
Jan,15-Jan,2 PM,41.11,36.98,0.65
Jan,15-Jan,3 PM,41.03,38.27,0.60
Jan,15-Jan,4 PM,40.45,39.17,0.54
Jan,15-Jan,5 PM,38.69,41.96,0.30
Jan,15-Jan,6 PM,36.53,47.17,0.13
Jan,15-Jan,7 PM,35.31,50.14,0.36
Jan,15-Jan,8 PM,34.32,52.01,0.10
Jan,15-Jan,9 PM,33.48,52.56,0.48
Jan,15-Jan,10 PM,32.26,56.82,0.01
Jan,15-Jan,11 PM,30.85,60.60,0.01
Jan,16-Jan,12 AM,29.17,65.41,0.08
Jan,16-Jan,1 AM,28.29,67.00,0.23
Jan,16-Jan,2 AM,28.14,66.74,0.02
Jan,16-Jan,3 AM,28.13,66.46,0.00
Jan,16-Jan,4 AM,28.28,65.12,0.00
Jan,16-Jan,5 AM,27.38,67.91,0.01
Jan,16-Jan,6 AM,27.56,67.55,0.01
Jan,16-Jan,7 AM,29.06,65.87,0.00
Jan,16-Jan,8 AM,33.98,58.01,0.00
Jan,16-Jan,9 AM,38.68,49.15,0.00
Jan,16-Jan,10 AM,40.95,43.26,0.00
Jan,16-Jan,11 AM,41.26,40.47,0.10
Jan,16-Jan,12 PM,40.68,40.08,0.33
Jan,16-Jan,1 PM,41.63,38.70,0.40
Jan,16-Jan,2 PM,41.62,39.00,0.54
Jan,16-Jan,3 PM,42.26,37.77,0.14
Jan,16-Jan,4 PM,42.92,37.26,0.00
Jan,16-Jan,5 PM,40.75,40.25,0.00
Jan,16-Jan,6 PM,36.68,48.18,0.00
Jan,16-Jan,7 PM,34.98,51.53,0.00
Jan,16-Jan,8 PM,32.85,57.39,0.00
Jan,16-Jan,9 PM,31.30,61.13,0.00
Jan,16-Jan,10 PM,30.96,61.61,0.00
Jan,16-Jan,11 PM,30.51,63.41,0.01
Jan,17-Jan,12 AM,29.94,64.02,0.00
Jan,17-Jan,1 AM,28.36,68.51,0.00
Jan,17-Jan,2 AM,29.08,64.57,0.00
Jan,17-Jan,3 AM,28.45,65.88,0.00
Jan,17-Jan,4 AM,27.84,67.22,0.00
Jan,17-Jan,5 AM,27.72,66.62,0.00
Jan,17-Jan,6 AM,28.17,66.30,0.00
Jan,17-Jan,7 AM,29.10,67.57,0.00
Jan,17-Jan,8 AM,33.33,60.39,0.00
Jan,17-Jan,9 AM,37.55,52.45,0.00
Jan,17-Jan,10 AM,40.29,46.49,0.00
Jan,17-Jan,11 AM,41.54,40.62,0.09
Jan,17-Jan,12 PM,41.32,39.61,0.25
Jan,17-Jan,1 PM,43.49,37.44,0.03
Jan,17-Jan,2 PM,43.78,36.76,0.01
Jan,17-Jan,3 PM,44.12,36.23,0.08
Jan,17-Jan,4 PM,42.94,36.85,0.09
Jan,17-Jan,5 PM,40.96,39.96,0.01
Jan,17-Jan,6 PM,37.56,46.09,0.13
Jan,17-Jan,7 PM,35.70,50.27,0.01
Jan,17-Jan,8 PM,34.26,51.78,0.00
Jan,17-Jan,9 PM,33.50,51.80,0.00
Jan,17-Jan,10 PM,32.98,51.67,0.00
Jan,17-Jan,11 PM,32.36,52.12,0.39
Jan,18-Jan,12 AM,30.29,60.33,0.03
Jan,18-Jan,1 AM,28.76,64.27,0.08
Jan,18-Jan,2 AM,29.27,61.94,0.00
Jan,18-Jan,3 AM,29.47,61.24,0.00
Jan,18-Jan,4 AM,29.37,60.59,0.00
Jan,18-Jan,5 AM,29.46,59.47,0.09
Jan,18-Jan,6 AM,29.12,60.67,0.00
Jan,18-Jan,7 AM,30.60,59.18,0.00
Jan,18-Jan,8 AM,35.54,53.27,0.00
Jan,18-Jan,9 AM,39.15,46.65,0.00
Jan,18-Jan,10 AM,39.59,44.21,0.95
Jan,18-Jan,11 AM,37.45,45.51,1.53
Jan,18-Jan,12 PM,38.16,43.81,1.60
Jan,18-Jan,1 PM,38.75,41.87,1.67
Jan,18-Jan,2 PM,39.77,40.33,1.34
Jan,18-Jan,3 PM,40.52,39.75,1.05
Jan,18-Jan,4 PM,40.91,39.82,0.55
Jan,18-Jan,5 PM,38.55,43.70,0.87
Jan,18-Jan,6 PM,36.40,47.61,0.48
Jan,18-Jan,7 PM,35.50,47.63,0.18
Jan,18-Jan,8 PM,34.86,47.93,0.29
Jan,18-Jan,9 PM,33.44,50.44,0.80
Jan,18-Jan,10 PM,32.96,51.03,0.59
Jan,18-Jan,11 PM,32.95,51.17,0.12
Jan,19-Jan,12 AM,31.78,54.67,0.04
Jan,19-Jan,1 AM,30.65,57.66,0.03
Jan,19-Jan,2 AM,30.83,56.76,0.01
Jan,19-Jan,3 AM,30.23,58.29,0.00
Jan,19-Jan,4 AM,29.23,60.85,0.00
Jan,19-Jan,5 AM,28.39,62.97,0.01
Jan,19-Jan,6 AM,27.95,64.24,0.00
Jan,19-Jan,7 AM,29.58,61.72,0.00
Jan,19-Jan,8 AM,34.00,54.45,0.01
Jan,19-Jan,9 AM,35.35,49.50,0.28
Jan,19-Jan,10 AM,35.89,47.79,1.01
Jan,19-Jan,11 AM,35.84,48.56,1.22
Jan,19-Jan,12 PM,36.02,47.72,1.89
Jan,19-Jan,1 PM,38.01,44.26,1.39
Jan,19-Jan,2 PM,38.67,43.17,1.37
Jan,19-Jan,3 PM,39.37,41.52,1.08
Jan,19-Jan,4 PM,39.24,41.26,0.87
Jan,19-Jan,5 PM,37.72,43.20,0.58
Jan,19-Jan,6 PM,35.51,46.73,0.43
Jan,19-Jan,7 PM,34.54,48.93,0.02
Jan,19-Jan,8 PM,33.44,50.69,0.00
Jan,19-Jan,9 PM,32.65,52.20,0.01
Jan,19-Jan,10 PM,31.34,56.13,0.00
Jan,19-Jan,11 PM,30.34,58.72,0.00
Jan,20-Jan,12 AM,29.75,60.23,0.02
Jan,20-Jan,1 AM,28.54,63.47,0.04
Jan,20-Jan,2 AM,28.35,63.68,0.00
Jan,20-Jan,3 AM,27.96,64.78,0.00
Jan,20-Jan,4 AM,27.59,65.87,0.00
Jan,20-Jan,5 AM,27.34,65.75,0.00
Jan,20-Jan,6 AM,27.17,66.42,0.00
Jan,20-Jan,7 AM,28.42,65.06,0.00
Jan,20-Jan,8 AM,33.04,55.91,0.02
Jan,20-Jan,9 AM,34.68,53.24,0.55
Jan,20-Jan,10 AM,34.46,52.09,1.81
Jan,20-Jan,11 AM,35.28,50.82,2.12
Jan,20-Jan,12 PM,37.03,48.37,1.58
Jan,20-Jan,1 PM,38.55,45.82,1.23
Jan,20-Jan,2 PM,40.22,42.19,0.68
Jan,20-Jan,3 PM,40.67,41.24,0.44
Jan,20-Jan,4 PM,40.91,39.99,0.13
Jan,20-Jan,5 PM,38.69,43.73,0.01
Jan,20-Jan,6 PM,36.79,48.03,0.00
Jan,20-Jan,7 PM,35.86,50.88,0.05
Jan,20-Jan,8 PM,34.33,53.74,0.85
Jan,20-Jan,9 PM,34.22,58.87,0.18
Jan,20-Jan,10 PM,33.80,59.77,0.00
Jan,20-Jan,11 PM,33.01,60.85,0.01
Jan,21-Jan,12 AM,32.53,61.79,0.00
Jan,21-Jan,1 AM,32.60,60.74,0.00
Jan,21-Jan,2 AM,32.11,63.54,0.00
Jan,21-Jan,3 AM,30.53,70.92,0.02
Jan,21-Jan,4 AM,28.95,77.18,0.05
Jan,21-Jan,5 AM,29.19,77.58,0.04
Jan,21-Jan,6 AM,27.18,82.96,0.88
Jan,21-Jan,7 AM,27.37,82.53,0.15
Jan,21-Jan,8 AM,27.22,83.04,0.22
Jan,21-Jan,9 AM,30.08,78.44,0.00
Jan,21-Jan,10 AM,35.44,68.20,0.00
Jan,21-Jan,11 AM,38.04,59.98,0.00
Jan,21-Jan,12 PM,38.89,55.33,0.04
Jan,21-Jan,1 PM,39.09,50.13,0.11
Jan,21-Jan,2 PM,39.07,48.67,0.49
Jan,21-Jan,3 PM,38.01,51.10,0.09
Jan,21-Jan,4 PM,38.87,52.22,0.00
Jan,21-Jan,5 PM,37.67,57.10,0.00
Jan,21-Jan,6 PM,35.11,63.20,0.00
Jan,21-Jan,7 PM,33.04,68.35,0.00
Jan,21-Jan,8 PM,32.89,65.87,0.05
Jan,21-Jan,9 PM,32.97,63.78,0.04
Jan,21-Jan,10 PM,32.15,68.54,0.00
Jan,21-Jan,11 PM,31.90,69.25,0.00
Jan,22-Jan,12 AM,30.98,71.47,0.01
Jan,22-Jan,1 AM,30.96,71.28,0.00
Jan,22-Jan,2 AM,30.32,73.59,0.00
Jan,22-Jan,3 AM,30.28,72.80,0.00
Jan,22-Jan,4 AM,30.17,72.33,0.00
Jan,22-Jan,5 AM,30.09,70.82,0.00
Jan,22-Jan,6 AM,29.87,71.45,0.10
Jan,22-Jan,7 AM,30.34,71.36,0.00
Jan,22-Jan,8 AM,32.08,68.55,0.00
Jan,22-Jan,9 AM,35.09,61.34,0.05
Jan,22-Jan,10 AM,37.31,57.01,0.19
Jan,22-Jan,11 AM,38.66,54.22,0.24
