Months,Days,date time,Average of temp,Average of humid,Average of wind speed
Apr,13-Apr,8 AM,35.3,58.4,3.5
Apr,13-Apr,9 AM,35.4,58.6,3.3
Apr,13-Apr,10 AM,35.4,58.6,2.9
Apr,13-Apr,11 AM,35.6,58.4,3.2
Apr,13-Apr,12 PM,35.7,57.9,3.2
Apr,13-Apr,1 PM,35.9,56.9,3.3
Apr,13-Apr,2 PM,36.1,56.0,2.9
Apr,13-Apr,3 PM,36.1,55.6,3.4
Apr,13-Apr,4 PM,36.2,54.9,3.1
Apr,13-Apr,5 PM,36.3,54.5,3.2
Apr,13-Apr,6 PM,36.2,54.4,3.1
Apr,13-Apr,7 PM,36.2,55.1,3.4
Apr,13-Apr,8 PM,36.2,55.6,3.2
Apr,13-Apr,9 PM,36.1,56.0,3.1
Apr,13-Apr,10 PM,36.1,56.1,3.0
Apr,13-Apr,11 PM,36.0,56.1,3.6
Apr,14-Apr,12 AM,35.8,56.0,3.2
Apr,14-Apr,1 AM,35.7,56.1,3.1
Apr,14-Apr,2 AM,35.6,55.9,3.0
Apr,14-Apr,3 AM,35.5,55.7,3.2
Apr,14-Apr,4 AM,35.4,55.5,3.3
Apr,14-Apr,5 AM,35.2,55.6,3.0
Apr,14-Apr,6 AM,35.2,55.6,3.3
Apr,14-Apr,7 AM,35.4,55.5,3.2
Apr,14-Apr,8 AM,35.5,56.7,3.0
Apr,14-Apr,9 AM,35.6,57.0,3.2
Apr,14-Apr,10 AM,35.7,56.7,3.3
Apr,14-Apr,11 AM,35.9,56.4,3.3
Apr,14-Apr,12 PM,36.0,56.0,3.3
Apr,14-Apr,1 PM,36.1,55.3,3.2
Apr,14-Apr,2 PM,36.2,55.0,3.1
Apr,17-Apr,5 PM,33.0,61.4,3.4
Apr,17-Apr,6 PM,32.7,62.9,3.1
Apr,17-Apr,7 PM,33.5,61.7,3.3
Apr,17-Apr,8 PM,34.1,60.9,3.3
Apr,17-Apr,9 PM,33.7,61.7,3.2
Apr,17-Apr,10 PM,33.9,61.7,3.4
Apr,17-Apr,11 PM,32.8,64.1,3.7
Apr,18-Apr,12 AM,33.6,61.8,3.4
Apr,18-Apr,1 AM,33.5,62.3,3.1
Apr,18-Apr,2 AM,33.2,62.7,3.4
Apr,18-Apr,3 AM,33.0,62.9,3.3
Apr,18-Apr,4 AM,33.1,62.6,3.4
Apr,18-Apr,5 AM,33.0,63.3,3.2
Apr,18-Apr,6 AM,33.5,62.6,3.4
Apr,18-Apr,7 AM,33.9,62.5,3.1
Apr,18-Apr,8 AM,34.2,62.4,2.9
Apr,18-Apr,9 AM,35.1,60.1,2.7
Apr,18-Apr,10 AM,35.3,59.5,2.7
Apr,18-Apr,11 AM,35.5,58.6,2.7
Apr,25-Apr,4 PM,31.7,38.7,2.9
Apr,25-Apr,5 PM,35.0,39.6,2.7
Apr,25-Apr,6 PM,36.2,41.1,2.7
Apr,25-Apr,7 PM,36.7,41.5,2.6
Apr,26-Apr,2 PM,25.2,48.1,3.1
Apr,26-Apr,3 PM,25.7,48.2,2.9
Apr,26-Apr,4 PM,26.5,49.4,2.9
May,4-May,10 AM,28.8,49.4,3.5
May,4-May,11 AM,29.9,46.9,2.8
May,4-May,12 PM,29.9,48.3,2.8
May,4-May,3 PM,29.3,51.5,3.3
May,4-May,4 PM,29.2,52.2,0.3
May,4-May,5 PM,28.9,54.2,0.0
May,4-May,6 PM,28.7,54.3,0.1
May,4-May,7 PM,28.8,54.4,0.0
May,5-May,3 AM,33.3,64.8,0.5
May,5-May,4 AM,33.9,62.8,0.0
May,5-May,5 AM,34.0,62.7,0.0
May,5-May,6 AM,34.2,62.6,0.0
May,5-May,7 AM,34.1,62.2,0.0
May,5-May,8 AM,29.3,59.1,0.1
May,5-May,9 AM,25.5,53.5,0.7
May,5-May,10 AM,25.5,52.8,0.6
May,5-May,11 AM,25.5,50.7,0.7
May,5-May,12 PM,25.3,49.9,0.7
May,5-May,1 PM,25.3,48.7,1.0
May,5-May,2 PM,25.1,49.0,0.8
May,5-May,3 PM,26.9,56.5,0.4
May,5-May,4 PM,35.5,60.7,0.7
May,5-May,5 PM,38.9,54.7,0.5
May,5-May,6 PM,37.2,56.6,0.2
May,5-May,7 PM,35.2,61.9,0.0
May,5-May,8 PM,34.7,64.2,0.0
May,5-May,9 PM,34.3,66.9,0.0
May,5-May,10 PM,33.9,69.3,0.0
May,5-May,11 PM,33.7,69.4,0.0
May,6-May,12 AM,33.6,69.7,0.0
May,6-May,1 AM,33.5,70.6,0.0
May,6-May,2 AM,33.3,70.8,0.0
May,6-May,3 AM,33.2,71.5,0.0
May,6-May,4 AM,33.1,71.1,0.0
May,6-May,5 AM,33.1,71.5,0.0
May,6-May,6 AM,33.1,71.5,0.0
May,6-May,7 AM,33.3,68.9,0.0
May,6-May,8 AM,34.4,66.1,0.2
May,6-May,9 AM,35.5,64.2,0.5
May,6-May,10 AM,36.2,62.7,0.7
May,6-May,11 AM,37.2,60.6,0.4
May,6-May,12 PM,37.9,58.9,0.7
May,6-May,1 PM,37.5,60.5,1.1
May,6-May,2 PM,38.4,58.1,0.1
May,6-May,3 PM,38.4,58.9,0.0
May,6-May,4 PM,37.0,59.7,0.3
May,6-May,5 PM,33.9,68.3,0.7
May,6-May,6 PM,33.4,71.4,0.0
May,6-May,7 PM,33.4,71.7,0.0
May,6-May,8 PM,33.6,71.5,0.0
May,6-May,9 PM,33.7,72.1,0.0
May,6-May,10 PM,33.6,72.7,0.0
May,6-May,11 PM,33.2,74.1,0.1
May,7-May,12 AM,33.4,73.7,0.0
May,7-May,1 AM,33.4,73.5,0.0
May,7-May,2 AM,33.4,73.1,0.0
May,7-May,3 AM,33.1,73.5,0.0
May,7-May,4 AM,33.0,73.3,0.0
May,7-May,5 AM,33.0,73.2,0.0
May,7-May,6 AM,33.0,73.1,0.0
May,7-May,7 AM,33.4,73.3,0.0
May,7-May,8 AM,34.1,73.1,0.4
May,7-May,9 AM,35.6,68.8,0.6
May,7-May,10 AM,37.0,64.0,0.5
May,7-May,11 AM,38.1,60.4,0.4
May,7-May,12 PM,35.8,63.3,0.9
May,7-May,1 PM,34.1,70.7,0.2
May,7-May,2 PM,33.0,75.6,0.2
May,7-May,3 PM,32.9,77.3,0.5
May,7-May,4 PM,33.8,75.4,0.9
May,7-May,5 PM,33.4,77.0,0.2
May,7-May,6 PM,33.5,76.7,0.0
May,7-May,7 PM,33.6,76.2,0.0
May,7-May,8 PM,33.8,75.4,0.0
May,7-May,9 PM,33.6,75.7,0.0
May,7-May,10 PM,33.4,74.9,0.0
May,7-May,11 PM,33.2,75.0,0.0
May,8-May,12 AM,33.0,74.8,0.1
May,8-May,1 AM,32.5,77.6,0.1
May,8-May,2 AM,32.7,75.9,0.0
May,8-May,3 AM,32.7,75.6,0.0
May,8-May,4 AM,32.7,75.3,0.0
May,8-May,5 AM,32.4,75.6,0.0
May,8-May,6 AM,31.9,77.4,0.1
May,8-May,7 AM,33.0,76.0,0.0
May,8-May,8 AM,33.9,73.3,0.0
May,8-May,9 AM,33.9,74.4,0.4
May,8-May,10 AM,34.9,73.1,0.8
May,8-May,11 AM,36.8,66.5,0.4
May,8-May,12 PM,36.4,64.8,0.6
May,8-May,1 PM,34.5,70.2,0.1
May,8-May,2 PM,34.6,69.4,0.1
May,8-May,3 PM,35.1,67.2,0.0
May,8-May,4 PM,35.3,64.2,0.0
May,8-May,5 PM,35.2,62.9,0.1
May,8-May,6 PM,34.5,65.6,0.3
May,8-May,7 PM,33.7,68.5,0.5
May,8-May,8 PM,33.7,70.8,0.1
May,8-May,9 PM,33.7,70.8,0.0
May,8-May,10 PM,33.5,71.5,0.0
May,8-May,11 PM,33.3,72.8,0.0
May,9-May,12 AM,33.2,72.8,0.0
May,9-May,1 AM,33.1,72.3,0.0
May,9-May,2 AM,33.1,72.0,0.0
May,9-May,3 AM,32.7,73.2,0.0
May,9-May,4 AM,32.9,73.3,0.0
May,9-May,5 AM,33.0,73.2,0.0
May,9-May,6 AM,33.1,73.5,0.0
May,9-May,7 AM,33.9,72.7,0.2
May,9-May,8 AM,35.3,66.3,0.1
May,9-May,9 AM,34.6,65.9,0.2
May,9-May,10 AM,34.8,66.8,0.2
May,9-May,11 AM,35.5,65.4,0.3
May,9-May,12 PM,35.6,66.2,0.3
May,9-May,1 PM,35.8,64.2,0.2
May,9-May,2 PM,36.6,61.8,0.3
May,9-May,3 PM,37.2,59.3,0.1
May,9-May,4 PM,37.5,60.6,1.6
May,9-May,5 PM,35.4,69.1,1.0
May,9-May,6 PM,35.4,68.7,0.6
May,9-May,7 PM,33.7,72.7,0.3
May,9-May,8 PM,33.1,73.1,0.0
May,9-May,9 PM,33.1,73.9,0.0
May,9-May,10 PM,33.1,73.5,0.0
May,9-May,11 PM,33.2,73.9,0.0
May,10-May,12 AM,33.3,74.3,0.0
May,10-May,1 AM,32.7,75.9,0.0
May,10-May,2 AM,33.0,75.7,0.0
May,10-May,3 AM,33.1,75.4,0.0
May,10-May,4 AM,32.9,75.3,0.0
May,10-May,5 AM,32.1,77.8,0.4
May,10-May,6 AM,32.8,76.6,0.8
May,10-May,7 AM,33.0,76.9,0.3
May,10-May,8 AM,34.2,72.6,0.0
May,10-May,9 AM,35.0,70.1,0.1
May,10-May,10 AM,35.5,68.9,0.1
May,10-May,3 PM,33.2,82.6,0.0
May,10-May,4 PM,33.2,79.4,0.2
May,10-May,5 PM,33.3,77.9,0.1
May,10-May,6 PM,32.9,78.4,0.8
May,10-May,7 PM,32.3,79.2,0.9
May,10-May,8 PM,32.2,79.5,1.0
May,10-May,9 PM,32.0,79.3,1.0
May,10-May,10 PM,31.7,80.1,1.0
May,10-May,11 PM,31.4,80.4,1.0
May,11-May,12 AM,31.1,80.1,1.0
May,11-May,1 AM,30.9,80.2,1.0
May,11-May,2 AM,30.5,80.7,1.0
May,11-May,3 AM,30.4,80.6,1.0
May,11-May,4 AM,30.3,81.5,1.0
May,11-May,5 AM,30.2,81.4,1.0
May,11-May,6 AM,30.9,80.8,1.0
May,11-May,7 AM,35.5,72.3,0.8
May,11-May,8 AM,40.8,59.6,0.1
May,11-May,9 AM,40.8,56.0,0.1
May,11-May,10 AM,40.9,56.0,0.1
May,11-May,11 AM,41.7,54.3,0.0
May,11-May,12 PM,41.9,53.2,0.4
May,11-May,1 PM,39.7,59.4,0.1
May,11-May,2 PM,42.1,53.2,0.2
May,11-May,3 PM,42.3,52.9,0.4
May,11-May,4 PM,41.3,52.8,0.4
May,11-May,5 PM,38.9,58.7,0.0
May,11-May,6 PM,37.5,62.4,0.0
May,11-May,7 PM,36.1,66.1,0.0
May,11-May,8 PM,35.1,69.6,0.0
May,11-May,9 PM,34.1,73.4,0.0
May,11-May,10 PM,33.6,74.9,0.0
May,11-May,11 PM,33.2,77.3,0.0
May,12-May,12 AM,33.3,77.8,0.0
May,12-May,1 AM,32.7,79.6,0.0
May,12-May,2 AM,32.1,81.3,0.0
May,12-May,3 AM,32.1,81.1,0.0
May,12-May,4 AM,31.6,82.7,0.0
May,12-May,5 AM,31.3,82.1,0.0
May,12-May,6 AM,31.8,80.9,0.0
May,12-May,7 AM,33.2,80.4,0.0
May,12-May,8 AM,35.9,75.0,0.0
May,12-May,9 AM,39.0,66.5,0.0
May,12-May,10 AM,41.6,57.8,0.0
May,12-May,11 AM,41.0,57.0,0.1
May,12-May,12 PM,41.9,54.4,0.2
May,12-May,1 PM,43.0,51.4,0.3
May,12-May,2 PM,44.6,48.7,0.2
May,12-May,3 PM,40.2,57.3,0.7
May,12-May,4 PM,40.3,58.6,0.0
May,12-May,5 PM,41.5,54.8,0.0
May,12-May,6 PM,38.7,59.7,0.0
May,12-May,7 PM,37.2,64.3,0.6
May,12-May,8 PM,36.0,68.2,0.4
May,12-May,9 PM,35.0,71.0,0.3
May,12-May,10 PM,34.3,74.0,0.0
May,12-May,11 PM,33.9,75.8,0.0
May,13-May,12 AM,33.6,76.2,0.0
May,13-May,1 AM,33.1,77.0,0.0
May,13-May,2 AM,32.9,77.3,0.0
May,13-May,3 AM,32.7,78.2,0.0
May,13-May,4 AM,32.8,78.3,0.0
May,13-May,5 AM,32.6,78.9,0.0
May,13-May,6 AM,33.1,78.5,0.0
May,13-May,7 AM,34.9,75.4,0.0
May,13-May,8 AM,37.8,67.6,0.2
May,13-May,9 AM,41.5,58.0,0.0
May,13-May,10 AM,41.6,54.3,0.5
May,13-May,11 AM,41.5,53.4,0.6
May,13-May,12 PM,42.3,50.7,0.6
May,13-May,1 PM,43.6,48.6,0.4
May,13-May,2 PM,44.7,46.2,0.2
May,13-May,3 PM,46.0,44.0,0.1
May,13-May,4 PM,45.8,44.5,0.0
May,13-May,5 PM,44.3,48.0,0.0
May,13-May,6 PM,41.7,53.8,0.0
May,13-May,7 PM,39.0,57.4,0.0
May,13-May,8 PM,38.0,60.6,0.1
May,13-May,9 PM,36.6,64.2,0.3
May,13-May,10 PM,35.2,68.2,0.2
May,13-May,11 PM,34.8,69.5,0.0
May,14-May,12 AM,34.1,72.2,0.2
May,14-May,1 AM,33.6,74.2,0.0
May,14-May,2 AM,33.2,75.1,0.0
May,14-May,3 AM,32.8,75.7,0.0
May,14-May,4 AM,32.6,76.1,0.0
May,14-May,5 AM,32.3,77.3,0.0
May,14-May,6 AM,32.7,77.6,0.0
May,14-May,7 AM,37.1,68.4,0.0
May,14-May,8 AM,40.0,61.1,0.0
May,14-May,9 AM,41.4,58.1,0.0
May,14-May,10 AM,42.2,56.0,0.0
May,14-May,11 AM,42.6,53.8,0.2
May,14-May,12 PM,44.0,50.9,0.2
May,14-May,1 PM,45.0,46.7,0.2
May,14-May,2 PM,45.5,46.1,0.2
May,14-May,3 PM,45.9,45.6,0.1
May,14-May,4 PM,44.3,48.2,0.1
May,14-May,5 PM,41.5,55.8,0.2
May,14-May,6 PM,39.9,58.9,0.0
May,14-May,7 PM,38.5,62.1,0.0
May,14-May,8 PM,37.9,64.7,0.1
May,14-May,9 PM,36.5,68.1,0.0
May,14-May,10 PM,35.9,69.7,0.0
May,14-May,11 PM,35.4,70.1,0.0
May,15-May,12 AM,34.9,71.8,0.0
May,15-May,1 AM,33.8,75.1,0.0
May,15-May,2 AM,33.4,75.7,0.0
May,15-May,3 AM,33.3,75.3,0.0
May,15-May,4 AM,33.1,75.5,0.0
May,15-May,5 AM,33.1,76.1,0.0
May,15-May,6 AM,33.3,76.9,0.3
May,15-May,7 AM,36.2,71.8,0.0
May,15-May,8 AM,41.3,59.2,0.0
May,15-May,9 AM,42.0,56.5,0.0
May,15-May,10 AM,41.7,56.9,0.1
May,15-May,11 AM,43.6,52.9,0.1
May,15-May,12 PM,43.7,52.6,0.3
May,15-May,1 PM,36.3,69.8,0.6
May,15-May,2 PM,34.8,72.3,0.2
May,15-May,3 PM,35.1,72.8,0.2
May,15-May,4 PM,35.7,69.3,0.0
May,15-May,5 PM,36.3,67.1,0.0
May,15-May,6 PM,35.1,70.3,0.0
May,15-May,7 PM,33.8,73.1,0.0
May,15-May,8 PM,33.2,74.9,0.0
May,15-May,9 PM,32.9,76.5,0.0
May,15-May,10 PM,32.6,78.0,0.0
May,15-May,11 PM,32.7,78.4,0.0
May,16-May,12 AM,32.5,78.9,0.0
May,16-May,1 AM,32.4,79.3,0.0
May,16-May,2 AM,32.5,79.8,0.0
May,16-May,3 AM,32.5,79.8,0.0
May,16-May,4 AM,32.6,80.3,0.0
May,16-May,5 AM,32.5,80.4,0.0
May,16-May,6 AM,32.2,82.4,0.1
May,16-May,7 AM,32.3,81.9,0.2
May,16-May,8 AM,33.4,80.8,0.0
May,16-May,9 AM,37.0,73.7,0.0
May,16-May,10 AM,39.6,65.5,0.0
May,16-May,11 AM,41.4,58.1,0.2
May,16-May,12 PM,42.2,55.7,0.4
May,16-May,1 PM,43.7,52.7,0.2
May,16-May,2 PM,43.8,51.7,0.6
May,16-May,3 PM,42.9,53.8,0.2
May,16-May,4 PM,38.0,64.2,0.6
May,16-May,5 PM,30.3,80.1,1.7
May,16-May,6 PM,30.1,79.9,0.3
May,16-May,7 PM,29.0,83.2,0.7
May,16-May,8 PM,29.5,84.6,0.2
May,16-May,9 PM,29.9,84.2,0.1
May,17-May,6 AM,29.8,88.8,0.0
May,17-May,7 AM,30.8,84.7,0.0
May,17-May,8 AM,32.5,82.0,0.0
May,17-May,9 AM,36.5,72.5,0.1
May,17-May,10 AM,38.7,64.8,0.2
May,17-May,11 AM,40.2,60.1,0.1
May,17-May,12 PM,42.2,54.8,0.1
May,17-May,1 PM,43.5,50.7,0.0
May,17-May,2 PM,46.1,45.2,0.0
May,17-May,3 PM,45.0,47.9,0.3
May,17-May,4 PM,42.4,51.9,0.1
May,17-May,5 PM,40.1,56.6,0.1
May,17-May,6 PM,37.8,61.1,0.0
May,17-May,7 PM,35.7,65.4,0.0
May,17-May,8 PM,34.8,69.1,0.0
May,17-May,9 PM,34.0,71.2,0.1
May,17-May,10 PM,33.9,71.5,0.0
May,18-May,7 AM,30.2,86.5,0.0
May,18-May,8 AM,34.6,76.6,0.0
May,18-May,9 AM,38.9,62.2,0.2
May,18-May,10 AM,40.1,57.9,0.2
May,18-May,11 AM,40.7,56.8,0.1
May,18-May,12 PM,41.8,54.6,0.0
May,18-May,1 PM,43.7,50.3,0.1
May,18-May,2 PM,43.6,50.9,0.0
May,18-May,3 PM,43.8,49.7,0.0
May,18-May,4 PM,43.3,50.0,0.0
May,18-May,5 PM,39.1,58.6,0.3
May,18-May,6 PM,35.0,68.6,0.3
May,18-May,7 PM,33.6,73.6,0.3
May,18-May,8 PM,33.1,75.8,0.0
May,18-May,9 PM,32.6,78.0,0.0
May,18-May,10 PM,32.3,79.3,0.0
May,18-May,11 PM,31.9,80.2,0.0
May,19-May,12 AM,31.5,80.8,0.0
May,19-May,7 AM,32.1,85.9,0.1
May,19-May,8 AM,36.0,72.5,0.2
May,19-May,9 AM,38.0,64.0,0.3
May,19-May,10 AM,38.2,63.7,0.1
May,19-May,11 AM,40.5,58.6,0.1
May,19-May,12 PM,40.4,59.6,0.1
May,19-May,1 PM,39.9,62.2,0.1
May,19-May,2 PM,43.2,53.7,0.0
May,19-May,3 PM,42.8,52.3,0.0
May,19-May,4 PM,42.1,51.9,0.1
May,19-May,5 PM,41.2,53.2,0.0
May,19-May,6 PM,39.2,57.6,0.0
May,19-May,7 PM,37.1,62.9,0.0
May,19-May,8 PM,35.7,68.3,0.0
May,19-May,9 PM,35.0,71.0,0.0
May,19-May,10 PM,34.5,70.5,0.0
May,19-May,11 PM,33.8,72.2,0.0
May,20-May,12 AM,33.2,74.0,0.0
May,20-May,6 AM,30.9,86.7,0.1
May,20-May,7 AM,32.9,79.2,0.1
May,20-May,8 AM,34.8,74.8,0.1
May,20-May,9 AM,38.4,65.4,0.1
May,20-May,10 AM,40.9,58.0,0.2
May,20-May,11 AM,42.2,53.6,0.3
May,20-May,12 PM,42.3,52.9,0.5
May,20-May,1 PM,41.9,51.8,0.6
May,20-May,2 PM,43.6,48.5,0.7
May,20-May,3 PM,43.5,47.8,0.5
May,20-May,4 PM,43.0,48.9,0.3
May,20-May,5 PM,40.6,55.4,0.4
May,20-May,6 PM,38.0,59.6,0.4
May,20-May,7 PM,36.8,60.9,0.1
May,20-May,8 PM,35.6,65.4,0.2
May,20-May,9 PM,35.2,66.8,0.0
May,20-May,10 PM,34.8,67.8,0.0
May,20-May,11 PM,33.8,72.7,0.0
May,21-May,12 AM,32.9,76.3,0.1
May,21-May,1 AM,32.6,76.3,0.0
May,21-May,2 AM,32.4,76.5,0.0
May,23-May,3 PM,41.8,53.0,0.1
May,23-May,4 PM,45.0,46.4,0.1
May,23-May,5 PM,44.1,48.1,0.1
May,23-May,6 PM,40.5,53.8,0.0
May,23-May,7 PM,37.3,60.5,0.0
May,23-May,8 PM,35.7,64.7,0.0
May,23-May,9 PM,34.7,68.3,0.0
May,23-May,10 PM,34.1,70.9,0.0
May,23-May,11 PM,33.5,71.7,0.0
May,24-May,12 AM,33.1,73.7,0.0
May,24-May,1 AM,32.9,74.2,0.0
May,24-May,2 AM,32.4,76.1,0.0
May,24-May,3 AM,32.5,76.4,0.0
May,24-May,7 AM,32.9,80.6,0.0
May,24-May,8 AM,36.5,68.8,0.0
May,24-May,9 AM,40.3,59.1,0.1
May,24-May,10 AM,41.6,54.1,0.3
May,24-May,11 AM,41.7,53.2,0.4
May,24-May,12 PM,42.4,51.1,0.4
May,24-May,1 PM,42.0,51.9,0.9
May,24-May,2 PM,42.7,51.1,0.9
May,24-May,3 PM,42.9,51.0,0.6
May,24-May,4 PM,40.9,55.3,0.8
May,24-May,5 PM,41.8,53.5,0.2
May,24-May,6 PM,39.9,57.3,0.0
May,24-May,7 PM,36.4,65.4,0.7
May,24-May,8 PM,33.6,72.2,0.1
May,24-May,9 PM,33.0,72.9,0.0
May,24-May,10 PM,32.5,75.5,0.0
May,24-May,11 PM,32.1,77.5,0.0
May,25-May,12 AM,31.8,78.8,0.0
May,25-May,1 AM,31.8,78.5,0.0
May,25-May,2 AM,31.7,78.2,0.0
May,25-May,3 AM,31.5,78.5,0.0
May,25-May,7 AM,34.6,72.9,0.2
May,25-May,8 AM,38.3,60.8,0.1
May,25-May,9 AM,43.4,49.5,0.1
May,25-May,10 AM,42.8,49.5,0.1
May,25-May,11 AM,41.9,49.8,0.7
May,25-May,12 PM,42.0,49.4,0.7
May,25-May,1 PM,43.2,47.5,0.8
May,25-May,2 PM,44.4,45.5,0.4
May,25-May,3 PM,44.3,45.3,0.5
May,25-May,4 PM,44.5,46.1,0.3
May,25-May,5 PM,43.7,46.5,0.1
May,25-May,6 PM,41.4,54.0,0.0
May,25-May,7 PM,38.7,60.0,0.0
May,25-May,8 PM,36.1,65.2,0.1
May,25-May,9 PM,34.3,68.5,0.2
May,25-May,10 PM,31.3,74.7,0.2
May,25-May,11 PM,30.7,77.4,0.0
May,26-May,12 AM,30.7,77.1,0.0
May,26-May,1 AM,30.6,78.0,0.0
May,26-May,2 AM,30.4,79.5,0.0
May,26-May,7 AM,32.7,82.7,0.0
May,26-May,8 AM,37.9,65.6,0.0
May,26-May,9 AM,40.1,59.0,0.0
May,26-May,10 AM,43.6,51.7,0.1
May,26-May,11 AM,41.7,54.5,0.2
May,26-May,12 PM,42.3,52.6,0.2
May,26-May,1 PM,42.4,50.5,0.4
May,26-May,2 PM,41.7,52.7,0.3
May,26-May,3 PM,41.9,53.8,0.1
May,26-May,4 PM,42.7,53.0,0.0
May,26-May,5 PM,41.5,55.9,0.0
May,26-May,6 PM,39.1,61.0,0.0
May,26-May,7 PM,36.4,66.8,0.1
May,26-May,8 PM,35.1,69.3,0.0
May,26-May,9 PM,34.4,71.6,0.0
May,26-May,10 PM,33.6,74.2,0.0
May,26-May,11 PM,32.9,76.6,0.0
May,27-May,12 AM,32.2,77.9,0.0
May,27-May,1 AM,31.7,79.2,0.0
May,27-May,2 AM,31.5,80.5,0.0
May,27-May,3 AM,31.2,81.6,0.0
May,27-May,4 AM,31.0,81.4,0.0
May,27-May,8 AM,36.6,66.3,0.2
