Months,Days,date time,Average of temp,Average of humid,Average of wind speed
May,27-May,9 AM,42.5,52.4,0.3
May,27-May,10 AM,44.6,47.9,0.9
May,27-May,11 AM,44.6,47.6,0.7
May,27-May,12 PM,43.5,48.4,1.1
May,27-May,1 PM,43.7,47.8,1.0
May,27-May,2 PM,42.9,50.7,0.8
May,27-May,3 PM,39.2,58.7,0.8
May,27-May,4 PM,37.9,58.2,0.1
May,27-May,5 PM,38.6,59.3,0.0
May,27-May,6 PM,37.4,62.6,0.0
May,27-May,7 PM,35.3,66.0,0.0
May,27-May,8 PM,33.9,71.4,0.0
May,27-May,9 PM,32.9,74.4,0.0
May,27-May,10 PM,32.6,75.5,0.0
May,27-May,11 PM,32.0,77.2,0.0
May,28-May,12 AM,31.6,78.8,0.0
May,28-May,1 AM,31.5,77.7,0.0
May,28-May,2 AM,31.4,78.9,0.0
May,28-May,3 AM,31.2,79.9,0.0
May,28-May,4 AM,31.2,80.4,0.0
May,28-May,5 AM,30.9,80.3,0.0
May,28-May,7 AM,36.6,72.9,0.0
May,28-May,8 AM,40.1,61.3,0.0
May,28-May,9 AM,44.3,50.5,0.1
May,28-May,10 AM,46.9,45.8,0.2
May,28-May,11 AM,45.3,46.1,0.2
May,28-May,12 PM,44.5,46.0,0.4
May,28-May,1 PM,45.0,46.0,0.2
May,28-May,2 PM,45.0,48.2,0.3
May,28-May,3 PM,44.6,49.6,0.2
May,28-May,4 PM,43.6,50.0,0.3
May,28-May,5 PM,40.2,56.7,0.2
May,28-May,6 PM,36.2,63.1,0.6
May,28-May,7 PM,31.6,72.8,0.1
May,28-May,8 PM,31.4,74.8,0.0
May,28-May,9 PM,31.3,76.6,0.0
May,28-May,10 PM,31.1,77.8,0.0
May,28-May,11 PM,30.6,80.4,0.1
May,29-May,12 AM,30.4,80.5,0.0
May,29-May,1 AM,30.4,80.5,0.0
May,29-May,2 AM,30.3,80.7,0.0
May,29-May,3 AM,30.4,80.0,0.0
May,29-May,7 AM,30.7,88.5,0.0
May,29-May,8 AM,38.2,66.6,0.0
May,29-May,9 AM,45.0,49.0,0.1
May,29-May,10 AM,46.0,45.0,0.3
May,29-May,11 AM,44.6,47.3,0.2
May,29-May,12 PM,44.1,48.1,0.1
May,29-May,1 PM,44.6,46.2,0.4
May,29-May,2 PM,44.5,47.2,0.2
May,29-May,3 PM,45.3,44.1,0.4
May,29-May,4 PM,45.3,43.6,0.2
May,29-May,5 PM,43.3,49.1,0.2
May,29-May,6 PM,39.6,56.6,0.1
May,29-May,7 PM,37.9,60.6,0.0
May,29-May,8 PM,36.5,65.2,0.0
May,29-May,9 PM,35.9,66.7,0.0
May,29-May,10 PM,35.4,67.4,0.0
May,29-May,11 PM,34.7,70.4,0.0
May,30-May,12 AM,33.7,73.1,0.0
May,30-May,1 AM,33.1,75.2,0.0
May,30-May,2 AM,32.8,75.9,0.0
May,30-May,3 AM,32.2,78.1,0.0
May,30-May,4 AM,31.6,80.1,0.0
May,30-May,5 AM,31.4,80.2,0.0
May,30-May,6 AM,32.1,78.7,0.0
May,30-May,7 AM,36.6,64.3,0.0
May,30-May,8 AM,39.0,55.1,0.1
May,30-May,9 AM,43.9,45.9,0.3
May,30-May,10 AM,47.7,41.1,0.3
May,30-May,11 AM,45.7,43.4,0.5
May,30-May,12 PM,44.8,44.3,0.6
May,30-May,1 PM,45.8,43.1,0.2
May,30-May,2 PM,45.5,43.8,0.4
May,30-May,3 PM,43.9,46.8,0.6
May,30-May,4 PM,44.2,45.9,0.2
May,30-May,5 PM,42.7,48.6,0.0
May,30-May,6 PM,40.6,53.4,0.0
May,30-May,7 PM,38.2,58.2,0.0
May,30-May,8 PM,36.1,63.9,0.1
May,30-May,9 PM,35.1,66.5,0.0
May,30-May,10 PM,34.3,68.7,0.0
May,30-May,11 PM,33.9,70.0,0.0
Jun,1-Jun,12 AM,31.7,78.1,0.0
Jun,1-Jun,1 AM,31.8,77.7,0.0
Jun,1-Jun,2 AM,31.8,78.4,0.0
Jun,1-Jun,3 AM,32.1,78.4,0.0
Jun,1-Jun,4 AM,32.0,79.5,0.0
Jun,1-Jun,5 AM,31.7,80.0,0.0
Jun,1-Jun,8 AM,39.7,63.4,0.1
Jun,1-Jun,9 AM,43.9,54.0,0.0
Jun,1-Jun,10 AM,48.0,45.9,0.0
Jun,1-Jun,11 AM,48.0,44.5,0.0
Jun,1-Jun,12 PM,46.5,45.6,0.2
Jun,1-Jun,1 PM,45.1,47.0,0.2
Jun,1-Jun,2 PM,45.2,46.5,0.0
Jun,1-Jun,3 PM,44.2,49.8,0.0
Jun,1-Jun,4 PM,42.0,54.6,0.0
Jun,1-Jun,5 PM,40.5,58.0,0.0
Jun,1-Jun,6 PM,38.2,62.6,0.0
Jun,1-Jun,7 PM,36.4,65.8,0.0
Jun,1-Jun,8 PM,35.4,68.3,0.0
Jun,1-Jun,9 PM,34.2,72.1,0.0
Jun,1-Jun,10 PM,33.7,72.5,0.0
Jun,1-Jun,11 PM,33.3,73.6,0.0
Jun,2-Jun,12 AM,33.0,75.3,0.0
Jun,2-Jun,1 AM,32.9,76.0,0.0
Jun,2-Jun,2 AM,32.7,76.1,0.0
Jun,2-Jun,3 AM,32.3,76.9,0.0
Jun,2-Jun,4 AM,31.9,78.1,0.0
Jun,2-Jun,5 AM,31.7,79.8,0.0
Jun,2-Jun,6 AM,32.1,79.8,0.0
Jun,2-Jun,7 AM,35.5,72.4,0.0
Jun,2-Jun,8 AM,39.1,63.6,0.0
Jun,2-Jun,9 AM,43.6,53.2,0.1
Jun,2-Jun,10 AM,45.1,47.5,0.1
Jun,2-Jun,11 AM,44.9,46.8,0.1
Jun,2-Jun,12 PM,45.4,44.6,0.1
Jun,2-Jun,1 PM,45.9,43.6,0.2
Jun,2-Jun,2 PM,46.2,43.0,0.1
Jun,2-Jun,3 PM,46.6,43.2,0.1
Jun,2-Jun,4 PM,45.1,46.8,0.2
Jun,2-Jun,5 PM,42.4,50.9,0.3
Jun,2-Jun,6 PM,39.9,54.0,0.0
Jun,2-Jun,7 PM,38.3,58.5,0.0
Jun,2-Jun,8 PM,37.6,60.7,0.0
Jun,3-Jun,7 AM,35.5,73.8,0.2
Jun,3-Jun,8 AM,39.1,63.1,0.0
Jun,3-Jun,9 AM,41.5,56.7,0.1
Jun,3-Jun,10 AM,41.6,55.1,0.1
Jun,3-Jun,11 AM,42.6,52.7,0.0
Jun,3-Jun,12 PM,39.5,55.7,0.6
Jun,3-Jun,1 PM,36.8,62.2,0.1
Jun,3-Jun,2 PM,36.8,62.9,0.1
Jun,3-Jun,3 PM,41.3,55.3,0.2
Jun,3-Jun,4 PM,43.2,50.9,0.1
Jun,3-Jun,5 PM,41.1,54.9,0.1
Jun,3-Jun,6 PM,38.1,61.2,0.0
Jun,3-Jun,7 PM,36.3,65.3,0.0
Jun,3-Jun,8 PM,35.2,68.6,0.0
Jun,3-Jun,9 PM,34.4,71.5,0.0
Jun,3-Jun,10 PM,34.2,71.8,0.0
Jun,3-Jun,11 PM,33.9,73.7,0.0
Jun,4-Jun,12 AM,28.3,94.6,0.1
Jun,5-Jun,9 AM,45.4,51.0,0.0
Jun,5-Jun,10 AM,44.2,49.7,0.0
Jun,5-Jun,11 AM,44.1,49.2,0.1
Jun,5-Jun,12 PM,44.6,48.1,0.1
Jun,5-Jun,1 PM,45.2,46.6,0.2
Jun,5-Jun,2 PM,45.3,45.6,0.2
Jun,5-Jun,3 PM,44.4,47.9,0.0
Jun,5-Jun,4 PM,44.9,46.5,0.1
Jun,5-Jun,5 PM,43.8,48.5,0.4
Jun,5-Jun,6 PM,37.3,57.4,0.4
Jun,5-Jun,7 PM,35.5,61.7,0.0
Jun,5-Jun,8 PM,34.7,65.7,0.0
Jun,5-Jun,9 PM,34.0,68.8,0.1
Jun,5-Jun,10 PM,30.2,80.3,2.0
Jun,5-Jun,11 PM,30.2,78.7,0.2
Jun,6-Jun,12 AM,30.0,81.9,0.4
Jun,6-Jun,1 AM,29.9,80.9,0.4
Jun,6-Jun,2 AM,30.2,79.8,0.0
Jun,6-Jun,3 AM,30.1,80.6,0.0
Jun,6-Jun,4 AM,30.0,80.5,0.0
Jun,6-Jun,8 AM,34.8,71.7,0.0
Jun,6-Jun,9 AM,40.2,58.0,0.4
Jun,6-Jun,10 AM,45.6,46.9,0.5
Jun,6-Jun,11 AM,46.0,45.8,0.5
Jun,6-Jun,12 PM,43.6,45.9,1.2
Jun,6-Jun,1 PM,42.6,46.9,1.1
Jun,6-Jun,2 PM,42.9,46.3,0.8
Jun,6-Jun,3 PM,42.9,46.7,1.2
Jun,6-Jun,4 PM,41.6,48.1,1.3
Jun,6-Jun,5 PM,40.9,48.8,1.1
Jun,6-Jun,6 PM,39.3,52.4,0.2
Jun,6-Jun,7 PM,37.4,58.2,0.0
Jun,6-Jun,8 PM,34.9,63.2,0.5
Jun,6-Jun,9 PM,33.6,66.8,0.0
Jun,6-Jun,10 PM,33.1,68.9,0.0
Jun,6-Jun,11 PM,32.4,71.1,0.0
Jun,7-Jun,12 AM,31.5,74.6,0.0
Jun,7-Jun,1 AM,31.0,76.5,0.0
Jun,7-Jun,2 AM,30.8,77.3,0.0
Jun,7-Jun,3 AM,30.5,78.1,0.0
Jun,7-Jun,4 AM,30.2,78.4,0.0
Jun,7-Jun,11 AM,48.3,40.6,1.5
Jun,7-Jun,12 PM,48.4,41.0,0.4
Jun,7-Jun,1 PM,46.4,42.2,0.8
Jun,7-Jun,2 PM,44.9,42.9,1.3
Jun,7-Jun,3 PM,43.3,44.8,1.9
Jun,8-Jun,5 PM,39.7,51.7,0.8
Jun,8-Jun,6 PM,37.0,55.7,0.0
Jun,9-Jun,9 AM,42.3,54.5,0.0
Jun,9-Jun,10 AM,41.0,56.3,0.0
Jun,9-Jun,11 AM,45.6,46.3,0.0
Jun,9-Jun,2 PM,47.5,43.0,0.0
Jun,9-Jun,3 PM,47.3,42.4,0.0
Jun,9-Jun,4 PM,47.8,41.8,0.1
Jun,9-Jun,5 PM,42.3,50.7,0.0
Jun,10-Jun,6 AM,30.5,88.2,0.0
Jun,10-Jun,7 AM,33.7,79.8,0.0
Jun,10-Jun,8 AM,41.9,60.7,0.0
Jun,10-Jun,11 AM,44.2,47.4,0.6
Jun,10-Jun,12 PM,44.5,45.8,0.9
Jun,10-Jun,1 PM,43.6,47.2,0.0
Jun,10-Jun,4 PM,48.2,40.7,0.2
Jun,10-Jun,5 PM,35.8,58.9,1.4
Jun,10-Jun,6 PM,36.9,57.3,0.9
Jun,11-Jun,1 PM,44.8,44.6,1.7
Jun,11-Jun,2 PM,44.7,44.6,1.1
Jun,11-Jun,3 PM,45.1,43.7,0.9
Jun,13-Jun,7 AM,39.3,63.0,0.0
Jun,13-Jun,8 AM,43.2,54.1,0.0
Jun,13-Jun,9 AM,46.6,48.1,0.0
Jun,13-Jun,10 AM,47.1,45.1,0.0
Jun,13-Jun,11 AM,45.9,45.9,0.4
Jun,13-Jun,12 PM,45.7,45.7,0.2
Jun,14-Jun,6 AM,31.3,85.4,0.0
Jun,14-Jun,7 AM,35.5,73.3,0.0
Jun,14-Jun,8 AM,41.2,58.9,0.0
Jun,14-Jun,9 AM,44.7,51.1,0.0
Jun,14-Jun,10 AM,45.9,46.3,0.0
Jun,14-Jun,11 AM,45.3,46.5,0.0
Jun,15-Jun,2 PM,36.6,59.3,1.4
Jun,15-Jun,3 PM,30.8,77.6,0.0
Jun,15-Jun,4 PM,34.0,69.8,0.1
Jun,15-Jun,5 PM,35.2,66.9,0.1
Jun,15-Jun,6 PM,35.1,67.0,0.0
Jun,16-Jun,6 AM,30.1,89.4,0.0
Jun,16-Jun,7 AM,35.9,74.4,0.0
Jun,16-Jun,8 AM,42.4,56.8,0.1
Jun,16-Jun,9 AM,44.0,52.7,0.1
Jun,16-Jun,10 AM,43.4,50.3,0.0
Jun,16-Jun,12 PM,43.8,47.3,0.1
Jun,16-Jun,2 PM,45.4,45.1,0.6
Jun,16-Jun,3 PM,46.2,43.4,0.3
Jun,16-Jun,4 PM,45.5,43.0,0.2
Jun,16-Jun,5 PM,45.1,43.3,0.2
Jun,17-Jun,9 AM,46.3,48.3,0.1
Jun,17-Jun,10 AM,45.2,50.0,0.0
Jun,17-Jun,12 PM,44.1,49.9,0.0
Jun,17-Jun,2 PM,46.9,43.6,0.1
Jun,18-Jun,12 PM,42.5,55.0,0.7
Jun,19-Jun,6 AM,29.7,89.3,0.5
Jun,19-Jun,7 AM,34.6,77.9,0.2
Jun,19-Jun,8 AM,40.6,63.6,0.3
Jun,19-Jun,10 AM,42.8,54.7,0.0
Jun,20-Jun,7 AM,33.5,76.7,0.5
Jun,20-Jun,8 AM,36.8,66.3,0.5
Jun,20-Jun,9 AM,42.2,52.2,0.3
Jun,21-Jun,6 AM,24.0,100.0,0.4
Jun,21-Jun,9 AM,44.3,47.5,0.3
Jun,21-Jun,10 AM,43.4,49.1,0.8
Jun,21-Jun,11 AM,45.7,50.2,1.0
Jun,21-Jun,12 PM,42.2,50.9,0.5
Jun,21-Jun,2 PM,44.6,45.1,0.8
Jun,21-Jun,3 PM,45.1,45.0,0.1
Jun,22-Jun,6 AM,28.9,91.7,0.1
Jun,22-Jun,7 AM,33.1,79.0,0.2
Jun,22-Jun,8 AM,38.4,64.1,0.0
Jun,22-Jun,9 AM,43.0,54.2,0.0
Jun,22-Jun,12 PM,43.4,49.9,0.1
Jun,22-Jun,1 PM,44.7,48.0,0.3
Jun,22-Jun,2 PM,45.6,46.2,0.2
Jun,22-Jun,3 PM,43.5,48.9,0.8
Jun,22-Jun,4 PM,42.4,52.3,1.6
Jun,22-Jun,5 PM,43.2,52.7,1.5
Jun,22-Jun,6 PM,39.6,60.0,1.4
Jun,22-Jun,7 PM,36.8,64.6,1.3
Jun,22-Jun,8 PM,35.2,68.8,1.4
Jun,22-Jun,9 PM,34.5,71.1,1.4
Jun,22-Jun,10 PM,33.9,72.4,1.4
Jun,22-Jun,11 PM,33.2,73.3,1.4
Jun,23-Jun,12 AM,32.9,73.9,1.2
Jun,23-Jun,1 AM,32.7,75.2,1.1
Jun,23-Jun,2 AM,32.1,77.0,1.0
Jun,23-Jun,3 AM,31.9,78.1,1.3
Jun,23-Jun,4 AM,32.1,77.9,0.8
Jun,23-Jun,5 AM,32.2,77.5,0.6
Jun,23-Jun,6 AM,32.5,77.8,0.5
Jun,23-Jun,7 AM,34.6,73.6,0.6
Jun,23-Jun,8 AM,37.3,65.9,0.8
Jun,23-Jun,9 AM,35.7,66.4,1.7
Jun,23-Jun,10 AM,32.4,75.9,1.5
Jun,23-Jun,11 AM,34.8,70.3,1.3
Jun,23-Jun,12 PM,38.1,61.8,0.8
Jun,23-Jun,1 PM,40.2,56.4,1.8
Jun,23-Jun,2 PM,40.6,56.5,1.6
Jun,23-Jun,3 PM,41.2,55.2,1.7
Jun,23-Jun,4 PM,39.8,58.5,1.6
Jun,23-Jun,5 PM,37.8,64.3,1.1
Jun,23-Jun,6 PM,36.5,67.0,1.2
Jun,23-Jun,7 PM,35.0,70.9,1.0
Jun,23-Jun,8 PM,34.0,74.2,0.9
Jun,23-Jun,9 PM,33.6,74.9,0.5
Jun,23-Jun,10 PM,33.3,74.9,0.7
Jun,23-Jun,11 PM,33.2,75.8,0.7
Jun,24-Jun,12 AM,32.7,77.7,0.7
Jun,24-Jun,1 AM,32.6,78.4,0.7
Jun,24-Jun,2 AM,32.1,79.3,0.6
Jun,24-Jun,3 AM,31.9,79.5,0.5
Jun,24-Jun,4 AM,31.7,79.6,0.7
Jun,24-Jun,5 AM,31.5,80.6,0.9
Jun,24-Jun,6 AM,32.0,80.5,0.9
Jun,24-Jun,7 AM,33.4,78.7,0.8
Jun,24-Jun,8 AM,38.7,64.4,1.0
Jun,24-Jun,9 AM,42.1,54.9,1.6
Jun,24-Jun,10 AM,42.4,52.0,1.8
Jun,24-Jun,11 AM,42.5,52.0,1.8
Jun,24-Jun,12 PM,41.2,55.2,1.8
Jun,24-Jun,1 PM,41.2,55.4,1.8
Jun,24-Jun,2 PM,41.1,55.6,1.9
Jun,24-Jun,3 PM,38.8,60.5,1.8
Jun,24-Jun,4 PM,36.8,64.7,1.9
Jun,24-Jun,5 PM,35.4,66.9,1.8
Jun,24-Jun,6 PM,34.4,68.3,1.7
Jun,24-Jun,7 PM,34.2,68.2,1.5
Jun,24-Jun,8 PM,33.7,68.9,1.7
Jun,24-Jun,9 PM,32.3,69.4,1.6
Jun,24-Jun,10 PM,31.3,74.1,1.2
Jun,24-Jun,11 PM,31.1,75.7,1.1
Jun,25-Jun,12 AM,30.8,76.5,1.1
Jun,25-Jun,1 AM,30.5,77.4,1.0
Jun,25-Jun,2 AM,30.2,77.9,1.0
Jun,25-Jun,3 AM,30.0,78.3,1.0
Jun,25-Jun,4 AM,29.8,79.5,1.0
Jun,25-Jun,5 AM,29.4,80.6,0.9
Jun,25-Jun,6 AM,30.1,79.9,0.8
Jun,25-Jun,7 AM,33.6,72.8,1.0
Jun,25-Jun,8 AM,38.3,61.8,1.3
Jun,25-Jun,9 AM,41.3,54.0,1.6
Jun,25-Jun,10 AM,41.4,52.0,1.7
Jun,25-Jun,11 AM,41.1,52.4,1.8
Jun,25-Jun,12 PM,42.1,49.0,1.9
Jun,25-Jun,1 PM,43.1,46.3,1.9
Jun,25-Jun,2 PM,45.0,44.3,1.9
Jun,25-Jun,3 PM,45.3,43.4,1.9
Jun,25-Jun,4 PM,43.4,46.4,2.0
Jun,25-Jun,5 PM,38.6,58.3,2.0
Jun,25-Jun,6 PM,37.5,60.7,1.8
Jun,25-Jun,7 PM,36.3,64.1,1.7
Jun,25-Jun,8 PM,35.1,67.7,1.5
Jun,25-Jun,9 PM,34.6,69.4,1.4
Jun,25-Jun,10 PM,34.3,70.2,1.4
Jun,25-Jun,11 PM,33.8,71.0,1.3
Jun,26-Jun,12 AM,33.4,72.3,1.2
Jun,26-Jun,1 AM,32.7,74.2,1.1
Jun,26-Jun,2 AM,32.4,74.8,1.1
Jun,26-Jun,3 AM,32.3,75.4,1.0
Jun,26-Jun,4 AM,32.2,76.1,1.0
Jun,26-Jun,5 AM,32.0,76.8,1.0
Jun,26-Jun,6 AM,32.5,76.5,1.0
Jun,26-Jun,7 AM,36.0,69.0,1.3
Jun,26-Jun,8 AM,38.4,62.0,1.6
Jun,26-Jun,9 AM,38.9,60.3,1.6
Jun,26-Jun,10 AM,40.9,56.1,1.6
Jun,26-Jun,11 AM,42.3,51.1,1.8
Jun,26-Jun,12 PM,42.5,50.0,1.9
Jun,26-Jun,1 PM,43.9,47.3,1.9
Jun,26-Jun,2 PM,41.0,50.6,2.3
Jun,26-Jun,3 PM,37.4,61.6,1.8
Jun,26-Jun,4 PM,37.3,61.3,1.8
Jun,26-Jun,5 PM,37.4,61.1,1.7
Jun,26-Jun,6 PM,36.3,64.3,1.5
Jun,26-Jun,7 PM,35.0,67.7,1.4
Jun,26-Jun,8 PM,34.2,70.4,1.3
Jun,26-Jun,9 PM,33.9,72.3,1.2
Jun,26-Jun,10 PM,33.0,74.9,1.2
Jun,26-Jun,11 PM,32.7,74.3,1.1
Jun,27-Jun,12 AM,32.1,76.2,1.1
Jun,27-Jun,1 AM,31.7,76.9,1.1
Jun,27-Jun,2 AM,31.8,77.5,1.0
Jun,27-Jun,3 AM,31.7,77.5,1.0
Jun,27-Jun,4 AM,31.7,77.7,1.0
Jun,27-Jun,5 AM,31.9,77.9,0.9
Jun,27-Jun,6 AM,32.6,76.8,1.0
Jun,27-Jun,7 AM,37.0,66.6,1.4
Jun,27-Jun,8 AM,39.8,59.6,1.5
Jun,27-Jun,9 AM,42.0,54.4,1.6
Jun,27-Jun,10 AM,41.6,52.8,1.9
Jun,27-Jun,11 AM,42.0,51.9,2.0
Jun,27-Jun,12 PM,42.5,50.3,2.0
Jun,27-Jun,1 PM,39.3,56.1,2.6
Jun,27-Jun,2 PM,34.0,68.2,1.7
Jun,27-Jun,3 PM,33.7,70.1,1.5
Jun,27-Jun,4 PM,36.1,65.6,1.5
Jun,27-Jun,5 PM,35.9,64.9,1.6
Jun,27-Jun,6 PM,34.4,69.6,1.5
Jun,27-Jun,7 PM,33.0,74.9,1.3
Jun,27-Jun,8 PM,32.2,76.9,1.2
Jun,27-Jun,9 PM,31.7,77.8,1.2
Jun,27-Jun,10 PM,31.3,77.9,1.2
Jun,27-Jun,11 PM,30.9,78.0,1.2
Jun,28-Jun,12 AM,30.5,78.5,1.1
Jun,28-Jun,1 AM,30.2,79.1,1.1
Jun,28-Jun,2 AM,30.4,79.1,1.0
Jun,28-Jun,3 AM,30.9,78.6,1.0
Jun,28-Jun,4 AM,30.6,79.3,1.0
Jun,28-Jun,5 AM,30.4,79.8,0.9
Jun,28-Jun,6 AM,31.3,79.0,0.9
Jun,28-Jun,7 AM,35.2,72.1,1.1
Jun,28-Jun,8 AM,37.6,66.3,1.2
Jun,28-Jun,9 AM,39.4,61.1,1.5
Jun,28-Jun,10 AM,40.7,58.6,1.7
Jun,28-Jun,11 AM,40.8,56.7,1.8
Jun,28-Jun,12 PM,41.7,54.0,1.9
Jun,28-Jun,1 PM,42.5,52.4,1.9
Jun,28-Jun,2 PM,43.3,50.3,2.1
Jun,28-Jun,3 PM,44.4,48.1,2.0
Jun,28-Jun,4 PM,45.3,46.6,2.0
Jun,28-Jun,5 PM,42.9,49.6,2.1
Jun,28-Jun,6 PM,39.3,55.0,2.4
Jun,28-Jun,7 PM,34.5,61.4,2.2
Jun,28-Jun,8 PM,34.1,64.6,1.9
Jun,28-Jun,9 PM,33.2,68.9,1.7
Jun,28-Jun,10 PM,32.7,70.4,1.6
Jun,28-Jun,11 PM,31.9,73.4,1.4
Jun,29-Jun,12 AM,31.3,75.3,1.3
Jun,29-Jun,1 AM,30.9,76.6,1.1
Jun,29-Jun,2 AM,30.6,78.1,1.1
Jun,29-Jun,3 AM,30.5,78.2,1.1
Jun,29-Jun,4 AM,30.7,78.3,1.1
Jun,29-Jun,5 AM,30.9,78.5,1.0
Jun,29-Jun,6 AM,31.6,77.6,1.0
Jun,29-Jun,7 AM,35.2,71.0,1.1
Jun,29-Jun,8 AM,40.1,59.3,1.5
Jun,29-Jun,9 AM,41.1,54.9,1.9
Jun,29-Jun,10 AM,41.0,54.1,2.2
Jun,29-Jun,11 AM,41.1,53.9,2.2
Jun,29-Jun,12 PM,41.8,51.8,2.3
Jun,29-Jun,1 PM,43.0,50.0,2.1
Jun,29-Jun,2 PM,44.5,47.3,2.0
Jun,29-Jun,3 PM,45.4,45.8,2.0
Jun,29-Jun,4 PM,44.5,47.5,1.9
Jun,29-Jun,5 PM,42.3,52.3,1.9
Jun,29-Jun,6 PM,39.6,57.2,2.0
Jun,29-Jun,7 PM,37.5,60.4,1.9
Jun,29-Jun,8 PM,36.5,63.7,1.8
Jun,29-Jun,9 PM,35.2,63.9,1.8
Jun,29-Jun,10 PM,34.4,63.9,1.8
Jun,29-Jun,11 PM,34.0,66.9,1.8
Jul,1-Jul,12 AM,30.7,80.5,0.2
Jul,1-Jul,1 AM,30.8,80.3,0.0
Jul,1-Jul,2 AM,30.7,81.1,0.0
Jul,1-Jul,3 AM,30.7,81.3,0.0
Jul,1-Jul,4 AM,30.6,81.8,0.0
Jul,1-Jul,5 AM,30.4,82.3,0.0
Jul,1-Jul,6 AM,30.6,82.4,0.0
Jul,1-Jul,7 AM,31.8,80.1,0.0
Jul,1-Jul,8 AM,34.1,74.8,0.1
Jul,1-Jul,9 AM,38.3,63.8,0.4
Jul,1-Jul,10 AM,38.8,61.3,0.7
Jul,1-Jul,11 AM,39.6,58.2,0.9
Jul,1-Jul,12 PM,41.3,54.5,1.2
Jul,1-Jul,1 PM,42.3,50.8,1.6
Jul,1-Jul,2 PM,42.7,49.6,1.6
Jul,1-Jul,3 PM,44.1,46.1,1.8
Jul,1-Jul,4 PM,43.0,46.0,1.8
Jul,1-Jul,5 PM,41.1,52.5,1.5
Jul,1-Jul,6 PM,38.3,60.9,1.4
Jul,1-Jul,7 PM,36.8,63.8,1.3
Jul,1-Jul,8 PM,34.6,69.7,1.9
Jul,1-Jul,9 PM,30.4,78.9,0.5
Jul,1-Jul,10 PM,30.8,78.7,0.1
Jul,1-Jul,11 PM,31.1,78.0,0.1
Jul,2-Jul,12 AM,31.3,78.2,0.1
Jul,2-Jul,1 AM,31.3,78.6,0.0
Jul,2-Jul,2 AM,31.5,79.2,0.0
Jul,2-Jul,3 AM,31.3,80.0,0.0
Jul,2-Jul,4 AM,31.3,81.1,0.0
Jul,2-Jul,5 AM,31.8,80.6,0.0
Jul,2-Jul,6 AM,32.1,80.8,0.0
Jul,2-Jul,7 AM,33.9,77.2,0.1
Jul,2-Jul,8 AM,37.4,66.2,0.7
Jul,2-Jul,9 AM,38.7,61.9,1.0
Jul,2-Jul,10 AM,40.0,58.0,1.2
Jul,2-Jul,11 AM,40.5,56.6,1.5
Jul,2-Jul,12 PM,40.6,55.9,1.7
Jul,2-Jul,1 PM,39.3,58.7,1.4
Jul,2-Jul,2 PM,38.9,59.6,1.3
Jul,2-Jul,3 PM,39.3,59.7,1.4
Jul,2-Jul,4 PM,40.2,56.9,1.7
Jul,2-Jul,5 PM,39.3,57.6,1.6
Jul,2-Jul,6 PM,37.1,63.9,1.3
Jul,2-Jul,7 PM,35.5,68.2,1.6
Jul,2-Jul,8 PM,32.9,72.0,1.7
Jul,2-Jul,9 PM,30.7,77.1,1.0
Jul,2-Jul,10 PM,30.3,79.0,0.6
Jul,2-Jul,11 PM,30.3,80.5,0.5
Jul,3-Jul,12 AM,30.5,80.5,0.5
Jul,3-Jul,1 AM,30.6,81.2,0.5
Jul,3-Jul,2 AM,30.6,81.1,0.5
Jul,3-Jul,3 AM,30.7,81.0,0.6
Jul,3-Jul,4 AM,30.4,81.8,0.6
Jul,3-Jul,5 AM,30.4,82.2,0.6
Jul,3-Jul,6 AM,30.8,80.9,0.6
Jul,3-Jul,7 AM,32.0,80.0,0.6
Jul,3-Jul,8 AM,33.9,76.0,0.7
Jul,3-Jul,9 AM,36.1,70.0,0.8
Jul,3-Jul,10 AM,38.9,62.1,1.0
Jul,3-Jul,11 AM,41.2,55.6,1.3
Jul,3-Jul,12 PM,39.7,58.6,1.4
Jul,3-Jul,1 PM,32.9,76.0,1.0
Jul,3-Jul,2 PM,31.8,79.5,0.9
Jul,3-Jul,3 PM,32.1,80.3,0.7
Jul,3-Jul,4 PM,32.4,80.1,0.8
Jul,3-Jul,5 PM,30.6,81.7,0.8
Jul,3-Jul,6 PM,30.3,82.0,0.6
Jul,3-Jul,7 PM,30.3,82.6,0.5
Jul,3-Jul,8 PM,30.5,82.6,0.5
Jul,3-Jul,9 PM,30.4,83.3,0.4
Jul,3-Jul,10 PM,30.1,83.4,0.4
Jul,3-Jul,11 PM,30.1,83.4,0.4
Jul,4-Jul,12 AM,30.2,83.8,0.3
Jul,4-Jul,1 AM,30.3,83.4,0.2
Jul,4-Jul,2 AM,30.4,83.3,0.2
Jul,4-Jul,3 AM,30.5,83.6,0.1
Jul,4-Jul,4 AM,30.8,83.8,0.0
Jul,4-Jul,5 AM,30.8,83.7,0.0
Jul,4-Jul,6 AM,31.2,83.8,0.0
Jul,4-Jul,7 AM,33.3,81.1,0.0
Jul,4-Jul,8 AM,36.9,74.5,0.3
Jul,4-Jul,9 AM,38.2,68.6,0.7
Jul,4-Jul,10 AM,40.1,61.3,1.1
Jul,4-Jul,11 AM,40.0,59.0,1.2
Jul,4-Jul,12 PM,41.2,55.2,1.5
Jul,4-Jul,1 PM,42.5,52.3,1.6
Jul,4-Jul,2 PM,43.6,51.0,1.6
Jul,4-Jul,3 PM,43.2,51.2,1.8
