Months,Days,date time,Average of temp,Average of humid,Average of wind speed
Jan,5-Jan,8 AM,39.8,42.4,0.0
Jan,5-Jan,9 AM,42.1,37.8,0.0
Jan,5-Jan,10 AM,44.2,34.5,0.0
Jan,5-Jan,11 AM,45.1,32.5,0.0
Jan,5-Jan,12 PM,46.6,30.2,0.0
Jan,5-Jan,1 PM,47.1,26.4,0.1
Jan,5-Jan,2 PM,46.4,26.1,0.1
Jan,5-Jan,7 PM,37.4,44.6,0.0
Jan,5-Jan,8 PM,36.2,47.2,0.0
Jan,5-Jan,9 PM,35.4,48.6,0.0
Jan,5-Jan,10 PM,35.1,47.8,0.0
Jan,5-Jan,11 PM,34.4,49.1,0.0
Jan,6-Jan,12 AM,34.3,48.2,0.0
Jan,6-Jan,1 AM,33.3,50.3,0.0
Jan,6-Jan,2 AM,32.4,51.6,0.0
Jan,6-Jan,3 AM,31.8,51.2,0.0
Jan,6-Jan,4 AM,31.0,51.7,0.0
Jan,6-Jan,5 AM,30.9,51.4,0.0
Jan,6-Jan,6 AM,30.7,51.3,0.0
Jan,6-Jan,7 AM,32.7,48.1,0.0
Jan,6-Jan,8 AM,39.0,39.9,0.0
Jan,6-Jan,9 AM,43.4,34.7,0.0
Jan,6-Jan,10 AM,45.2,31.4,0.0
Jan,6-Jan,11 AM,44.8,29.5,0.1
Jan,6-Jan,12 PM,45.7,28.1,0.1
Jan,6-Jan,1 PM,47.8,26.2,0.0
Jan,6-Jan,2 PM,48.7,25.5,0.0
Jan,7-Jan,7 AM,34.9,44.5,0.0
Jan,7-Jan,8 AM,39.8,39.3,0.0
Jan,7-Jan,9 AM,44.4,35.4,0.0
Jan,7-Jan,10 AM,43.1,34.0,0.2
Jan,7-Jan,11 AM,42.1,35.1,0.5
Jan,7-Jan,12 PM,43.9,33.0,0.3
Jan,7-Jan,1 PM,44.5,31.7,0.3
Jan,7-Jan,11 PM,35.7,48.1,0.0
Jan,8-Jan,12 AM,35.0,48.8,0.0
Jan,8-Jan,1 AM,34.8,47.9,0.0
Jan,8-Jan,2 AM,34.1,49.1,0.0
Jan,8-Jan,3 AM,33.6,49.9,0.0
Jan,8-Jan,4 AM,33.1,50.6,0.0
Jan,8-Jan,5 AM,32.4,52.1,0.0
Jan,8-Jan,6 AM,32.3,51.1,0.0
Jan,8-Jan,7 AM,35.5,46.0,0.0
Jan,8-Jan,8 AM,39.1,42.2,0.0
Jan,9-Jan,8 AM,38.5,41.6,0.0
Jan,9-Jan,9 AM,42.8,36.3,0.0
Jan,9-Jan,10 AM,42.7,34.1,0.2
Jan,9-Jan,11 AM,42.8,32.2,0.2
Jan,9-Jan,12 PM,43.8,29.8,0.2
Jan,9-Jan,1 PM,44.7,27.4,0.4
Jan,9-Jan,2 PM,46.0,26.1,0.3
Jan,9-Jan,3 PM,45.8,25.8,0.4
Jan,9-Jan,4 PM,42.8,28.2,0.4
Jan,9-Jan,5 PM,43.1,28.7,0.0
Jan,9-Jan,6 PM,40.2,33.7,0.0
Jan,9-Jan,7 PM,38.0,39.8,0.0
Jan,9-Jan,8 PM,36.7,41.0,0.0
Jan,9-Jan,9 PM,35.7,43.2,0.0
Jan,9-Jan,10 PM,34.8,45.1,0.0
Jan,9-Jan,11 PM,33.5,46.9,0.0
Jan,10-Jan,12 AM,33.3,47.0,0.0
Jan,10-Jan,1 AM,32.3,50.0,0.0
Jan,10-Jan,2 AM,31.8,51.1,0.0
Jan,10-Jan,3 AM,31.8,50.0,0.0
Jan,10-Jan,4 AM,31.8,49.1,0.0
Jan,10-Jan,5 AM,31.0,50.5,0.0
Jan,10-Jan,6 AM,30.8,50.5,0.0
Jan,10-Jan,7 AM,33.1,47.1,0.0
Jan,10-Jan,8 AM,38.1,42.2,0.0
Jan,10-Jan,9 AM,42.3,37.1,0.0
Jan,10-Jan,10 AM,44.6,32.6,0.0
Jan,10-Jan,11 AM,44.6,28.8,0.1
Jan,10-Jan,12 PM,45.5,27.0,0.2
Jan,10-Jan,1 PM,46.4,26.5,0.2
Jan,10-Jan,2 PM,47.7,25.5,0.1
Jan,10-Jan,3 PM,48.1,25.2,0.1
Jan,10-Jan,4 PM,48.4,25.1,0.0
Jan,10-Jan,5 PM,45.3,28.0,0.0
Jan,10-Jan,6 PM,41.3,32.7,0.0
Jan,11-Jan,8 AM,39.4,42.4,0.0
Jan,11-Jan,9 AM,43.0,38.0,0.0
Jan,11-Jan,10 AM,45.0,33.8,0.0
Jan,11-Jan,11 AM,44.8,31.7,0.1
Jan,11-Jan,12 PM,44.7,30.3,0.2
Jan,11-Jan,1 PM,46.3,28.8,0.3
Jan,11-Jan,2 PM,45.3,27.5,0.3
Jan,11-Jan,3 PM,46.0,27.3,0.3
Jan,11-Jan,4 PM,43.3,28.8,0.6
Jan,11-Jan,5 PM,40.2,32.6,0.4
Jan,11-Jan,6 PM,37.8,35.2,0.4
Jan,11-Jan,7 PM,38.6,35.2,0.0
Jan,11-Jan,8 PM,37.2,38.9,0.0
Jan,11-Jan,9 PM,34.6,40.2,0.3
Jan,11-Jan,10 PM,35.9,39.2,0.1
Jan,11-Jan,11 PM,35.1,43.3,0.0
Jan,12-Jan,12 AM,34.5,43.6,0.0
Jan,12-Jan,1 AM,33.2,46.9,0.0
Jan,12-Jan,2 AM,33.0,47.6,0.0
Jan,12-Jan,3 AM,32.3,49.2,0.0
Jan,12-Jan,4 AM,32.2,49.1,0.0
Jan,12-Jan,5 AM,31.8,50.1,0.0
Jan,12-Jan,6 AM,31.8,50.6,0.0
Jan,12-Jan,7 AM,34.1,47.9,0.0
Jan,12-Jan,8 AM,37.2,44.8,0.2
Jan,12-Jan,9 AM,35.3,45.2,0.9
Jan,12-Jan,10 AM,36.7,45.1,1.5
Jan,12-Jan,11 AM,37.9,43.5,1.3
Jan,12-Jan,12 PM,38.3,42.5,1.4
Jan,12-Jan,1 PM,39.9,38.5,1.1
Jan,12-Jan,2 PM,41.2,35.5,0.8
Jan,12-Jan,3 PM,41.5,34.1,0.5
Jan,12-Jan,4 PM,42.2,33.2,0.3
Jan,12-Jan,5 PM,39.4,37.2,0.2
Jan,12-Jan,6 PM,36.8,41.3,0.1
Jan,12-Jan,7 PM,37.1,41.2,0.1
Jan,12-Jan,8 PM,37.7,39.5,0.0
Jan,12-Jan,9 PM,37.5,39.5,0.0
Jan,12-Jan,10 PM,36.5,41.3,0.0
Jan,12-Jan,11 PM,35.0,43.8,0.0
Jan,13-Jan,12 AM,34.8,44.8,0.0
Jan,13-Jan,1 AM,34.8,45.5,0.0
Jan,13-Jan,2 AM,33.9,49.0,0.0
Jan,13-Jan,3 AM,32.4,51.6,0.0
Jan,13-Jan,4 AM,32.0,52.2,0.0
Jan,13-Jan,5 AM,31.6,52.4,0.0
Jan,13-Jan,6 AM,31.6,52.2,0.0
Jan,13-Jan,7 AM,33.5,49.9,0.0
Jan,13-Jan,8 AM,38.9,42.1,0.0
Jan,13-Jan,9 AM,41.1,38.0,0.0
Jan,13-Jan,11 AM,42.5,31.1,0.5
Jan,13-Jan,12 PM,43.7,29.3,0.4
Jan,13-Jan,1 PM,46.4,26.7,0.2
Jan,13-Jan,2 PM,46.7,26.6,0.0
Jan,14-Jan,12 PM,39.1,38.4,1.1
Jan,14-Jan,1 PM,40.7,35.4,0.7
Jan,14-Jan,2 PM,41.6,34.1,0.7
Jan,14-Jan,3 PM,44.2,31.4,0.3
Jan,15-Jan,7 AM,35.0,46.7,0.0
Jan,15-Jan,8 AM,37.9,43.3,0.0
Jan,15-Jan,9 AM,43.4,34.8,0.0
Jan,15-Jan,10 AM,43.4,32.9,0.1
Jan,15-Jan,11 AM,41.4,32.8,1.0
Jan,15-Jan,12 PM,42.4,31.4,0.3
Jan,15-Jan,1 PM,44.2,29.1,0.2
Jan,15-Jan,2 PM,44.7,28.6,0.3
Jan,16-Jan,7 AM,34.6,48.1,0.0
Jan,16-Jan,8 AM,36.2,46.1,0.0
Jan,17-Jan,12 PM,47.2,28.5,0.0
Jan,17-Jan,1 PM,47.8,27.7,0.0
Jan,21-Jan,9 AM,35.5,61.0,0.0
Jan,21-Jan,10 AM,39.3,53.9,0.0
Jan,21-Jan,11 AM,41.3,47.2,0.0
Jan,21-Jan,12 PM,42.3,44.0,0.0
Jan,21-Jan,1 PM,43.5,39.5,0.1
Jan,21-Jan,2 PM,43.7,37.4,0.3
Jan,22-Jan,8 AM,36.1,54.3,0.0
Jan,22-Jan,9 AM,38.5,49.5,0.0
Jan,22-Jan,3 PM,44.5,39.0,0.0
Jan,23-Jan,1 AM,35.0,55.4,0.0
Jan,23-Jan,2 AM,34.6,56.7,0.0
Jan,23-Jan,3 AM,34.2,57.7,0.0
Jan,23-Jan,4 AM,33.8,59.3,0.0
Jan,23-Jan,7 AM,35.3,58.5,0.0
Jan,23-Jan,8 AM,37.6,53.6,0.0
Jan,23-Jan,9 AM,38.2,52.2,0.0
Jan,23-Jan,10 AM,44.2,41.6,0.0
Jan,23-Jan,11 AM,44.9,38.1,0.0
Jan,23-Jan,12 PM,44.7,36.2,0.0
Jan,23-Jan,1 PM,45.7,34.7,0.0
Jan,23-Jan,2 PM,47.4,31.0,0.0
Jan,24-Jan,7 AM,33.3,55.6,0.0
Jan,24-Jan,3 PM,49.3,26.6,0.0
Jan,25-Jan,12 AM,33.7,49.9,0.0
Jan,25-Jan,2 AM,32.3,52.5,0.0
Jan,25-Jan,7 AM,36.1,49.1,0.0
Jan,25-Jan,8 AM,37.0,47.8,0.0
Jan,26-Jan,6 AM,32.0,55.4,0.0
Jan,26-Jan,7 AM,32.7,54.6,0.0
Jan,27-Jan,8 AM,40.6,47.8,0.1
Jan,27-Jan,9 AM,44.3,42.1,0.0
Jan,27-Jan,10 AM,44.8,40.3,0.0
Jan,27-Jan,11 AM,45.2,38.9,0.0
Jan,27-Jan,12 PM,47.0,35.2,0.0
Jan,27-Jan,1 PM,48.5,32.5,0.1
Jan,27-Jan,2 PM,49.4,30.8,0.0
Jan,27-Jan,3 PM,46.8,34.7,0.4
Jan,27-Jan,4 PM,44.0,38.0,0.0
Jan,27-Jan,5 PM,41.8,42.6,0.0
Jan,27-Jan,6 PM,40.3,45.6,0.0
Jan,27-Jan,7 PM,39.6,46.3,0.0
Jan,27-Jan,8 PM,38.7,48.4,0.0
Jan,27-Jan,9 PM,37.5,51.6,0.0
Jan,27-Jan,10 PM,35.2,57.5,0.0
Jan,27-Jan,11 PM,35.5,57.1,0.0
Jan,28-Jan,12 AM,36.1,54.6,0.0
Jan,28-Jan,1 AM,35.2,56.9,0.0
Jan,28-Jan,2 AM,34.9,57.7,0.0
Jan,28-Jan,3 AM,35.0,56.5,0.0
Jan,28-Jan,4 AM,35.2,55.7,0.0
Jan,28-Jan,5 AM,35.2,55.7,0.0
Jan,28-Jan,6 AM,34.7,56.5,0.0
Jan,28-Jan,7 AM,34.9,56.8,0.0
Jan,28-Jan,8 AM,39.1,51.2,0.0
Jan,28-Jan,9 AM,42.9,46.3,0.0
Jan,28-Jan,10 AM,44.7,42.7,0.1
Jan,28-Jan,11 AM,45.7,39.3,0.0
Jan,28-Jan,12 PM,47.2,36.2,0.0
Jan,28-Jan,1 PM,48.1,35.3,0.0
Jan,28-Jan,2 PM,47.4,36.8,0.0
Jan,29-Jan,10 AM,44.7,41.6,0.0
Jan,29-Jan,11 AM,45.7,39.4,0.0
Jan,29-Jan,12 PM,47.6,35.9,0.0
Jan,29-Jan,1 PM,48.4,33.8,0.0
Jan,29-Jan,2 PM,48.7,33.8,0.0
Jan,29-Jan,3 PM,47.3,35.8,0.0
Jan,29-Jan,4 PM,47.1,36.3,0.0
Jan,29-Jan,5 PM,46.0,36.8,0.0
Jan,29-Jan,6 PM,43.6,40.5,0.0
Jan,29-Jan,7 PM,40.6,46.3,0.0
Jan,29-Jan,8 PM,39.5,49.5,0.0
Jan,29-Jan,9 PM,37.9,53.3,0.0
Jan,29-Jan,10 PM,37.9,52.8,0.0
Jan,29-Jan,11 PM,37.1,54.0,0.0
Jan,30-Jan,12 AM,36.7,55.1,0.0
Jan,30-Jan,1 AM,36.4,55.5,0.0
Jan,30-Jan,2 AM,36.1,56.3,0.0
Jan,30-Jan,3 AM,36.2,56.3,0.0
Jan,30-Jan,4 AM,35.3,59.1,0.0
Jan,30-Jan,5 AM,36.2,57.2,0.0
Jan,30-Jan,6 AM,35.4,59.6,0.0
Jan,30-Jan,7 AM,36.0,58.4,0.0
Jan,30-Jan,8 AM,38.0,56.6,0.0
Jan,30-Jan,9 AM,42.1,49.0,0.0
Jan,30-Jan,10 AM,44.7,44.0,0.0
Jan,30-Jan,6 PM,42.0,35.7,0.0
Jan,30-Jan,7 PM,40.5,38.8,0.0
Jan,30-Jan,8 PM,37.9,44.0,0.0
Jan,30-Jan,9 PM,36.9,44.7,0.0
Jan,30-Jan,10 PM,36.1,46.3,0.0
Jan,30-Jan,11 PM,35.5,47.6,0.0
Feb,1-Feb,12 AM,35.7,56.6,0.0
Feb,1-Feb,1 AM,35.6,56.5,0.0
Feb,1-Feb,2 AM,34.9,58.1,0.0
Feb,1-Feb,3 AM,34.7,58.0,0.0
Feb,1-Feb,4 AM,35.2,57.4,0.0
Feb,1-Feb,5 AM,35.3,57.7,0.0
Feb,1-Feb,6 AM,35.8,57.3,0.0
Feb,1-Feb,7 AM,36.2,57.6,0.0
Feb,1-Feb,8 AM,37.9,56.2,0.0
Feb,1-Feb,9 AM,41.6,47.9,0.1
Feb,1-Feb,10 AM,43.1,43.7,0.1
Feb,1-Feb,11 AM,44.3,40.5,0.0
Feb,1-Feb,12 PM,44.7,39.9,0.0
Feb,1-Feb,1 PM,44.7,39.6,0.0
Feb,1-Feb,3 PM,46.1,36.8,0.0
Feb,1-Feb,4 PM,46.8,36.0,0.0
Feb,1-Feb,5 PM,43.4,41.8,0.2
Feb,1-Feb,6 PM,40.7,47.0,0.2
Feb,1-Feb,7 PM,39.3,49.4,0.1
Feb,1-Feb,8 PM,39.3,48.9,0.0
Feb,1-Feb,9 PM,39.4,48.9,0.0
Feb,1-Feb,10 PM,38.9,50.4,0.0
Feb,1-Feb,11 PM,38.3,51.9,0.0
Feb,2-Feb,12 AM,36.0,58.5,0.0
Feb,2-Feb,1 AM,35.7,59.1,0.0
Feb,2-Feb,2 AM,36.7,55.9,0.0
Feb,2-Feb,3 AM,36.5,56.5,0.0
Feb,2-Feb,4 AM,36.0,58.0,0.0
Feb,2-Feb,5 AM,36.0,57.8,0.0
Feb,2-Feb,6 AM,35.7,58.7,0.0
Feb,2-Feb,7 AM,37.2,56.7,0.0
Feb,2-Feb,8 AM,40.9,49.9,0.0
Feb,2-Feb,9 AM,43.7,43.7,0.0
Feb,2-Feb,10 AM,44.4,42.4,0.0
Feb,2-Feb,11 AM,45.3,40.7,0.1
Feb,2-Feb,12 PM,45.4,39.6,0.0
Feb,2-Feb,1 PM,46.5,37.4,0.0
Feb,2-Feb,2 PM,48.3,33.2,0.0
Feb,2-Feb,3 PM,48.2,33.2,0.1
Feb,2-Feb,4 PM,47.3,34.6,0.2
Feb,2-Feb,5 PM,43.0,42.3,0.5
Feb,2-Feb,6 PM,40.9,47.3,0.0
Feb,2-Feb,7 PM,40.0,48.9,0.0
Feb,2-Feb,8 PM,37.5,54.2,0.1
Feb,2-Feb,9 PM,34.6,57.8,0.2
Feb,2-Feb,10 PM,35.3,55.0,0.0
Feb,2-Feb,11 PM,36.1,53.2,0.0
Feb,3-Feb,12 AM,35.5,55.2,0.0
Feb,3-Feb,1 AM,35.3,55.8,0.0
Feb,3-Feb,2 AM,34.9,57.6,0.0
Feb,3-Feb,3 AM,34.9,57.9,0.0
Feb,3-Feb,4 AM,35.2,57.2,0.0
Feb,3-Feb,5 AM,35.4,56.8,0.0
Feb,3-Feb,6 AM,35.6,55.6,0.0
Feb,3-Feb,7 AM,37.0,52.9,0.0
Feb,3-Feb,8 AM,41.0,47.9,0.0
Feb,3-Feb,9 AM,43.9,43.2,0.0
Feb,3-Feb,10 AM,44.7,40.4,0.0
Feb,3-Feb,11 AM,46.1,38.4,0.1
Feb,3-Feb,12 PM,46.2,37.6,0.0
Feb,3-Feb,1 PM,46.1,36.6,0.0
Feb,3-Feb,2 PM,47.7,33.4,0.2
Feb,3-Feb,3 PM,47.7,32.2,0.1
Feb,3-Feb,4 PM,48.9,31.1,0.0
Feb,3-Feb,5 PM,46.8,33.4,0.0
Feb,3-Feb,6 PM,42.6,42.3,0.1
Feb,3-Feb,7 PM,40.5,48.0,0.0
Feb,3-Feb,8 PM,40.0,48.9,0.0
Feb,3-Feb,9 PM,39.0,50.6,0.0
Feb,3-Feb,10 PM,38.3,52.3,0.0
Feb,3-Feb,11 PM,37.2,54.5,0.0
Feb,4-Feb,12 AM,37.2,54.3,0.0
Feb,4-Feb,1 AM,36.4,56.5,0.0
Feb,4-Feb,2 AM,36.6,55.5,0.0
Feb,4-Feb,3 AM,36.3,55.4,0.0
Feb,4-Feb,4 AM,36.0,57.2,0.0
Feb,4-Feb,5 AM,35.8,57.2,0.0
Feb,4-Feb,6 AM,35.5,57.7,0.0
Feb,4-Feb,7 AM,34.7,60.2,0.0
Feb,4-Feb,8 AM,38.9,51.6,0.0
Feb,4-Feb,9 AM,40.5,46.5,0.1
Feb,4-Feb,10 AM,41.0,43.9,0.6
Feb,4-Feb,11 AM,40.0,45.1,1.2
Feb,4-Feb,12 PM,39.8,45.2,1.6
Feb,4-Feb,1 PM,41.7,41.8,1.0
Feb,4-Feb,2 PM,42.4,40.1,1.2
Feb,4-Feb,3 PM,41.8,41.2,1.1
Feb,4-Feb,4 PM,39.3,45.1,1.7
Feb,4-Feb,5 PM,38.8,46.5,0.4
Feb,4-Feb,6 PM,38.5,47.2,0.1
Feb,4-Feb,7 PM,39.2,44.7,0.0
Feb,4-Feb,8 PM,38.7,45.0,0.0
Feb,4-Feb,9 PM,37.1,47.3,0.0
Feb,4-Feb,10 PM,36.1,48.9,0.0
Feb,4-Feb,11 PM,37.5,46.1,0.0
Feb,5-Feb,12 AM,37.4,49.3,0.0
Feb,5-Feb,1 AM,37.0,53.3,0.0
Feb,5-Feb,2 AM,36.9,53.9,0.0
Feb,5-Feb,3 AM,36.9,53.9,0.0
Feb,5-Feb,4 AM,35.8,56.6,0.0
Feb,5-Feb,5 AM,35.8,51.3,0.0
Feb,5-Feb,6 AM,35.3,49.0,0.0
Feb,5-Feb,7 AM,35.1,48.5,0.0
Feb,5-Feb,8 AM,40.0,41.6,0.0
Feb,5-Feb,9 AM,39.7,41.3,0.7
Feb,5-Feb,10 AM,37.1,44.4,1.3
Feb,5-Feb,11 AM,36.7,44.5,1.7
Feb,5-Feb,12 PM,38.2,41.9,1.7
Feb,5-Feb,1 PM,38.8,40.9,1.5
Feb,5-Feb,2 PM,38.9,40.1,1.7
Feb,5-Feb,3 PM,38.7,39.8,1.8
Feb,5-Feb,6 PM,39.0,40.2,0.0
Feb,5-Feb,7 PM,37.5,43.1,0.0
Feb,5-Feb,8 PM,38.1,42.6,0.1
Feb,5-Feb,9 PM,38.2,40.5,0.1
Feb,5-Feb,10 PM,38.2,40.5,0.0
Feb,5-Feb,11 PM,37.2,42.9,0.0
Feb,6-Feb,1 AM,34.7,49.3,0.0
Feb,6-Feb,2 AM,34.9,48.3,0.0
Feb,6-Feb,3 AM,34.7,48.3,0.0
Feb,6-Feb,4 AM,34.0,49.3,0.0
Feb,6-Feb,5 AM,33.4,51.0,0.0
Feb,6-Feb,6 AM,33.3,51.7,0.0
Feb,6-Feb,7 AM,34.1,51.0,0.0
Feb,6-Feb,8 AM,38.3,42.9,0.0
Feb,6-Feb,9 AM,40.6,38.1,0.0
Feb,6-Feb,10 AM,42.3,35.6,0.2
Feb,6-Feb,11 AM,38.5,39.2,1.2
Feb,6-Feb,12 PM,39.7,38.0,0.9
Feb,6-Feb,1 PM,41.2,35.9,0.9
Feb,6-Feb,2 PM,42.7,34.3,0.4
Feb,6-Feb,3 PM,44.0,33.3,0.3
Feb,6-Feb,4 PM,42.4,34.2,0.3
Feb,6-Feb,5 PM,40.7,36.5,0.1
Feb,6-Feb,6 PM,38.7,40.1,0.0
Feb,6-Feb,7 PM,37.2,42.8,0.0
Feb,6-Feb,8 PM,38.4,40.9,0.0
Feb,6-Feb,9 PM,37.3,43.5,0.0
Feb,6-Feb,10 PM,36.9,44.3,0.0
Feb,6-Feb,11 PM,36.6,44.9,0.0
Feb,7-Feb,12 AM,35.7,46.6,0.0
Feb,7-Feb,1 AM,35.6,47.8,0.0
Feb,7-Feb,2 AM,34.6,50.8,0.0
Feb,7-Feb,3 AM,34.1,51.1,0.0
Feb,7-Feb,4 AM,33.5,52.1,0.0
Feb,7-Feb,5 AM,33.3,52.2,0.0
Feb,7-Feb,6 AM,33.1,52.3,0.0
Feb,7-Feb,7 AM,34.3,51.1,0.0
Feb,7-Feb,8 AM,40.2,43.1,0.0
Feb,7-Feb,9 AM,44.3,37.4,0.0
Feb,7-Feb,10 AM,42.9,36.4,0.3
Feb,7-Feb,11 AM,43.1,35.1,0.4
Feb,7-Feb,12 PM,45.2,33.1,0.2
Feb,7-Feb,1 PM,47.5,30.2,0.1
Feb,7-Feb,2 PM,48.9,29.2,0.0
Feb,7-Feb,3 PM,48.5,29.8,0.0
Feb,7-Feb,4 PM,47.5,31.3,0.1
Feb,7-Feb,5 PM,45.4,33.2,0.1
Feb,7-Feb,6 PM,43.1,36.3,0.0
Feb,7-Feb,7 PM,40.8,41.0,0.0
Feb,7-Feb,8 PM,38.8,45.6,0.0
Feb,7-Feb,9 PM,37.8,47.1,0.0
Feb,7-Feb,10 PM,37.7,46.8,0.0
Feb,7-Feb,11 PM,37.2,47.6,0.0
Feb,8-Feb,12 AM,36.7,49.2,0.1
Feb,8-Feb,1 AM,35.9,52.1,0.0
Feb,8-Feb,2 AM,34.9,53.6,0.0
Feb,8-Feb,3 AM,34.5,54.2,0.0
Feb,8-Feb,4 AM,34.5,53.6,0.0
Feb,8-Feb,5 AM,34.2,53.9,0.0
Feb,8-Feb,6 AM,34.5,52.9,0.0
Feb,8-Feb,7 AM,35.4,52.8,0.0
Feb,8-Feb,8 AM,41.0,45.0,0.0
Feb,8-Feb,9 AM,44.4,40.6,0.0
Feb,8-Feb,10 AM,46.2,37.2,0.0
Feb,8-Feb,11 AM,46.4,33.9,0.0
Feb,8-Feb,12 PM,47.5,33.5,0.0
Feb,8-Feb,1 PM,49.4,30.6,0.1
Feb,8-Feb,4 PM,49.8,28.9,0.0
Feb,8-Feb,5 PM,47.7,31.2,0.0
Feb,8-Feb,6 PM,44.3,35.4,0.0
Feb,8-Feb,7 PM,41.6,41.7,0.0
Feb,8-Feb,8 PM,40.0,46.1,0.0
Feb,8-Feb,9 PM,38.6,48.4,0.0
Feb,8-Feb,10 PM,38.2,49.5,0.0
Feb,8-Feb,11 PM,37.7,49.6,0.0
Feb,9-Feb,12 AM,37.1,50.8,0.0
Feb,9-Feb,1 AM,36.5,51.5,0.0
Feb,9-Feb,2 AM,36.3,51.5,0.0
