Months,Days,date time,Average of temp,Average of humid,Average of wind speed
May,16-May,2 PM,42.6,48.1,2.6
May,16-May,3 PM,42.7,47.7,2.5
May,16-May,4 PM,37.3,59.4,2.8
May,16-May,5 PM,29.6,76.5,3.6
May,16-May,6 PM,29.9,75.4,2.5
May,16-May,7 PM,28.9,77.1,2.4
May,16-May,8 PM,29.2,79.5,2.6
May,16-May,9 PM,29.6,79.0,3.1
May,16-May,10 PM,30.3,76.0,3.1
May,16-May,11 PM,30.2,76.0,3.8
May,17-May,12 AM,30.2,75.8,3.6
May,17-May,1 AM,30.3,75.8,2.0
May,17-May,2 AM,30.4,75.7,2.0
May,17-May,3 AM,30.6,75.5,1.8
May,17-May,4 AM,30.8,75.1,1.9
May,17-May,5 AM,30.8,74.8,2.3
May,17-May,6 AM,31.2,74.2,2.7
May,17-May,7 AM,31.5,72.2,3.8
May,17-May,8 AM,33.0,68.3,2.4
May,17-May,9 AM,34.7,64.9,3.0
May,17-May,10 AM,36.5,60.5,3.3
May,17-May,11 AM,37.9,56.7,3.2
May,17-May,12 PM,38.8,53.2,2.9
May,17-May,1 PM,40.9,48.4,3.0
May,17-May,2 PM,42.3,44.5,2.7
May,17-May,3 PM,39.3,52.1,2.7
May,17-May,4 PM,37.0,56.7,2.6
May,17-May,5 PM,35.3,61.5,2.5
May,17-May,6 PM,34.0,65.1,2.5
May,17-May,7 PM,33.3,65.6,2.6
May,17-May,8 PM,32.5,69.9,2.7
May,17-May,9 PM,32.1,71.5,2.7
May,17-May,10 PM,32.8,68.7,2.6
May,17-May,11 PM,33.0,69.0,3.3
May,18-May,12 AM,33.1,69.4,3.0
May,18-May,1 AM,32.5,69.5,3.8
May,18-May,2 AM,31.0,72.6,3.1
May,18-May,3 AM,30.5,73.8,1.9
May,18-May,4 AM,30.5,73.9,2.2
May,18-May,5 AM,30.6,73.6,2.5
May,18-May,6 AM,30.6,73.4,2.2
May,18-May,7 AM,30.9,73.3,2.0
May,18-May,8 AM,33.6,68.0,2.4
May,18-May,9 AM,36.6,58.9,2.5
May,18-May,10 AM,36.3,58.3,2.8
May,18-May,11 AM,36.9,57.6,2.8
May,18-May,12 PM,37.6,55.9,2.7
May,18-May,1 PM,39.6,51.1,3.0
May,18-May,2 PM,40.2,51.2,2.8
May,18-May,3 PM,41.3,48.7,2.7
May,18-May,4 PM,40.6,47.6,2.8
May,18-May,5 PM,35.1,62.2,3.0
May,18-May,6 PM,32.7,69.2,2.7
May,18-May,7 PM,32.0,72.3,1.9
May,18-May,8 PM,32.2,71.9,1.9
May,18-May,9 PM,32.3,73.0,3.9
May,18-May,10 PM,32.3,72.4,7.2
May,18-May,11 PM,31.9,73.6,4.4
May,19-May,12 AM,31.4,74.5,1.9
May,19-May,1 AM,31.3,75.5,4.0
May,19-May,2 AM,29.8,79.3,4.1
May,19-May,3 AM,30.4,77.1,2.4
May,19-May,4 AM,30.8,75.8,2.7
May,19-May,5 AM,30.6,76.0,2.6
May,19-May,6 AM,30.9,75.5,2.8
May,19-May,7 AM,32.2,73.9,3.0
May,19-May,8 AM,34.5,66.1,2.8
May,19-May,9 AM,34.6,64.0,2.9
May,19-May,10 AM,34.8,64.2,2.8
May,19-May,11 AM,37.5,58.0,3.0
May,19-May,12 PM,38.3,57.1,4.2
May,19-May,1 PM,38.7,59.2,3.9
May,19-May,2 PM,40.6,51.6,3.3
May,19-May,3 PM,39.6,51.6,3.3
May,19-May,4 PM,38.9,51.3,3.2
May,19-May,5 PM,37.8,53.2,3.4
May,19-May,6 PM,36.4,56.7,3.6
May,19-May,7 PM,35.3,60.1,3.0
May,19-May,8 PM,34.6,64.8,2.0
May,19-May,9 PM,33.9,66.6,2.9
May,19-May,10 PM,32.9,68.8,2.8
May,19-May,11 PM,33.1,67.5,2.4
May,20-May,12 AM,32.9,68.1,2.3
May,20-May,1 AM,32.3,69.7,2.6
May,20-May,2 AM,31.7,71.7,2.6
May,20-May,3 AM,31.6,73.0,2.5
May,20-May,4 AM,31.9,72.5,2.6
May,20-May,5 AM,32.4,70.9,2.4
May,20-May,6 AM,32.3,71.1,2.6
May,20-May,7 AM,32.3,71.9,2.6
May,20-May,8 AM,33.6,69.4,2.5
May,20-May,9 AM,35.1,64.4,3.1
May,20-May,10 AM,37.7,57.4,3.5
May,20-May,11 AM,39.5,52.4,3.1
May,20-May,12 PM,38.6,53.7,3.3
May,20-May,1 PM,38.4,52.9,3.1
May,20-May,2 PM,39.1,50.5,3.0
May,20-May,3 PM,39.8,48.8,3.0
May,20-May,4 PM,40.2,48.5,3.0
May,20-May,5 PM,37.5,56.6,3.5
May,20-May,6 PM,35.3,60.2,3.6
May,20-May,7 PM,35.2,59.1,3.4
May,20-May,8 PM,34.8,61.8,3.3
May,20-May,9 PM,34.8,62.1,3.3
May,20-May,10 PM,34.5,63.3,2.9
May,20-May,11 PM,33.3,68.7,2.3
May,21-May,12 AM,32.1,72.3,2.5
May,21-May,1 AM,31.8,71.7,2.7
May,21-May,2 AM,32.2,70.2,2.4
May,21-May,3 AM,32.3,69.3,2.1
May,21-May,4 AM,32.2,69.6,2.2
May,21-May,5 AM,32.0,70.1,2.6
May,21-May,6 AM,32.3,69.7,2.2
May,21-May,7 AM,32.5,70.2,2.6
May,21-May,8 AM,32.5,70.7,2.9
May,21-May,9 AM,34.9,64.0,3.2
May,21-May,10 AM,37.2,57.6,3.4
May,21-May,11 AM,37.9,55.1,3.5
May,21-May,12 PM,36.1,62.8,3.6
May,21-May,1 PM,36.0,60.0,3.7
May,21-May,2 PM,36.8,56.7,3.1
May,21-May,3 PM,36.8,57.1,5.3
May,21-May,5 PM,34.9,62.6,3.7
May,21-May,6 PM,33.4,67.8,4.0
May,21-May,7 PM,32.8,71.1,2.1
May,21-May,8 PM,32.5,73.0,3.9
May,21-May,9 PM,32.6,73.0,3.5
May,21-May,10 PM,32.4,71.3,4.3
May,23-May,2 PM,38.4,53.4,3.8
May,23-May,3 PM,40.0,50.6,4.0
May,23-May,4 PM,41.5,46.5,3.8
May,23-May,5 PM,40.6,49.0,3.7
May,23-May,6 PM,37.5,54.8,3.8
May,23-May,7 PM,35.6,59.5,3.7
May,23-May,8 PM,34.9,61.8,3.0
May,23-May,9 PM,34.3,64.4,3.6
May,23-May,10 PM,34.0,65.2,2.0
May,23-May,11 PM,33.6,65.9,2.2
May,24-May,12 AM,33.4,66.7,2.1
May,24-May,1 AM,33.2,67.3,2.1
May,24-May,2 AM,32.9,68.7,2.8
May,24-May,3 AM,32.8,69.0,3.0
May,24-May,4 AM,32.5,70.2,2.5
May,24-May,5 AM,32.4,70.1,2.4
May,24-May,6 AM,32.5,70.2,2.3
May,24-May,7 AM,34.1,66.6,2.3
May,24-May,8 AM,35.6,62.1,2.8
May,24-May,9 AM,38.0,56.5,3.5
May,24-May,10 AM,39.3,52.4,3.6
May,24-May,11 AM,38.7,52.9,3.6
May,24-May,12 PM,39.0,51.4,3.8
May,24-May,1 PM,38.6,52.9,3.5
May,24-May,2 PM,38.8,52.9,3.6
May,24-May,3 PM,39.6,51.7,3.4
May,24-May,4 PM,37.4,57.2,3.6
May,24-May,5 PM,38.4,55.1,3.9
May,24-May,6 PM,36.9,57.6,3.9
May,24-May,7 PM,35.0,62.5,3.4
May,24-May,8 PM,32.2,70.3,2.6
May,24-May,9 PM,32.2,70.0,2.8
May,24-May,10 PM,32.2,70.6,2.8
May,24-May,11 PM,31.9,72.2,2.2
May,25-May,12 AM,31.9,72.4,2.4
May,25-May,1 AM,31.8,71.9,2.0
May,25-May,2 AM,32.0,70.9,5.0
May,25-May,3 AM,31.9,71.0,4.0
May,25-May,4 AM,31.3,72.8,2.4
May,25-May,5 AM,31.5,71.6,3.1
May,25-May,6 AM,31.6,70.6,2.2
May,25-May,7 AM,34.6,63.3,2.3
May,25-May,8 AM,37.5,54.5,2.9
May,25-May,9 AM,40.5,47.9,3.3
May,25-May,10 AM,41.0,47.0,2.8
May,25-May,11 AM,40.5,46.8,2.8
May,25-May,12 PM,40.3,46.5,2.8
May,25-May,1 PM,41.9,43.6,2.8
May,25-May,2 PM,42.5,42.8,2.6
May,25-May,3 PM,41.9,43.1,2.6
May,25-May,4 PM,41.7,45.0,3.0
May,25-May,5 PM,41.0,45.0,2.7
May,25-May,6 PM,38.7,52.0,3.3
May,25-May,7 PM,37.5,54.9,2.8
May,25-May,8 PM,35.8,60.2,3.5
May,25-May,9 PM,34.4,62.3,3.2
May,25-May,10 PM,31.9,66.3,2.9
May,25-May,11 PM,31.3,68.3,2.8
May,26-May,12 AM,31.3,68.7,2.1
May,26-May,1 AM,31.3,69.2,2.3
May,26-May,2 AM,31.2,70.5,3.6
May,26-May,3 AM,31.0,70.6,3.1
May,26-May,4 AM,31.3,70.2,3.1
May,26-May,5 AM,31.7,68.7,2.5
May,26-May,6 AM,32.1,68.3,3.1
May,26-May,7 AM,34.2,64.8,2.3
May,26-May,8 AM,38.0,55.9,2.9
May,26-May,9 AM,38.5,55.0,2.7
May,26-May,10 AM,40.1,51.5,3.0
May,26-May,11 AM,39.2,53.5,2.7
May,26-May,12 PM,40.1,51.2,2.7
May,26-May,1 PM,40.8,47.4,2.4
May,26-May,2 PM,40.2,48.8,2.5
May,26-May,3 PM,39.7,51.1,2.5
May,26-May,4 PM,39.6,52.5,2.6
May,26-May,5 PM,39.0,54.3,3.0
May,26-May,6 PM,37.4,58.4,2.9
May,26-May,7 PM,35.4,63.6,2.7
May,26-May,8 PM,34.4,65.8,2.6
May,26-May,9 PM,34.3,65.6,2.5
May,26-May,10 PM,33.6,68.6,2.1
May,26-May,11 PM,33.0,70.3,2.0
May,27-May,12 AM,32.6,70.6,2.8
May,27-May,1 AM,32.4,71.9,2.8
May,27-May,2 AM,31.9,73.4,2.1
May,27-May,3 AM,31.5,74.2,2.1
May,27-May,4 AM,31.4,72.5,2.2
May,27-May,5 AM,31.5,71.3,2.0
May,27-May,6 AM,32.6,69.1,2.1
May,27-May,7 AM,34.5,64.1,2.5
May,27-May,8 AM,37.0,56.3,2.9
May,27-May,9 AM,39.6,50.6,2.8
May,27-May,10 AM,40.7,48.5,2.5
May,27-May,11 AM,41.5,46.9,2.7
May,27-May,12 PM,41.6,46.0,2.5
May,27-May,1 PM,41.8,45.0,2.4
May,27-May,2 PM,40.7,48.5,2.4
May,27-May,3 PM,38.4,51.9,2.6
May,27-May,4 PM,36.2,55.6,2.2
May,27-May,5 PM,36.6,57.3,3.0
May,27-May,6 PM,35.0,62.5,2.7
May,27-May,7 PM,33.3,65.7,2.7
May,27-May,8 PM,33.0,68.1,2.5
May,27-May,9 PM,32.5,69.8,2.3
May,27-May,10 PM,32.3,70.2,2.5
May,27-May,11 PM,32.2,70.4,2.3
May,28-May,12 AM,32.0,70.8,2.8
May,28-May,1 AM,31.9,70.5,2.3
May,28-May,2 AM,31.8,72.1,2.1
May,28-May,3 AM,31.6,72.4,2.1
May,28-May,4 AM,31.8,72.2,2.8
May,28-May,5 AM,31.5,73.2,2.1
May,28-May,6 AM,32.3,72.1,1.7
May,28-May,7 AM,35.4,65.7,1.9
May,28-May,8 AM,39.8,54.7,3.4
May,28-May,9 AM,40.1,51.1,3.5
May,28-May,10 AM,40.9,50.1,2.7
May,28-May,11 AM,41.1,47.2,2.7
May,28-May,12 PM,41.8,44.5,2.5
May,28-May,1 PM,42.4,43.7,2.8
May,28-May,2 PM,41.6,48.4,2.9
May,28-May,3 PM,41.3,49.0,3.0
May,28-May,4 PM,40.0,50.8,3.2
May,28-May,5 PM,36.8,58.9,3.6
May,28-May,6 PM,34.5,61.4,3.2
May,28-May,7 PM,30.9,69.0,2.1
May,28-May,8 PM,31.1,69.0,2.0
May,28-May,9 PM,31.6,68.9,2.2
May,28-May,10 PM,31.6,69.9,2.1
May,28-May,11 PM,30.2,74.7,4.1
May,29-May,12 AM,30.1,74.5,3.1
May,29-May,1 AM,30.4,73.5,3.0
May,29-May,2 AM,30.5,73.2,2.4
May,29-May,3 AM,30.9,72.0,2.1
May,29-May,4 AM,30.7,73.1,1.5
May,29-May,5 AM,30.6,73.1,2.9
May,29-May,6 AM,31.0,72.8,3.9
May,29-May,7 AM,32.2,70.7,2.5
May,29-May,8 AM,38.3,57.6,2.3
May,29-May,9 AM,41.3,48.6,3.4
May,29-May,10 AM,41.0,46.9,2.9
May,29-May,11 AM,41.1,47.4,3.0
May,29-May,12 PM,40.9,47.9,3.0
May,29-May,1 PM,42.0,44.8,2.7
May,29-May,2 PM,41.8,46.3,2.7
May,29-May,3 PM,42.9,42.5,2.7
May,29-May,4 PM,42.8,41.9,2.5
May,29-May,5 PM,39.6,50.7,3.1
May,29-May,6 PM,37.1,57.2,3.3
May,29-May,7 PM,36.4,59.1,3.1
May,29-May,8 PM,35.8,61.3,2.8
May,29-May,9 PM,35.7,60.8,3.3
May,29-May,10 PM,35.4,61.4,2.1
May,29-May,11 PM,34.8,64.2,2.8
May,30-May,12 AM,33.7,67.8,2.0
May,30-May,1 AM,33.5,68.5,2.4
May,30-May,2 AM,33.2,68.7,3.0
May,30-May,3 AM,32.6,70.8,2.2
May,30-May,4 AM,32.0,73.0,2.0
May,30-May,5 AM,31.9,73.0,2.2
May,30-May,6 AM,32.9,69.0,2.1
May,30-May,7 AM,36.7,56.7,3.6
May,30-May,8 AM,38.7,49.9,3.4
May,30-May,9 AM,41.2,44.1,2.8
May,30-May,10 AM,41.3,44.6,3.0
May,30-May,11 AM,41.0,45.5,2.7
May,30-May,12 PM,41.8,43.7,2.8
May,30-May,1 PM,42.8,41.7,2.7
May,30-May,2 PM,42.3,43.3,2.8
May,30-May,3 PM,39.4,49.4,3.1
May,30-May,4 PM,39.9,47.9,2.9
May,30-May,5 PM,38.8,50.3,3.1
May,30-May,6 PM,37.8,53.0,2.7
May,30-May,7 PM,36.4,56.7,2.2
May,30-May,8 PM,35.1,61.1,3.1
May,30-May,9 PM,34.4,63.2,2.9
May,30-May,10 PM,34.1,64.1,2.3
May,30-May,11 PM,33.8,65.3,2.2
Jun,1-Jun,12 AM,31.7,71.7,1.8
Jun,1-Jun,1 AM,31.9,71.0,1.8
Jun,1-Jun,2 AM,32.0,71.8,1.8
Jun,1-Jun,3 AM,32.4,71.4,1.8
Jun,1-Jun,4 AM,32.3,72.2,1.6
Jun,1-Jun,5 AM,32.1,73.3,1.6
Jun,1-Jun,6 AM,32.5,72.8,1.6
Jun,1-Jun,7 AM,34.9,68.3,2.3
Jun,1-Jun,8 AM,36.4,61.8,2.7
Jun,1-Jun,9 AM,38.7,56.1,2.4
Jun,1-Jun,10 AM,40.2,52.4,3.1
Jun,1-Jun,11 AM,41.0,50.8,3.5
Jun,1-Jun,12 PM,42.4,47.6,3.3
Jun,1-Jun,1 PM,42.7,45.5,3.0
Jun,1-Jun,2 PM,42.8,45.8,2.9
Jun,1-Jun,3 PM,41.1,48.8,2.8
Jun,1-Jun,4 PM,38.0,57.2,3.1
Jun,1-Jun,5 PM,36.7,61.1,3.0
Jun,1-Jun,6 PM,35.7,63.9,2.6
Jun,1-Jun,7 PM,35.1,64.8,2.3
Jun,1-Jun,8 PM,34.5,65.6,1.9
Jun,1-Jun,9 PM,34.0,68.8,2.0
Jun,1-Jun,10 PM,33.6,67.6,2.0
Jun,1-Jun,11 PM,33.4,68.1,1.6
Jun,2-Jun,12 AM,33.2,69.3,2.2
Jun,2-Jun,1 AM,32.9,70.3,1.8
Jun,2-Jun,2 AM,32.9,69.3,2.0
Jun,2-Jun,3 AM,32.5,70.3,2.0
Jun,2-Jun,4 AM,32.2,72.0,3.3
Jun,2-Jun,5 AM,32.1,72.4,2.7
Jun,2-Jun,6 AM,32.5,71.8,2.3
Jun,2-Jun,7 AM,35.4,65.4,2.3
Jun,2-Jun,8 AM,37.8,59.6,2.4
Jun,2-Jun,9 AM,39.1,54.9,3.1
Jun,2-Jun,10 AM,40.4,49.4,2.9
Jun,2-Jun,11 AM,41.5,46.6,2.9
Jun,2-Jun,12 PM,42.3,44.1,2.6
Jun,2-Jun,1 PM,43.2,42.2,2.6
Jun,2-Jun,2 PM,43.2,42.0,2.7
Jun,2-Jun,3 PM,43.8,42.2,2.6
Jun,2-Jun,4 PM,41.3,47.8,2.9
Jun,2-Jun,5 PM,38.8,53.2,3.0
Jun,2-Jun,6 PM,37.3,54.5,3.0
Jun,2-Jun,7 PM,36.3,58.7,2.5
Jun,2-Jun,8 PM,35.7,61.0,2.0
Jun,2-Jun,9 PM,34.9,63.6,2.2
Jun,2-Jun,10 PM,33.7,69.2,2.8
Jun,2-Jun,11 PM,33.3,70.7,2.8
Jun,3-Jun,12 AM,33.5,68.9,2.4
Jun,3-Jun,1 AM,33.5,68.1,2.4
Jun,3-Jun,2 AM,33.3,68.3,2.4
Jun,3-Jun,3 AM,33.0,69.7,2.4
Jun,3-Jun,4 AM,32.9,70.2,2.4
Jun,3-Jun,5 AM,33.0,70.2,2.5
Jun,3-Jun,6 AM,33.2,69.7,2.5
Jun,3-Jun,7 AM,35.2,64.5,2.8
Jun,3-Jun,8 AM,36.6,60.9,3.3
Jun,3-Jun,9 AM,38.6,55.9,3.1
Jun,3-Jun,10 AM,38.6,54.7,3.1
Jun,3-Jun,11 AM,40.1,51.2,3.0
Jun,3-Jun,12 PM,37.0,55.0,2.9
Jun,3-Jun,1 PM,33.8,62.8,2.3
Jun,3-Jun,2 PM,34.6,62.1,2.2
Jun,3-Jun,3 PM,39.3,53.6,3.1
Jun,3-Jun,4 PM,40.3,50.5,2.7
Jun,3-Jun,5 PM,38.1,55.4,3.1
Jun,3-Jun,6 PM,36.0,60.4,2.1
Jun,3-Jun,7 PM,35.1,62.3,2.0
Jun,3-Jun,8 PM,34.6,64.0,2.9
Jun,3-Jun,9 PM,34.0,67.0,2.2
Jun,3-Jun,10 PM,33.8,67.3,2.6
Jun,3-Jun,11 PM,33.6,68.0,5.3
Jun,4-Jun,12 AM,32.8,69.7,2.7
Jun,4-Jun,1 AM,31.1,74.5,2.5
Jun,4-Jun,2 AM,30.7,74.6,2.3
Jun,4-Jun,3 AM,30.5,74.3,2.1
Jun,4-Jun,4 AM,30.7,75.1,2.4
Jun,4-Jun,5 AM,31.0,75.1,3.6
Jun,4-Jun,6 AM,31.0,75.0,3.4
Jun,4-Jun,7 AM,31.7,73.6,2.5
Jun,4-Jun,8 AM,33.3,69.2,3.3
Jun,4-Jun,9 AM,35.2,63.9,4.1
Jun,4-Jun,10 AM,38.0,56.9,4.7
Jun,4-Jun,11 AM,38.8,54.6,4.8
Jun,4-Jun,12 PM,39.9,51.9,4.6
Jun,4-Jun,1 PM,41.3,49.3,4.4
Jun,4-Jun,2 PM,40.7,49.9,4.6
Jun,4-Jun,3 PM,39.5,51.4,4.4
Jun,4-Jun,4 PM,39.7,51.6,4.1
Jun,4-Jun,5 PM,37.7,55.0,4.7
Jun,4-Jun,6 PM,36.5,58.0,4.9
Jun,4-Jun,7 PM,35.0,63.4,3.4
Jun,4-Jun,8 PM,33.9,66.4,2.4
Jun,4-Jun,9 PM,34.2,65.2,2.4
Jun,4-Jun,10 PM,34.3,65.7,2.6
Jun,4-Jun,11 PM,33.7,68.4,2.9
Jun,5-Jun,12 AM,33.2,69.8,2.3
Jun,5-Jun,1 AM,32.9,70.8,2.8
Jun,5-Jun,2 AM,32.8,70.2,2.5
Jun,5-Jun,3 AM,31.6,72.5,3.7
Jun,5-Jun,4 AM,29.0,76.5,2.6
Jun,5-Jun,5 AM,29.7,74.5,2.1
Jun,5-Jun,6 AM,30.1,74.5,4.1
Jun,5-Jun,7 AM,31.8,72.6,1.9
Jun,5-Jun,8 AM,35.7,64.4,2.6
Jun,5-Jun,9 AM,39.6,55.2,3.3
Jun,5-Jun,10 AM,40.8,50.8,3.6
Jun,5-Jun,11 AM,40.9,49.6,3.4
Jun,5-Jun,12 PM,41.4,48.8,3.2
Jun,5-Jun,1 PM,42.6,45.9,3.1
Jun,5-Jun,2 PM,43.6,43.7,2.9
Jun,5-Jun,3 PM,42.4,46.0,2.7
Jun,5-Jun,4 PM,42.7,44.4,2.6
Jun,5-Jun,5 PM,41.3,47.5,3.0
Jun,5-Jun,6 PM,34.4,59.1,3.2
Jun,5-Jun,7 PM,33.8,60.9,2.1
Jun,5-Jun,8 PM,33.8,62.5,3.5
Jun,5-Jun,9 PM,33.8,63.6,3.3
Jun,5-Jun,10 PM,30.6,72.2,3.5
Jun,5-Jun,11 PM,30.1,72.5,3.0
Jun,6-Jun,12 AM,30.2,74.6,4.2
Jun,6-Jun,1 AM,30.2,72.8,5.0
Jun,6-Jun,2 AM,30.6,71.2,4.2
Jun,6-Jun,3 AM,30.4,72.6,0.9
Jun,6-Jun,4 AM,30.4,72.4,0.1
Jun,6-Jun,5 AM,30.5,72.9,0.9
Jun,6-Jun,6 AM,31.0,72.5,5.6
Jun,6-Jun,7 AM,34.3,65.3,3.9
Jun,6-Jun,8 AM,34.3,64.2,2.1
Jun,6-Jun,9 AM,37.5,55.9,4.6
Jun,6-Jun,10 AM,38.5,53.1,4.6
Jun,6-Jun,11 AM,40.1,50.8,4.1
Jun,6-Jun,12 PM,40.9,45.3,3.6
Jun,6-Jun,1 PM,41.1,44.0,2.9
Jun,6-Jun,2 PM,41.8,43.1,3.2
Jun,6-Jun,3 PM,41.8,43.3,3.3
Jun,6-Jun,4 PM,41.2,43.8,3.6
Jun,6-Jun,5 PM,40.1,44.7,3.8
Jun,6-Jun,6 PM,38.2,48.8,4.2
Jun,6-Jun,7 PM,36.7,53.4,2.2
Jun,6-Jun,8 PM,34.5,58.3,4.0
Jun,6-Jun,9 PM,33.3,61.2,3.0
Jun,6-Jun,10 PM,33.1,62.5,3.8
Jun,6-Jun,11 PM,32.7,63.5,3.6
Jun,7-Jun,12 AM,31.7,68.4,0.7
Jun,7-Jun,1 AM,31.2,69.6,3.7
Jun,7-Jun,2 AM,31.1,70.5,1.7
Jun,7-Jun,3 AM,31.1,70.3,0.8
Jun,7-Jun,4 AM,30.8,70.7,0.9
Jun,7-Jun,5 AM,31.0,66.1,1.5
Jun,7-Jun,6 AM,31.5,65.8,1.6
Jun,7-Jun,7 AM,34.9,60.0,1.7
Jun,7-Jun,8 AM,39.3,50.7,3.8
Jun,7-Jun,9 AM,40.7,48.5,3.2
Jun,7-Jun,10 AM,40.9,47.3,2.9
Jun,7-Jun,11 AM,41.4,46.3,3.2
Jun,7-Jun,12 PM,41.8,46.0,2.8
Jun,7-Jun,1 PM,41.4,44.1,2.9
Jun,7-Jun,2 PM,41.1,43.1,3.3
Jun,7-Jun,3 PM,41.0,43.6,3.2
Jun,7-Jun,4 PM,40.4,45.1,3.5
Jun,7-Jun,5 PM,34.9,56.6,3.9
Jun,7-Jun,6 PM,34.9,56.8,2.1
Jun,7-Jun,7 PM,34.0,59.7,1.4
Jun,7-Jun,8 PM,33.6,61.0,1.8
Jun,7-Jun,9 PM,33.0,64.9,1.4
Jun,7-Jun,10 PM,32.6,67.4,1.5
Jun,7-Jun,11 PM,32.1,69.2,1.5
Jun,8-Jun,12 AM,32.0,68.8,1.2
Jun,8-Jun,1 AM,31.7,69.2,1.3
Jun,8-Jun,2 AM,31.5,69.4,1.7
Jun,8-Jun,3 AM,31.2,68.7,1.7
Jun,8-Jun,4 AM,31.0,68.3,2.1
Jun,8-Jun,5 AM,30.8,69.2,2.0
Jun,8-Jun,6 AM,31.5,67.8,1.8
Jun,8-Jun,7 AM,37.4,56.3,2.1
Jun,8-Jun,8 AM,40.6,46.3,2.8
Jun,8-Jun,9 AM,41.6,43.1,3.6
Jun,8-Jun,10 AM,41.2,44.2,3.6
Jun,8-Jun,11 AM,41.5,44.4,2.9
Jun,8-Jun,12 PM,42.1,44.1,2.8
Jun,8-Jun,1 PM,43.1,41.9,3.1
Jun,8-Jun,2 PM,42.5,41.0,2.6
Jun,8-Jun,3 PM,42.1,41.0,2.7
Jun,8-Jun,4 PM,42.0,41.5,2.8
Jun,8-Jun,5 PM,37.9,49.8,3.0
Jun,8-Jun,6 PM,34.2,56.5,2.3
Jun,8-Jun,7 PM,33.7,58.1,2.5
Jun,8-Jun,8 PM,33.2,60.3,1.7
Jun,8-Jun,9 PM,32.4,63.6,1.2
Jun,8-Jun,10 PM,31.8,65.5,1.5
Jun,8-Jun,11 PM,31.4,66.8,1.2
Jun,9-Jun,12 AM,31.4,64.2,1.4
Jun,9-Jun,1 AM,31.1,65.2,1.4
Jun,9-Jun,2 AM,30.8,66.2,2.0
Jun,9-Jun,3 AM,30.3,69.8,2.8
Jun,9-Jun,4 AM,30.4,69.6,1.2
Jun,9-Jun,5 AM,30.5,69.8,1.5
Jun,9-Jun,6 AM,30.8,70.0,1.7
Jun,9-Jun,7 AM,35.6,61.2,1.8
Jun,9-Jun,8 AM,37.4,56.9,1.9
Jun,9-Jun,9 AM,39.4,52.9,2.1
Jun,9-Jun,10 AM,40.5,50.4,3.0
Jun,9-Jun,11 AM,41.8,46.9,2.9
Jun,9-Jun,12 PM,42.4,44.9,3.0
Jun,9-Jun,1 PM,42.5,45.1,2.8
Jun,9-Jun,2 PM,42.6,44.7,3.0
Jun,9-Jun,3 PM,42.1,44.7,3.1
Jun,9-Jun,4 PM,42.3,44.5,3.0
Jun,9-Jun,5 PM,40.9,46.6,2.9
Jun,9-Jun,6 PM,38.9,51.1,4.2
Jun,9-Jun,7 PM,37.0,57.7,3.3
Jun,9-Jun,8 PM,35.4,62.4,3.1
Jun,9-Jun,9 PM,31.8,68.6,3.2
Jun,9-Jun,10 PM,31.2,71.3,1.6
Jun,9-Jun,11 PM,31.9,70.3,2.3
Jun,10-Jun,12 AM,31.9,70.7,2.7
Jun,10-Jun,1 AM,31.6,71.2,2.5
Jun,10-Jun,2 AM,31.6,71.1,2.1
Jun,10-Jun,3 AM,31.4,71.8,2.7
Jun,10-Jun,4 AM,31.1,72.9,2.4
Jun,10-Jun,5 AM,31.4,72.1,3.0
Jun,10-Jun,6 AM,32.2,71.1,2.6
Jun,10-Jun,7 AM,34.7,67.3,1.6
Jun,10-Jun,8 AM,40.9,55.1,3.1
Jun,10-Jun,9 AM,41.5,49.4,3.0
Jun,10-Jun,10 AM,41.7,47.3,3.1
Jun,10-Jun,11 AM,41.8,45.8,3.1
Jun,10-Jun,12 PM,42.0,44.8,2.9
Jun,10-Jun,1 PM,43.0,43.8,2.8
Jun,10-Jun,2 PM,43.8,41.9,2.7
Jun,10-Jun,3 PM,44.1,41.7,2.9
Jun,10-Jun,4 PM,44.3,41.0,2.8
Jun,10-Jun,5 PM,39.3,48.5,3.0
Jun,10-Jun,6 PM,34.7,58.3,2.9
Jun,10-Jun,7 PM,34.4,59.5,2.4
Jun,10-Jun,8 PM,33.1,61.0,3.5
Jun,10-Jun,9 PM,32.4,63.9,2.3
Jun,10-Jun,10 PM,32.2,65.2,2.4
Jun,10-Jun,11 PM,32.0,66.9,1.7
Jun,11-Jun,12 AM,32.0,66.8,1.6
Jun,11-Jun,1 AM,31.9,67.1,1.6
Jun,11-Jun,2 AM,31.9,67.1,2.9
Jun,11-Jun,3 AM,31.8,68.2,2.4
Jun,11-Jun,4 AM,31.3,69.0,1.7
Jun,11-Jun,5 AM,30.9,70.5,1.6
Jun,11-Jun,6 AM,31.7,69.6,3.8
Jun,11-Jun,7 AM,36.4,59.5,3.8
Jun,11-Jun,8 AM,39.5,52.3,2.6
Jun,11-Jun,9 AM,40.2,47.0,3.1
Jun,11-Jun,10 AM,40.6,46.1,2.8
Jun,11-Jun,11 AM,41.3,45.4,2.8
Jun,11-Jun,12 PM,42.1,43.4,3.0
Jun,11-Jun,1 PM,42.8,42.6,2.6
Jun,11-Jun,2 PM,42.8,42.7,2.9
Jun,11-Jun,3 PM,43.4,40.7,2.8
