Days,date time,Average of temp,Average of humid,Average of wind speed
26-Jan,7 AM,30.2,58.9,0.0
26-Jan,8 AM,35.4,50.9,0.0
26-Jan,9 AM,39.7,48.3,0.0
26-Jan,10 AM,39.4,49.0,0.1
26-Jan,11 AM,41.8,42.5,0.1
26-Jan,12 PM,43.3,38.7,0.2
26-Jan,1 PM,43.9,36.8,0.5
26-Jan,2 PM,45.7,32.5,0.2
26-Jan,3 PM,46.7,29.8,0.1
26-Jan,4 PM,44.9,32.7,0.0
26-Jan,5 PM,42.4,37.1,0.0
26-Jan,6 PM,39.9,39.7,0.0
26-Jan,7 PM,38.4,43.9,0.0
26-Jan,8 PM,37.0,48.3,0.0
26-Jan,9 PM,35.5,52.0,0.0
26-Jan,10 PM,34.5,55.5,0.0
26-Jan,11 PM,33.7,56.7,0.0
27-Jan,12 AM,32.5,58.2,0.0
27-Jan,1 AM,32.0,58.7,0.0
27-Jan,2 AM,31.4,60.0,0.0
27-Jan,3 AM,31.5,60.0,0.0
27-Jan,4 AM,30.9,60.9,0.0
27-Jan,5 AM,30.6,61.8,0.0
27-Jan,6 AM,30.5,61.8,0.0
27-Jan,7 AM,31.8,59.9,0.0
27-Jan,8 AM,35.8,54.7,0.0
27-Jan,9 AM,39.9,48.1,0.0
27-Jan,10 AM,41.0,45.1,0.1
27-Jan,11 AM,42.9,40.9,0.1
27-Jan,12 PM,44.1,37.8,0.1
27-Jan,1 PM,44.9,34.6,0.2
27-Jan,2 PM,46.7,31.9,0.1
27-Jan,3 PM,45.0,35.6,0.6
27-Jan,4 PM,41.9,40.1,0.2
27-Jan,5 PM,39.3,46.2,0.1
27-Jan,6 PM,37.1,50.6,0.2
27-Jan,7 PM,36.2,51.7,0.0
27-Jan,8 PM,35.2,54.1,0.0
27-Jan,9 PM,34.4,57.1,0.0
27-Jan,10 PM,33.2,59.5,0.0
27-Jan,11 PM,33.3,59.4,0.0
28-Jan,12 AM,32.8,60.1,0.0
28-Jan,1 AM,31.9,61.4,0.0
28-Jan,2 AM,31.5,62.0,0.0
28-Jan,3 AM,31.4,61.8,0.0
28-Jan,4 AM,31.4,61.7,0.0
28-Jan,5 AM,31.3,61.8,0.0
28-Jan,6 AM,30.9,62.6,0.0
28-Jan,7 AM,31.3,62.1,0.0
28-Jan,8 AM,35.5,57.0,0.0
28-Jan,9 AM,39.3,51.9,0.1
28-Jan,10 AM,40.3,49.1,0.1
28-Jan,11 AM,42.3,43.6,0.1
28-Jan,12 PM,43.1,40.7,0.2
28-Jan,1 PM,43.5,39.7,0.1
28-Jan,2 PM,45.1,37.4,0.0
28-Jan,3 PM,46.0,33.0,0.1
28-Jan,4 PM,43.7,35.8,0.1
28-Jan,5 PM,42.4,39.4,0.0
28-Jan,6 PM,39.1,47.7,0.0
28-Jan,7 PM,37.6,51.2,0.0
28-Jan,8 PM,35.9,53.9,0.0
28-Jan,9 PM,35.2,55.6,0.0
28-Jan,10 PM,34.4,57.4,0.0
28-Jan,11 PM,33.1,60.4,0.0
29-Jan,12 AM,32.7,61.0,0.0
29-Jan,1 AM,32.4,61.3,0.0
29-Jan,2 AM,32.4,61.4,0.0
29-Jan,3 AM,32.4,61.6,0.0
29-Jan,4 AM,32.3,62.3,0.0
29-Jan,5 AM,31.8,63.4,0.0
29-Jan,6 AM,31.7,63.3,0.0
29-Jan,7 AM,32.0,63.4,0.0
29-Jan,8 AM,35.6,58.3,0.0
29-Jan,9 AM,39.4,51.4,0.0
29-Jan,10 AM,40.6,47.3,0.1
29-Jan,11 AM,42.1,43.8,0.1
29-Jan,12 PM,43.7,40.0,0.2
29-Jan,1 PM,44.3,37.7,0.2
29-Jan,2 PM,45.9,36.1,0.0
29-Jan,3 PM,44.4,38.3,0.0
29-Jan,4 PM,43.6,39.8,0.3
29-Jan,5 PM,42.9,40.0,0.1
29-Jan,6 PM,40.4,45.7,0.0
29-Jan,7 PM,38.3,50.8,0.0
29-Jan,8 PM,36.7,54.3,0.0
29-Jan,9 PM,35.3,56.9,0.0
29-Jan,10 PM,34.4,58.3,0.0
29-Jan,11 PM,33.6,59.6,0.0
30-Jan,12 AM,33.1,60.2,0.0
30-Jan,1 AM,32.9,60.9,0.0
30-Jan,2 AM,32.4,62.0,0.0
30-Jan,3 AM,32.3,62.3,0.0
30-Jan,4 AM,32.2,62.8,0.0
30-Jan,5 AM,32.4,62.2,0.0
30-Jan,6 AM,32.2,63.0,0.0
30-Jan,7 AM,32.6,62.3,0.0
30-Jan,8 AM,35.2,59.5,0.0
30-Jan,9 AM,37.8,55.3,0.0
30-Jan,10 AM,40.5,48.9,0.0
30-Jan,11 AM,43.7,41.4,0.1
30-Jan,12 PM,43.9,39.1,0.1
30-Jan,1 PM,44.8,36.0,0.2
30-Jan,2 PM,46.1,29.1,0.5
30-Jan,3 PM,45.8,29.3,0.4
30-Jan,4 PM,45.2,30.7,0.3
30-Jan,5 PM,44.2,32.4,0.0
30-Jan,6 PM,40.6,35.9,0.0
30-Jan,7 PM,37.7,42.7,0.0
30-Jan,8 PM,34.9,49.7,0.0
30-Jan,9 PM,33.2,51.5,0.1
30-Jan,10 PM,32.9,52.1,0.0
30-Jan,11 PM,32.0,54.3,0.0
1-Feb,12 AM,32.7,60.5,0.0
1-Feb,1 AM,31.9,62.0,0.0
1-Feb,2 AM,31.2,63.3,0.0
1-Feb,3 AM,31.0,63.3,0.0
1-Feb,4 AM,31.5,62.4,0.0
1-Feb,5 AM,31.6,62.4,0.0
1-Feb,6 AM,32.0,62.3,0.0
1-Feb,7 AM,32.6,62.4,0.0
1-Feb,8 AM,35.4,58.7,0.1
1-Feb,9 AM,38.6,52.1,0.3
1-Feb,10 AM,40.0,47.8,0.2
1-Feb,11 AM,41.2,44.1,0.2
1-Feb,12 PM,40.9,44.2,0.1
1-Feb,1 PM,43.6,39.5,0.1
1-Feb,2 PM,43.2,39.7,0.0
1-Feb,3 PM,44.2,38.2,0.0
1-Feb,4 PM,43.6,38.9,0.1
1-Feb,5 PM,41.0,44.6,0.5
1-Feb,6 PM,37.8,51.4,0.8
1-Feb,7 PM,36.1,54.4,0.6
1-Feb,8 PM,35.8,54.4,0.0
1-Feb,9 PM,35.7,54.8,0.0
1-Feb,10 PM,35.2,56.8,0.0
1-Feb,11 PM,34.8,57.9,0.0
2-Feb,12 AM,34.1,59.6,0.0
2-Feb,1 AM,33.3,60.9,0.0
2-Feb,2 AM,33.1,61.1,0.0
2-Feb,3 AM,32.8,61.7,0.0
2-Feb,4 AM,32.4,62.8,0.0
2-Feb,5 AM,32.3,63.0,0.0
2-Feb,6 AM,31.7,64.6,0.0
2-Feb,7 AM,33.2,62.3,0.0
2-Feb,8 AM,36.9,55.5,0.0
2-Feb,9 AM,39.7,49.8,0.0
2-Feb,10 AM,40.5,47.9,0.1
2-Feb,11 AM,42.4,44.0,0.2
2-Feb,12 PM,42.6,42.4,0.2
2-Feb,1 PM,43.1,40.6,0.1
2-Feb,2 PM,44.9,35.7,0.2
2-Feb,3 PM,45.0,35.6,0.2
2-Feb,4 PM,44.0,37.7,0.5
2-Feb,5 PM,40.2,45.9,1.4
2-Feb,6 PM,37.6,52.4,0.4
2-Feb,7 PM,36.8,53.9,0.0
2-Feb,8 PM,35.9,55.9,0.0
2-Feb,9 PM,33.8,57.7,0.4
2-Feb,10 PM,33.5,57.1,0.1
2-Feb,11 PM,33.0,58.3,0.0
3-Feb,12 AM,32.6,59.4,0.0
3-Feb,1 AM,32.1,60.3,0.0
3-Feb,2 AM,31.4,62.2,0.0
3-Feb,3 AM,31.3,62.9,0.0
3-Feb,4 AM,31.2,63.2,0.0
3-Feb,5 AM,31.6,62.1,0.0
3-Feb,6 AM,31.8,61.4,0.0
3-Feb,7 AM,32.9,59.3,0.0
3-Feb,8 AM,37.6,52.8,0.0
3-Feb,9 AM,39.8,48.3,0.1
3-Feb,10 AM,40.4,46.1,0.1
3-Feb,11 AM,42.2,42.7,0.2
3-Feb,12 PM,42.4,41.9,0.2
3-Feb,1 PM,43.8,38.5,0.2
3-Feb,2 PM,44.7,35.1,0.4
3-Feb,3 PM,45.9,32.6,0.3
3-Feb,4 PM,46.0,32.4,0.2
3-Feb,5 PM,44.7,34.7,0.0
3-Feb,6 PM,39.9,46.3,0.6
3-Feb,7 PM,37.4,52.9,0.0
3-Feb,8 PM,36.9,53.8,0.0
3-Feb,9 PM,36.0,55.8,0.0
3-Feb,10 PM,35.1,57.6,0.0
3-Feb,11 PM,34.1,59.2,0.0
4-Feb,12 AM,33.6,60.0,0.0
4-Feb,1 AM,32.9,61.0,0.0
4-Feb,2 AM,33.1,60.7,0.0
4-Feb,3 AM,32.9,60.5,0.0
4-Feb,4 AM,32.7,61.4,0.0
4-Feb,5 AM,32.4,61.9,0.0
4-Feb,6 AM,31.9,62.5,0.0
4-Feb,7 AM,32.0,62.7,0.0
4-Feb,8 AM,35.0,57.0,0.0
4-Feb,9 AM,36.9,51.7,0.4
4-Feb,10 AM,39.3,45.8,1.0
4-Feb,11 AM,40.1,43.7,1.3
4-Feb,12 PM,40.5,42.8,1.5
4-Feb,1 PM,41.9,40.1,1.2
4-Feb,2 PM,42.6,38.3,1.4
4-Feb,3 PM,42.5,38.6,1.3
4-Feb,4 PM,41.2,40.6,1.4
4-Feb,5 PM,39.0,44.9,0.7
4-Feb,6 PM,38.0,47.0,0.2
4-Feb,7 PM,37.1,47.2,0.3
4-Feb,8 PM,36.8,47.2,0.0
4-Feb,9 PM,35.6,49.5,0.2
4-Feb,10 PM,35.2,49.8,0.0
4-Feb,11 PM,34.4,51.4,0.0
5-Feb,12 AM,33.3,56.3,0.0
5-Feb,1 AM,33.1,59.1,0.0
5-Feb,2 AM,32.9,60.0,0.0
5-Feb,3 AM,32.6,60.7,0.0
5-Feb,4 AM,32.2,61.9,0.0
5-Feb,5 AM,32.2,57.1,0.0
5-Feb,6 AM,31.9,54.6,0.2
5-Feb,7 AM,32.4,52.7,0.0
5-Feb,8 AM,36.0,47.5,0.0
5-Feb,9 AM,37.7,43.3,0.7
5-Feb,10 AM,36.8,43.6,1.4
5-Feb,11 AM,37.4,42.0,1.5
5-Feb,12 PM,38.7,39.5,1.6
5-Feb,1 PM,39.5,38.3,1.9
5-Feb,2 PM,40.1,36.8,1.6
5-Feb,3 PM,40.5,35.9,1.6
5-Feb,4 PM,40.4,35.8,1.2
5-Feb,5 PM,39.4,37.6,0.6
5-Feb,6 PM,38.5,39.9,0.0
5-Feb,7 PM,36.9,43.1,0.0
5-Feb,8 PM,35.6,46.1,0.3
5-Feb,9 PM,35.1,44.5,0.4
5-Feb,10 PM,34.7,46.2,0.0
5-Feb,11 PM,33.6,49.0,0.0
6-Feb,12 AM,32.4,53.0,0.0
6-Feb,1 AM,31.9,52.7,0.0
6-Feb,2 AM,31.2,55.3,0.0
6-Feb,3 AM,30.6,55.2,0.0
6-Feb,4 AM,30.2,56.5,0.0
6-Feb,5 AM,29.6,58.3,0.0
6-Feb,6 AM,29.0,59.4,0.0
6-Feb,7 AM,29.9,58.1,0.0
6-Feb,8 AM,33.5,49.6,0.0
6-Feb,9 AM,35.8,44.2,0.0
6-Feb,10 AM,38.7,39.2,0.3
6-Feb,11 AM,39.0,37.1,1.2
6-Feb,12 PM,39.7,36.3,1.2
6-Feb,1 PM,40.7,34.9,1.0
6-Feb,2 PM,41.6,33.9,0.9
6-Feb,3 PM,42.9,32.8,0.6
6-Feb,4 PM,42.9,32.0,0.5
6-Feb,5 PM,41.4,34.0,0.3
6-Feb,6 PM,39.0,38.4,0.0
6-Feb,7 PM,36.9,43.3,0.0
6-Feb,8 PM,35.7,45.2,0.0
6-Feb,9 PM,34.4,48.1,0.0
6-Feb,10 PM,33.7,49.7,0.0
6-Feb,11 PM,32.9,51.8,0.0
7-Feb,12 AM,32.0,53.8,0.0
7-Feb,1 AM,31.4,55.6,0.0
7-Feb,2 AM,30.5,58.3,0.0
7-Feb,3 AM,30.2,58.8,0.0
7-Feb,4 AM,29.7,59.4,0.0
7-Feb,5 AM,29.6,59.5,0.0
7-Feb,6 AM,29.0,60.5,0.0
7-Feb,7 AM,30.3,59.0,0.0
7-Feb,8 AM,35.8,49.8,0.0
7-Feb,9 AM,39.6,42.7,0.1
7-Feb,10 AM,40.4,38.4,0.5
7-Feb,11 AM,41.4,35.8,0.7
7-Feb,12 PM,43.0,33.9,0.4
7-Feb,1 PM,44.5,31.7,0.3
7-Feb,2 PM,46.8,29.6,0.1
7-Feb,3 PM,46.6,29.9,0.0
7-Feb,4 PM,45.0,32.4,0.5
7-Feb,5 PM,42.9,34.8,0.2
7-Feb,6 PM,40.4,39.2,0.0
7-Feb,7 PM,37.9,45.7,0.0
7-Feb,8 PM,36.1,50.1,0.0
7-Feb,9 PM,34.6,52.9,0.2
7-Feb,10 PM,34.1,53.5,0.0
7-Feb,11 PM,33.6,54.6,0.0
8-Feb,12 AM,32.8,56.2,0.1
8-Feb,1 AM,32.0,58.9,0.0
8-Feb,2 AM,31.1,60.2,0.1
8-Feb,3 AM,30.9,60.1,0.0
8-Feb,4 AM,30.7,60.3,0.0
8-Feb,5 AM,30.4,60.5,0.0
8-Feb,6 AM,30.5,60.1,0.0
8-Feb,7 AM,31.8,58.6,0.0
8-Feb,8 AM,36.7,51.4,0.0
8-Feb,9 AM,39.7,47.1,0.0
8-Feb,10 AM,41.9,41.8,0.1
8-Feb,11 AM,43.5,36.2,0.1
8-Feb,12 PM,44.5,35.6,0.1
8-Feb,1 PM,46.2,32.4,0.4
8-Feb,2 PM,46.9,30.7,0.4
8-Feb,3 PM,47.2,30.2,0.2
8-Feb,4 PM,46.9,30.4,0.1
8-Feb,5 PM,45.4,32.7,0.0
8-Feb,6 PM,41.8,38.5,0.0
8-Feb,7 PM,39.5,45.2,0.0
8-Feb,8 PM,37.6,49.7,0.0
8-Feb,9 PM,36.1,52.2,0.1
8-Feb,10 PM,35.0,54.7,0.0
8-Feb,11 PM,34.1,56.3,0.0
9-Feb,12 AM,33.4,57.6,0.0
9-Feb,1 AM,32.9,58.0,0.0
9-Feb,2 AM,32.7,58.2,0.0
9-Feb,3 AM,32.1,59.1,0.0
9-Feb,4 AM,32.1,59.3,0.0
9-Feb,5 AM,31.5,60.2,0.0
9-Feb,6 AM,31.0,61.3,0.0
9-Feb,7 AM,32.2,59.8,0.0
9-Feb,8 AM,36.6,54.7,0.0
9-Feb,9 AM,39.8,50.1,0.0
9-Feb,10 AM,41.0,47.2,0.1
9-Feb,11 AM,42.6,44.2,0.1
9-Feb,12 PM,43.6,41.3,0.2
9-Feb,1 PM,44.6,39.7,0.3
9-Feb,2 PM,45.0,39.4,0.5
9-Feb,3 PM,45.8,38.0,0.2
9-Feb,4 PM,43.3,41.9,0.1
9-Feb,5 PM,39.9,49.8,0.4
9-Feb,6 PM,32.7,65.3,0.9
9-Feb,7 PM,32.9,65.6,0.0
9-Feb,8 PM,32.9,64.9,0.0
9-Feb,9 PM,32.9,65.2,0.0
9-Feb,10 PM,32.3,66.2,0.2
9-Feb,11 PM,31.7,66.9,0.1
10-Feb,12 AM,32.4,65.4,0.0
10-Feb,1 AM,32.8,64.6,0.0
10-Feb,2 AM,32.9,64.7,0.0
10-Feb,3 AM,32.7,65.0,0.0
10-Feb,4 AM,32.9,64.8,0.0
10-Feb,5 AM,32.7,65.2,0.0
10-Feb,6 AM,32.8,65.0,0.0
10-Feb,7 AM,33.8,63.8,0.0
10-Feb,8 AM,36.4,59.3,0.0
10-Feb,9 AM,38.9,54.0,0.0
10-Feb,10 AM,40.5,49.3,0.0
10-Feb,11 AM,41.9,46.1,0.0
10-Feb,12 PM,43.4,43.2,0.1
10-Feb,1 PM,44.8,40.3,0.1
10-Feb,2 PM,40.4,47.7,0.2
10-Feb,3 PM,39.1,49.4,0.1
10-Feb,4 PM,38.6,50.8,0.0
10-Feb,5 PM,37.4,53.0,0.0
10-Feb,6 PM,36.2,56.2,0.0
10-Feb,7 PM,35.7,58.0,0.0
10-Feb,8 PM,35.2,59.4,0.0
10-Feb,9 PM,34.2,61.1,0.0
10-Feb,10 PM,33.4,61.2,0.0
10-Feb,11 PM,33.1,61.3,0.0
11-Feb,12 AM,33.2,61.5,0.0
11-Feb,1 AM,32.5,62.9,0.0
11-Feb,2 AM,32.4,62.8,0.0
11-Feb,3 AM,32.2,63.1,0.0
11-Feb,4 AM,32.2,63.5,0.0
11-Feb,5 AM,32.1,63.6,0.0
11-Feb,6 AM,31.7,64.2,0.0
11-Feb,7 AM,32.2,63.5,0.0
11-Feb,8 AM,35.7,58.5,0.0
11-Feb,9 AM,39.1,53.5,0.1
11-Feb,10 AM,38.8,53.2,0.1
11-Feb,11 AM,40.1,50.7,0.2
11-Feb,12 PM,41.8,46.1,0.2
11-Feb,1 PM,42.7,44.1,0.2
11-Feb,2 PM,40.6,45.9,0.3
11-Feb,3 PM,38.4,50.7,0.7
11-Feb,4 PM,38.1,52.5,0.1
11-Feb,5 PM,37.8,50.4,0.0
11-Feb,6 PM,36.9,53.2,0.0
11-Feb,7 PM,35.3,56.4,0.0
11-Feb,8 PM,34.5,57.8,0.0
11-Feb,9 PM,34.3,59.1,0.0
11-Feb,10 PM,33.7,60.7,0.0
11-Feb,11 PM,33.4,61.6,0.0
12-Feb,12 AM,33.1,62.6,0.0
12-Feb,1 AM,32.5,63.8,0.0
12-Feb,2 AM,32.5,63.6,0.0
12-Feb,3 AM,32.9,62.3,0.0
12-Feb,4 AM,33.0,61.9,0.0
12-Feb,5 AM,32.5,63.5,0.0
12-Feb,6 AM,32.3,63.9,0.0
12-Feb,7 AM,32.8,63.7,0.0
12-Feb,8 AM,36.0,59.0,0.0
12-Feb,9 AM,38.9,53.6,0.0
12-Feb,10 AM,40.1,49.8,0.2
12-Feb,11 AM,36.3,57.1,0.5
12-Feb,12 PM,31.9,65.9,0.9
12-Feb,1 PM,33.4,64.5,0.1
12-Feb,2 PM,35.9,58.2,0.0
12-Feb,3 PM,38.1,54.7,0.0
12-Feb,4 PM,37.9,54.6,0.0
12-Feb,5 PM,36.1,58.2,0.0
12-Feb,6 PM,34.7,61.1,0.0
12-Feb,7 PM,33.8,63.3,0.0
12-Feb,8 PM,33.4,64.4,0.0
12-Feb,9 PM,32.8,65.9,0.0
12-Feb,10 PM,32.4,66.7,0.0
12-Feb,11 PM,32.0,66.9,0.0
13-Feb,12 AM,32.0,66.6,0.0
13-Feb,1 AM,31.5,66.4,0.0
13-Feb,2 AM,31.2,66.7,0.0
13-Feb,3 AM,31.0,66.1,0.0
13-Feb,4 AM,30.7,66.1,0.0
13-Feb,5 AM,30.2,66.4,0.0
13-Feb,6 AM,30.3,66.1,0.0
13-Feb,7 AM,31.0,65.4,0.0
13-Feb,8 AM,34.7,60.1,0.0
13-Feb,9 AM,38.1,53.6,0.1
13-Feb,10 AM,41.2,47.8,0.0
13-Feb,11 AM,42.3,45.6,0.1
13-Feb,12 PM,43.0,43.8,0.2
13-Feb,1 PM,43.5,41.6,0.4
13-Feb,2 PM,44.8,38.2,0.3
13-Feb,3 PM,45.5,36.0,0.2
13-Feb,4 PM,45.7,37.0,0.1
13-Feb,5 PM,42.4,42.6,0.1
13-Feb,6 PM,38.1,49.9,0.4
13-Feb,7 PM,35.7,53.8,0.2
13-Feb,8 PM,34.2,55.5,0.4
13-Feb,9 PM,33.7,57.4,0.2
13-Feb,10 PM,33.6,57.8,0.0
13-Feb,11 PM,33.3,58.7,0.0
14-Feb,12 AM,33.1,59.6,0.0
14-Feb,1 AM,32.2,61.5,0.0
14-Feb,2 AM,32.1,61.5,0.0
14-Feb,3 AM,32.3,61.3,0.0
14-Feb,4 AM,31.8,62.5,0.0
14-Feb,5 AM,31.3,63.6,0.0
14-Feb,6 AM,31.5,63.5,0.0
14-Feb,7 AM,33.4,60.8,0.0
14-Feb,8 AM,35.9,57.1,0.0
14-Feb,9 AM,40.0,50.8,0.0
14-Feb,10 AM,42.1,45.2,0.1
14-Feb,11 AM,43.1,42.9,0.2
14-Feb,12 PM,43.4,42.0,0.1
14-Feb,1 PM,41.2,44.5,0.9
14-Feb,2 PM,38.5,52.0,0.2
14-Feb,3 PM,40.6,48.8,0.1
14-Feb,4 PM,42.5,43.8,0.1
14-Feb,5 PM,39.8,49.5,0.2
14-Feb,6 PM,36.5,56.5,0.0
14-Feb,7 PM,34.9,59.6,0.4
14-Feb,8 PM,31.2,67.3,1.1
14-Feb,9 PM,31.4,66.8,0.1
14-Feb,10 PM,30.5,69.3,0.3
14-Feb,11 PM,30.7,69.3,0.1
15-Feb,12 AM,31.0,67.6,0.0
15-Feb,1 AM,30.8,67.7,0.0
15-Feb,2 AM,30.8,67.7,0.0
15-Feb,3 AM,30.9,67.3,0.0
15-Feb,4 AM,30.9,67.6,0.0
15-Feb,5 AM,30.6,68.0,0.0
15-Feb,6 AM,30.5,68.0,0.0
15-Feb,7 AM,31.0,67.4,0.0
15-Feb,8 AM,33.2,63.6,0.0
15-Feb,9 AM,36.4,55.4,0.7
15-Feb,10 AM,35.7,53.1,1.4
15-Feb,11 AM,36.4,51.8,1.3
15-Feb,12 PM,37.1,50.6,0.9
15-Feb,1 PM,39.3,45.3,1.4
15-Feb,2 PM,39.2,45.3,0.9
15-Feb,3 PM,39.2,45.8,0.7
15-Feb,4 PM,38.7,46.7,0.4
15-Feb,5 PM,37.7,49.2,0.0
15-Feb,6 PM,36.9,51.6,0.0
15-Feb,7 PM,35.8,54.3,0.0
15-Feb,8 PM,35.2,55.9,0.0
15-Feb,9 PM,34.8,57.1,0.0
15-Feb,10 PM,34.6,58.3,0.0
15-Feb,11 PM,33.9,60.0,0.0
16-Feb,12 AM,33.3,61.9,0.0
16-Feb,1 AM,32.5,62.8,0.0
16-Feb,2 AM,32.1,63.3,0.0
16-Feb,3 AM,31.7,63.8,0.0
16-Feb,4 AM,31.5,64.2,0.0
16-Feb,5 AM,31.5,64.3,0.0
16-Feb,6 AM,31.6,64.3,0.0
16-Feb,7 AM,32.2,63.8,0.0
16-Feb,8 AM,33.4,61.0,0.2
16-Feb,9 AM,34.9,56.3,0.4
16-Feb,10 AM,38.1,49.0,0.2
16-Feb,11 AM,38.9,46.2,0.8
16-Feb,12 PM,39.9,44.6,1.0
16-Feb,1 PM,39.4,46.1,0.6
16-Feb,2 PM,38.4,49.1,0.5
16-Feb,3 PM,39.1,48.8,0.4
16-Feb,4 PM,38.4,50.2,0.2
16-Feb,5 PM,37.1,52.9,0.1
16-Feb,6 PM,35.9,55.3,0.0
16-Feb,7 PM,35.4,55.8,0.0
16-Feb,8 PM,34.9,56.9,0.0
16-Feb,9 PM,34.5,58.1,0.0
16-Feb,10 PM,33.8,59.7,0.0
16-Feb,11 PM,33.3,61.3,0.0
17-Feb,12 AM,32.8,62.5,0.0
17-Feb,1 AM,32.1,63.7,0.0
17-Feb,2 AM,32.5,62.7,0.0
17-Feb,3 AM,32.5,63.1,0.0
17-Feb,4 AM,31.8,64.7,0.0
17-Feb,5 AM,31.2,64.7,0.1
17-Feb,6 AM,31.8,63.1,0.0
17-Feb,7 AM,32.3,62.9,0.0
17-Feb,8 AM,33.6,61.1,0.0
17-Feb,9 AM,35.2,58.4,0.0
17-Feb,10 AM,38.4,52.1,0.3
17-Feb,11 AM,40.6,47.9,0.3
17-Feb,12 PM,39.9,48.8,0.2
17-Feb,1 PM,41.0,46.7,0.3
17-Feb,2 PM,42.5,43.6,0.3
17-Feb,3 PM,42.2,43.6,0.0
17-Feb,4 PM,40.2,47.3,0.3
17-Feb,5 PM,34.7,59.0,0.5
17-Feb,6 PM,33.5,62.7,0.1
17-Feb,7 PM,32.9,62.7,0.0
17-Feb,8 PM,32.9,62.9,0.0
17-Feb,9 PM,32.6,63.3,0.0
17-Feb,10 PM,32.5,63.3,0.0
17-Feb,11 PM,32.1,64.2,0.0
18-Feb,12 AM,31.5,65.9,0.0
18-Feb,1 AM,31.0,66.6,0.0
18-Feb,2 AM,30.7,66.2,0.0
18-Feb,3 AM,30.5,66.7,0.0
18-Feb,4 AM,30.3,66.5,0.0
18-Feb,5 AM,30.3,65.9,0.0
18-Feb,6 AM,30.7,65.8,0.0
18-Feb,7 AM,31.6,64.6,0.0
18-Feb,8 AM,34.9,60.0,0.0
18-Feb,9 AM,39.1,52.4,0.2
18-Feb,10 AM,40.1,48.7,0.6
18-Feb,11 AM,41.4,46.3,0.4
18-Feb,12 PM,42.4,43.7,0.3
18-Feb,1 PM,42.1,43.7,0.4
18-Feb,2 PM,42.8,42.3,0.3
18-Feb,3 PM,42.0,43.4,0.3
18-Feb,4 PM,42.0,44.0,0.6
18-Feb,5 PM,40.1,47.6,0.3
18-Feb,6 PM,38.0,51.4,0.0
18-Feb,7 PM,37.2,53.9,0.0
18-Feb,8 PM,36.9,54.5,0.0
18-Feb,9 PM,36.5,55.7,0.0
18-Feb,10 PM,35.6,57.2,0.0
18-Feb,11 PM,34.7,59.4,0.0
19-Feb,12 AM,34.2,60.8,0.0
19-Feb,1 AM,33.8,61.6,0.0
19-Feb,2 AM,33.1,63.1,0.0
19-Feb,3 AM,32.5,64.6,0.0
19-Feb,4 AM,32.9,63.1,0.0
19-Feb,5 AM,32.5,63.9,0.0
19-Feb,6 AM,32.2,64.3,0.0
19-Feb,7 AM,31.4,66.6,0.9
19-Feb,8 AM,30.7,69.1,0.2
19-Feb,9 AM,33.0,66.3,0.1
19-Feb,10 AM,37.9,55.1,0.1
19-Feb,11 AM,40.6,49.1,0.3
19-Feb,12 PM,40.9,47.0,0.6
19-Feb,1 PM,41.8,45.7,0.8
19-Feb,2 PM,42.5,44.0,1.1
19-Feb,3 PM,42.1,42.5,1.5
19-Feb,4 PM,42.5,42.0,1.0
19-Feb,5 PM,42.3,42.2,0.3
19-Feb,6 PM,39.0,48.0,0.0
19-Feb,7 PM,37.6,52.5,0.0
19-Feb,8 PM,36.5,55.4,0.0
19-Feb,9 PM,35.7,57.3,0.0
19-Feb,10 PM,35.5,58.2,0.0
19-Feb,11 PM,34.8,59.1,0.0
20-Feb,12 AM,34.5,59.4,0.0
20-Feb,1 AM,34.6,59.8,0.0
20-Feb,2 AM,34.1,60.9,0.0
20-Feb,3 AM,33.2,62.6,0.0
20-Feb,4 AM,33.4,62.6,0.0
20-Feb,5 AM,32.6,64.1,0.0
20-Feb,6 AM,32.5,64.2,0.0
20-Feb,7 AM,34.0,62.1,0.0
20-Feb,8 AM,36.8,57.9,0.2
20-Feb,9 AM,38.1,55.5,0.3
20-Feb,10 AM,39.5,51.3,0.2
20-Feb,11 AM,40.8,47.9,0.2
20-Feb,12 PM,41.7,45.6,0.4
20-Feb,1 PM,42.4,42.6,1.4
20-Feb,2 PM,42.6,42.1,1.5
20-Feb,3 PM,40.4,46.5,1.4
20-Feb,4 PM,39.7,48.9,1.0
20-Feb,5 PM,38.4,52.0,0.7
20-Feb,6 PM,37.5,54.9,0.2
20-Feb,7 PM,36.3,57.1,0.0
20-Feb,8 PM,35.3,58.7,0.0
20-Feb,9 PM,35.0,59.3,0.0
20-Feb,10 PM,34.8,60.1,0.0
20-Feb,11 PM,34.3,60.9,0.0
21-Feb,12 AM,33.9,61.7,0.0
21-Feb,1 AM,33.4,62.6,0.0
21-Feb,2 AM,33.7,62.4,0.0
21-Feb,3 AM,33.6,62.3,0.0
21-Feb,4 AM,33.3,63.0,0.0
21-Feb,5 AM,33.0,63.3,0.0
21-Feb,6 AM,33.0,63.5,0.0
21-Feb,7 AM,34.4,61.9,0.0
21-Feb,8 AM,37.1,57.0,0.2
21-Feb,9 AM,38.1,53.6,0.6
21-Feb,10 AM,39.0,50.5,0.8
21-Feb,11 AM,39.5,48.5,0.9
21-Feb,12 PM,39.1,48.1,1.3
21-Feb,1 PM,40.2,45.4,1.1
