Months,Days,date time,Average of temp,Average of humid,Average of wind speed
Apr,5-Apr,12 AM,35.5,42.2,3.3
Apr,5-Apr,1 AM,35.6,42.4,3.5
Apr,5-Apr,2 AM,35.6,42.6,3.7
Apr,5-Apr,3 AM,35.6,42.6,3.4
Apr,5-Apr,4 AM,35.6,42.6,3.5
Apr,5-Apr,5 AM,35.6,42.7,3.5
Apr,5-Apr,6 AM,35.5,42.9,3.3
Apr,5-Apr,7 AM,35.5,43.1,3.1
Apr,5-Apr,8 AM,35.1,43.1,3.4
Apr,5-Apr,9 AM,29.7,48.2,3.7
Apr,5-Apr,10 AM,29.0,50.8,3.6
Apr,5-Apr,11 AM,28.8,51.4,3.6
Apr,5-Apr,12 PM,28.8,50.9,3.5
Apr,5-Apr,1 PM,28.8,50.6,3.6
Apr,5-Apr,2 PM,28.6,49.9,3.5
Apr,5-Apr,3 PM,28.7,50.2,3.7
Apr,5-Apr,4 PM,31.6,46.1,3.7
Apr,5-Apr,5 PM,35.1,42.2,3.6
Apr,5-Apr,6 PM,35.8,41.8,3.4
Apr,5-Apr,7 PM,35.9,42.0,3.3
Apr,5-Apr,8 PM,36.1,42.0,3.4
Apr,5-Apr,9 PM,36.3,42.1,3.3
Apr,5-Apr,10 PM,36.4,42.4,3.3
Apr,5-Apr,11 PM,36.5,42.6,3.4
Apr,6-Apr,12 AM,36.6,43.0,3.2
Apr,6-Apr,1 AM,36.7,43.3,3.4
Apr,6-Apr,2 AM,36.7,43.7,3.5
Apr,6-Apr,3 AM,36.7,43.9,3.5
Apr,6-Apr,4 AM,36.6,44.2,3.2
Apr,6-Apr,5 AM,36.7,44.4,3.6
Apr,6-Apr,6 AM,36.6,44.5,3.3
Apr,6-Apr,7 AM,36.6,44.7,3.4
Apr,6-Apr,8 AM,36.7,44.9,3.7
Apr,6-Apr,9 AM,36.7,44.9,3.5
Apr,6-Apr,10 AM,36.9,44.7,3.6
Apr,6-Apr,11 AM,37.0,44.5,3.4
Apr,6-Apr,12 PM,37.1,44.4,3.4
Apr,6-Apr,1 PM,37.3,44.1,3.5
Apr,6-Apr,2 PM,37.5,43.7,3.5
Apr,6-Apr,3 PM,37.7,43.3,3.3
Apr,6-Apr,4 PM,38.0,43.1,3.4
Apr,6-Apr,5 PM,38.1,43.0,3.6
Apr,6-Apr,6 PM,38.2,43.0,3.5
Apr,6-Apr,7 PM,38.2,43.1,3.4
Apr,6-Apr,8 PM,38.2,43.1,3.6
Apr,6-Apr,9 PM,38.2,43.3,3.3
Apr,6-Apr,10 PM,38.3,43.5,3.4
Apr,6-Apr,11 PM,38.3,43.7,3.4
Apr,7-Apr,12 AM,38.3,43.7,3.4
Apr,7-Apr,1 AM,38.3,43.6,3.5
Apr,7-Apr,2 AM,38.3,43.5,3.4
Apr,7-Apr,3 AM,38.2,43.6,3.4
Apr,7-Apr,4 AM,38.2,43.7,3.3
Apr,7-Apr,5 AM,38.2,43.8,3.3
Apr,7-Apr,6 AM,38.1,43.8,3.3
Apr,7-Apr,7 AM,38.0,43.5,3.8
Apr,7-Apr,8 AM,37.0,42.7,3.7
Apr,7-Apr,9 AM,30.4,42.8,3.5
Apr,7-Apr,10 AM,29.5,46.5,3.6
Apr,7-Apr,11 AM,29.2,47.3,3.4
Apr,7-Apr,12 PM,29.2,47.1,3.7
Apr,7-Apr,1 PM,29.0,47.1,3.4
Apr,7-Apr,2 PM,29.1,47.3,3.6
Apr,7-Apr,3 PM,29.2,47.2,3.6
Apr,7-Apr,4 PM,34.1,41.2,3.6
Apr,7-Apr,5 PM,36.1,39.3,3.4
Apr,7-Apr,6 PM,36.6,39.1,3.4
Apr,7-Apr,7 PM,36.8,39.1,3.3
Apr,7-Apr,8 PM,37.1,38.9,3.6
Apr,7-Apr,9 PM,37.3,38.9,3.5
Apr,7-Apr,10 PM,37.4,38.9,3.4
Apr,7-Apr,11 PM,37.5,38.8,3.4
Apr,8-Apr,12 AM,37.6,38.8,3.4
Apr,8-Apr,1 AM,37.6,39.0,3.3
Apr,8-Apr,2 AM,37.7,39.2,3.3
Apr,8-Apr,3 AM,37.6,39.0,3.4
Apr,8-Apr,4 AM,37.6,38.7,3.5
Apr,8-Apr,5 AM,37.6,38.4,3.4
Apr,8-Apr,6 AM,37.6,38.1,3.1
Apr,8-Apr,7 AM,37.6,37.7,3.2
Apr,8-Apr,8 AM,36.7,37.4,3.3
Apr,8-Apr,9 AM,30.6,41.7,3.5
Apr,8-Apr,10 AM,29.8,44.8,3.3
Apr,8-Apr,11 AM,29.5,46.1,3.5
Apr,8-Apr,12 PM,29.7,44.2,3.4
Apr,8-Apr,1 PM,29.4,46.8,3.4
Apr,8-Apr,2 PM,29.2,47.0,3.4
Apr,8-Apr,3 PM,29.3,47.2,3.5
Apr,8-Apr,4 PM,29.2,47.7,3.4
Apr,8-Apr,5 PM,33.5,41.8,3.4
Apr,8-Apr,6 PM,35.6,39.7,3.2
Apr,8-Apr,7 PM,36.2,39.3,3.5
Apr,8-Apr,8 PM,36.7,38.9,3.1
Apr,8-Apr,9 PM,36.9,38.8,3.1
Apr,8-Apr,10 PM,37.1,38.7,3.4
Apr,8-Apr,11 PM,37.2,38.9,3.3
Apr,9-Apr,12 AM,37.3,39.0,3.2
Apr,9-Apr,1 AM,37.4,39.1,3.3
Apr,9-Apr,2 AM,37.4,39.2,3.4
Apr,9-Apr,3 AM,37.4,39.2,3.5
Apr,9-Apr,4 AM,37.4,39.3,3.1
Apr,9-Apr,5 AM,37.4,39.3,3.1
Apr,9-Apr,6 AM,37.4,39.3,3.4
Apr,9-Apr,7 AM,37.4,39.4,3.3
Apr,9-Apr,8 AM,37.3,39.7,3.2
Apr,9-Apr,9 AM,31.1,42.6,3.3
Apr,9-Apr,10 AM,29.7,47.4,3.3
Apr,9-Apr,11 AM,29.4,48.5,3.5
Apr,9-Apr,12 PM,29.4,48.7,3.4
Apr,9-Apr,1 PM,29.4,48.3,3.5
Apr,9-Apr,2 PM,28.6,49.9,4.5
Apr,9-Apr,3 PM,29.4,48.1,3.3
Apr,9-Apr,4 PM,29.0,48.2,3.0
Apr,9-Apr,5 PM,28.9,49.9,3.0
Apr,9-Apr,6 PM,30.7,47.5,3.1
Apr,9-Apr,7 PM,33.2,44.3,3.1
Apr,9-Apr,8 PM,34.1,44.1,3.3
Apr,9-Apr,9 PM,34.5,44.3,3.2
Apr,9-Apr,10 PM,34.7,44.7,3.1
Apr,9-Apr,11 PM,34.8,45.2,3.3
Apr,10-Apr,12 AM,35.0,45.4,3.4
Apr,10-Apr,1 AM,35.0,45.7,3.2
Apr,10-Apr,2 AM,35.0,46.0,3.2
Apr,10-Apr,3 AM,35.1,46.1,3.2
Apr,10-Apr,4 AM,35.1,46.1,3.2
Apr,10-Apr,5 AM,35.0,46.2,3.2
Apr,10-Apr,6 AM,35.0,46.3,3.2
Apr,10-Apr,7 AM,35.1,46.3,3.2
Apr,10-Apr,8 AM,35.3,46.1,3.1
Apr,10-Apr,9 AM,35.4,46.1,3.2
Apr,10-Apr,10 AM,35.5,46.0,3.1
Apr,10-Apr,11 AM,31.1,48.3,3.2
Apr,10-Apr,12 PM,31.6,46.2,3.4
Apr,10-Apr,1 PM,34.1,43.7,3.1
Apr,10-Apr,2 PM,34.9,44.0,3.2
Apr,10-Apr,3 PM,35.4,44.5,3.1
Apr,10-Apr,4 PM,35.8,44.9,3.3
Apr,10-Apr,5 PM,36.0,45.3,3.1
Apr,10-Apr,6 PM,36.0,46.0,3.1
Apr,10-Apr,7 PM,36.2,46.2,3.1
Apr,10-Apr,8 PM,36.4,46.4,3.2
Apr,10-Apr,9 PM,36.4,46.9,3.2
Apr,11-Apr,5 AM,26.2,60.3,5.7
Apr,11-Apr,6 AM,30.5,51.5,5.8
Apr,11-Apr,7 AM,33.1,47.5,5.9
Apr,11-Apr,8 AM,33.5,47.1,6.2
Apr,11-Apr,9 AM,27.3,53.0,5.8
Apr,11-Apr,10 AM,27.0,57.0,6.2
Apr,11-Apr,11 AM,26.9,57.7,6.2
Apr,11-Apr,12 PM,26.9,58.1,5.5
Apr,11-Apr,1 PM,27.0,57.7,5.9
Apr,11-Apr,2 PM,26.9,59.2,6.2
Apr,11-Apr,3 PM,27.1,59.0,6.3
Apr,11-Apr,4 PM,31.1,50.6,6.2
Apr,11-Apr,5 PM,31.9,58.5,3.2
Apr,11-Apr,6 PM,32.1,60.2,3.1
Apr,14-Apr,11 AM,35.5,58.8,4.8
Apr,14-Apr,12 PM,35.6,58.5,4.1
Apr,14-Apr,1 PM,35.7,57.6,4.2
Apr,14-Apr,2 PM,35.9,57.3,4.4
Apr,14-Apr,3 PM,36.1,56.9,4.6
Apr,14-Apr,4 PM,36.2,56.4,4.7
Apr,14-Apr,5 PM,36.2,55.5,4.4
Apr,14-Apr,6 PM,36.2,55.9,4.4
Apr,14-Apr,7 PM,36.2,56.3,4.5
Apr,14-Apr,8 PM,36.2,56.4,4.8
Apr,14-Apr,9 PM,36.1,56.4,5.0
Apr,14-Apr,10 PM,36.0,56.6,4.6
Apr,14-Apr,11 PM,35.9,56.5,4.0
Apr,15-Apr,12 AM,35.9,56.4,4.2
Apr,15-Apr,1 AM,35.8,56.4,4.7
Apr,15-Apr,2 AM,35.7,56.3,4.8
Apr,15-Apr,3 AM,35.6,56.2,4.6
Apr,15-Apr,4 AM,35.5,56.2,4.2
Apr,15-Apr,5 AM,35.4,56.3,4.7
Apr,15-Apr,6 AM,35.4,56.4,4.2
Apr,15-Apr,7 AM,35.3,57.1,4.2
Apr,15-Apr,8 AM,35.3,58.7,4.3
Apr,15-Apr,9 AM,35.5,59.3,4.4
Apr,15-Apr,10 AM,35.7,58.6,4.6
Apr,15-Apr,11 AM,35.8,57.6,4.5
Apr,15-Apr,12 PM,35.9,56.9,4.4
Apr,15-Apr,1 PM,36.0,56.5,4.4
Apr,15-Apr,2 PM,36.2,56.0,4.5
Apr,15-Apr,3 PM,36.4,55.4,4.6
Apr,15-Apr,4 PM,36.5,55.1,4.3
Apr,15-Apr,5 PM,36.5,55.0,4.1
Apr,15-Apr,6 PM,36.5,55.0,4.7
Apr,15-Apr,7 PM,36.5,54.9,4.4
Apr,15-Apr,8 PM,36.4,54.8,4.3
Apr,15-Apr,9 PM,36.3,54.4,4.6
Apr,15-Apr,10 PM,36.2,54.0,4.1
Apr,15-Apr,11 PM,36.2,54.2,4.8
Apr,16-Apr,12 AM,36.1,54.5,4.2
Apr,16-Apr,1 AM,36.0,54.7,4.8
Apr,16-Apr,2 AM,35.9,55.0,4.7
Apr,16-Apr,3 AM,35.8,55.5,4.5
Apr,16-Apr,4 AM,35.7,55.8,4.4
Apr,16-Apr,5 AM,35.6,56.4,4.2
Apr,16-Apr,6 AM,35.5,56.9,4.7
Apr,16-Apr,7 AM,35.5,57.8,4.4
Apr,16-Apr,8 AM,35.5,59.1,4.3
Apr,16-Apr,9 AM,35.6,59.5,3.7
Apr,16-Apr,10 AM,35.9,59.1,4.2
Apr,16-Apr,11 AM,36.0,58.5,4.6
Apr,16-Apr,12 PM,36.1,57.8,4.8
Apr,16-Apr,1 PM,36.3,57.2,4.2
Apr,16-Apr,2 PM,36.4,56.0,4.6
Apr,16-Apr,3 PM,36.6,55.0,4.5
Apr,16-Apr,4 PM,36.7,54.5,4.4
Apr,16-Apr,5 PM,36.7,54.6,4.2
Apr,16-Apr,6 PM,36.7,55.2,4.6
Apr,16-Apr,7 PM,36.7,56.0,4.5
Apr,16-Apr,8 PM,36.7,56.2,4.4
Apr,16-Apr,9 PM,36.7,56.4,4.3
Apr,16-Apr,10 PM,36.7,56.2,4.4
Apr,16-Apr,11 PM,36.6,56.2,4.6
Apr,17-Apr,12 AM,36.6,56.1,4.5
Apr,17-Apr,1 AM,36.5,56.1,4.6
Apr,17-Apr,2 AM,36.5,56.6,4.7
Apr,17-Apr,3 AM,36.4,57.0,4.4
Apr,17-Apr,4 AM,36.3,57.2,4.3
Apr,17-Apr,5 AM,36.3,56.9,4.8
Apr,17-Apr,6 AM,36.2,56.4,4.2
Apr,17-Apr,7 AM,36.2,56.4,4.7
Apr,17-Apr,8 AM,36.3,57.0,4.6
Apr,17-Apr,9 AM,36.4,57.3,4.5
Apr,17-Apr,10 AM,36.5,57.0,4.6
Apr,17-Apr,11 AM,36.6,56.7,4.5
Apr,17-Apr,12 PM,36.7,56.6,4.2
Apr,17-Apr,1 PM,36.7,56.9,4.5
Apr,17-Apr,2 PM,36.8,56.7,4.5
Apr,17-Apr,3 PM,36.3,55.7,4.6
Apr,17-Apr,4 PM,36.1,55.2,4.1
Apr,17-Apr,5 PM,34.4,59.6,3.9
Apr,17-Apr,6 PM,31.3,68.3,4.4
Apr,17-Apr,7 PM,32.2,67.2,4.1
Apr,17-Apr,8 PM,32.7,66.4,4.6
Apr,17-Apr,9 PM,32.2,67.8,4.5
Apr,17-Apr,10 PM,32.4,67.5,4.2
Apr,17-Apr,11 PM,31.4,69.9,4.2
Apr,18-Apr,12 AM,32.1,67.7,4.3
Apr,18-Apr,1 AM,32.1,67.9,4.6
Apr,18-Apr,2 AM,32.1,67.4,4.4
Apr,18-Apr,3 AM,32.0,67.5,4.3
Apr,18-Apr,4 AM,32.0,67.4,4.3
Apr,18-Apr,5 AM,32.0,67.9,4.5
Apr,18-Apr,6 AM,32.7,66.5,4.6
Apr,18-Apr,7 AM,33.0,66.4,4.5
Apr,18-Apr,8 AM,33.2,65.9,4.6
Apr,25-Apr,4 PM,31.1,42.1,2.9
Apr,25-Apr,5 PM,34.3,43.1,2.7
Apr,25-Apr,6 PM,35.8,44.2,2.7
Apr,25-Apr,7 PM,36.5,44.8,2.6
Apr,25-Apr,8 PM,37.0,45.3,2.6
Apr,25-Apr,9 PM,37.2,45.8,2.6
Apr,25-Apr,10 PM,37.5,46.5,2.6
Apr,25-Apr,11 PM,37.7,47.3,2.6
Apr,26-Apr,12 AM,37.7,48.4,2.6
Apr,26-Apr,1 AM,37.7,49.0,2.6
Apr,26-Apr,2 AM,37.9,49.4,2.6
Apr,26-Apr,3 AM,38.0,49.7,2.6
Apr,26-Apr,4 AM,38.0,50.2,2.6
Apr,26-Apr,5 AM,38.1,50.4,2.6
Apr,26-Apr,6 AM,38.1,50.8,2.6
Apr,26-Apr,7 AM,38.2,50.9,2.5
Apr,26-Apr,8 AM,32.6,48.8,2.7
Apr,26-Apr,9 AM,27.6,45.2,2.8
May,4-May,11 AM,29.5,49.6,2.9
May,4-May,12 PM,29.6,51.3,2.8
May,4-May,1 PM,29.4,52.1,2.8
May,4-May,2 PM,29.4,52.4,2.8
May,4-May,3 PM,29.5,53.0,2.8
May,4-May,4 PM,29.3,53.7,2.8
May,4-May,6 PM,28.6,56.7,2.9
May,4-May,7 PM,28.9,56.3,2.8
May,4-May,9 PM,27.8,60.9,3.5
May,5-May,3 AM,33.4,57.5,2.8
May,5-May,4 AM,33.8,56.5,2.7
May,5-May,5 AM,33.9,56.5,2.7
May,5-May,6 AM,34.0,56.4,2.7
May,5-May,7 AM,34.0,55.9,2.7
May,5-May,8 AM,29.6,52.3,2.8
May,5-May,9 AM,25.8,47.1,2.9
May,5-May,10 AM,25.6,46.9,2.9
May,5-May,11 AM,25.4,45.1,2.9
May,5-May,12 PM,25.2,44.3,2.9
May,5-May,1 PM,25.2,43.3,2.9
May,5-May,2 PM,25.0,43.5,2.9
May,5-May,3 PM,25.0,49.8,2.9
May,5-May,4 PM,29.3,57.5,2.8
May,5-May,5 PM,32.2,51.9,2.7
May,5-May,6 PM,32.8,51.4,2.7
May,5-May,7 PM,33.1,51.5,2.7
May,5-May,8 PM,33.3,51.6,2.7
May,5-May,9 PM,33.5,51.7,2.7
May,5-May,10 PM,33.6,52.0,2.7
May,5-May,11 PM,33.8,52.4,2.7
May,6-May,12 AM,33.8,52.8,2.7
May,6-May,1 AM,33.9,53.1,2.6
May,6-May,2 AM,34.0,53.5,2.6
May,6-May,3 AM,34.0,53.9,2.6
May,9-May,3 PM,27.3,60.2,1.7
May,10-May,10 AM,28.2,62.5,0.0
May,10-May,11 AM,28.1,62.6,0.0
May,10-May,12 PM,27.9,61.4,0.0
May,10-May,1 PM,27.6,61.3,0.1
May,10-May,2 PM,28.3,61.2,0.0
May,10-May,3 PM,33.7,66.3,0.7
May,10-May,4 PM,32.4,72.3,0.0
May,10-May,5 PM,32.4,73.2,0.0
May,10-May,6 PM,32.2,73.8,0.0
May,10-May,7 PM,31.8,74.1,0.0
May,10-May,8 PM,31.6,74.8,0.0
May,10-May,9 PM,31.5,74.1,0.0
May,10-May,10 PM,31.4,74.8,0.0
May,10-May,11 PM,31.0,75.0,0.0
May,11-May,12 AM,30.6,74.5,0.0
May,11-May,1 AM,30.4,74.5,0.0
May,11-May,2 AM,30.2,75.0,0.0
May,11-May,3 AM,30.1,75.0,0.0
May,11-May,4 AM,29.9,75.3,0.0
May,11-May,5 AM,29.9,75.4,0.0
May,11-May,6 AM,30.7,74.4,0.0
May,11-May,7 AM,34.5,66.7,0.0
May,11-May,8 AM,39.1,55.9,0.1
May,11-May,9 AM,39.1,52.6,1.1
May,11-May,10 AM,39.4,52.4,0.9
May,11-May,11 AM,40.1,50.6,1.0
May,11-May,12 PM,40.0,50.9,1.8
May,11-May,1 PM,37.8,57.6,0.9
May,11-May,2 PM,39.6,52.3,1.3
May,11-May,3 PM,40.0,51.6,2.1
May,11-May,4 PM,39.0,51.7,2.1
May,11-May,5 PM,36.8,57.5,0.5
May,11-May,6 PM,35.9,61.0,0.1
May,11-May,7 PM,34.0,66.8,0.0
May,11-May,8 PM,33.4,68.7,0.0
May,11-May,9 PM,32.9,71.3,0.0
May,11-May,10 PM,32.6,73.5,0.0
May,11-May,11 PM,32.4,74.8,0.0
May,12-May,12 AM,32.1,75.9,0.1
May,12-May,1 AM,31.8,76.4,0.0
May,12-May,2 AM,31.6,76.6,0.0
May,12-May,3 AM,31.6,76.5,0.0
May,12-May,4 AM,31.3,76.6,0.2
May,12-May,5 AM,31.0,76.9,0.0
May,12-May,6 AM,31.1,76.7,0.0
May,12-May,7 AM,32.6,75.3,0.0
May,12-May,8 AM,34.7,69.7,0.2
May,12-May,9 AM,37.4,62.8,0.2
May,12-May,10 AM,39.1,56.1,0.6
May,12-May,11 AM,40.0,53.1,0.8
May,12-May,12 PM,39.9,52.2,1.1
May,12-May,1 PM,41.3,49.6,0.3
May,12-May,2 PM,42.0,47.7,0.2
May,12-May,3 PM,38.9,55.1,0.7
May,12-May,4 PM,38.5,57.2,0.0
May,12-May,5 PM,39.1,54.3,0.0
May,12-May,6 PM,36.2,60.9,0.0
May,12-May,7 PM,34.7,65.9,0.0
May,12-May,8 PM,33.8,68.8,0.0
May,12-May,9 PM,33.3,70.3,0.0
May,12-May,10 PM,32.8,71.7,0.0
May,12-May,11 PM,32.7,72.3,0.0
May,13-May,12 AM,32.6,72.1,0.0
May,13-May,1 AM,32.2,72.8,0.0
May,13-May,2 AM,31.9,73.2,0.0
May,13-May,3 AM,31.6,74.2,0.0
May,13-May,4 AM,31.9,74.2,0.0
May,13-May,5 AM,31.8,74.6,0.0
May,13-May,6 AM,32.2,74.6,0.0
May,13-May,7 AM,34.1,71.6,0.0
May,13-May,8 AM,37.1,63.1,0.0
May,13-May,9 AM,39.1,56.1,0.1
May,13-May,10 AM,40.5,51.1,0.3
May,13-May,11 AM,40.8,49.7,0.4
May,13-May,12 PM,41.5,47.1,0.4
May,13-May,1 PM,42.3,45.6,0.4
May,13-May,2 PM,42.5,44.7,0.2
May,13-May,3 PM,43.3,43.8,0.1
May,13-May,4 PM,42.9,44.9,0.0
May,13-May,5 PM,41.6,49.0,0.0
May,13-May,6 PM,38.5,56.6,0.0
May,13-May,7 PM,35.9,61.4,0.0
May,13-May,8 PM,35.0,64.3,0.0
May,13-May,9 PM,34.2,66.8,0.0
May,13-May,10 PM,33.4,68.3,0.0
May,13-May,11 PM,32.9,69.3,0.0
May,14-May,12 AM,32.5,70.6,0.0
May,14-May,1 AM,32.4,71.8,0.0
May,14-May,2 AM,31.8,73.0,0.0
May,14-May,3 AM,31.5,73.7,0.0
May,14-May,4 AM,31.3,73.7,0.0
May,14-May,5 AM,31.1,74.5,0.0
May,14-May,6 AM,31.6,74.4,0.0
May,14-May,7 AM,34.9,68.6,0.0
May,14-May,8 AM,37.5,61.6,0.0
May,14-May,9 AM,39.3,57.4,0.0
May,14-May,10 AM,40.8,53.2,0.0
May,14-May,11 AM,41.7,51.2,0.0
May,14-May,12 PM,42.2,49.5,0.2
May,14-May,1 PM,42.8,46.0,0.3
May,14-May,2 PM,42.9,46.2,0.3
May,14-May,3 PM,43.4,45.6,0.2
May,14-May,4 PM,41.7,48.8,0.0
May,14-May,5 PM,38.9,56.5,0.0
May,14-May,6 PM,36.9,61.9,0.0
May,14-May,7 PM,35.4,65.8,0.0
May,14-May,8 PM,34.9,68.3,0.0
May,14-May,9 PM,34.3,69.9,0.0
May,14-May,10 PM,33.9,71.6,0.0
May,14-May,11 PM,33.7,71.2,0.0
May,15-May,12 AM,33.2,72.5,0.0
May,15-May,1 AM,32.6,72.9,0.0
May,15-May,2 AM,32.1,73.2,0.0
May,15-May,3 AM,31.9,73.7,0.0
May,15-May,4 AM,31.9,74.0,0.0
May,15-May,5 AM,32.0,73.6,0.0
May,15-May,6 AM,32.3,74.0,0.0
May,15-May,7 AM,34.8,69.5,0.0
May,15-May,8 AM,39.3,58.5,0.0
May,15-May,9 AM,40.1,55.7,0.0
May,15-May,10 AM,40.6,54.6,0.1
May,15-May,11 AM,42.2,50.2,0.1
May,15-May,12 PM,42.5,50.0,0.3
May,15-May,1 PM,35.5,66.1,0.7
May,15-May,2 PM,34.2,68.5,0.1
May,15-May,3 PM,34.7,67.9,0.1
May,15-May,4 PM,34.9,66.0,0.0
May,15-May,5 PM,35.3,64.4,0.0
May,15-May,6 PM,33.9,68.6,0.0
May,15-May,7 PM,32.7,70.7,0.0
May,15-May,8 PM,32.2,72.1,0.0
May,15-May,9 PM,31.8,73.3,0.0
May,15-May,10 PM,31.6,74.5,0.0
May,15-May,11 PM,31.9,74.5,0.0
May,16-May,12 AM,31.8,74.5,0.0
May,16-May,1 AM,31.7,75.1,0.0
May,16-May,2 AM,31.9,74.7,0.0
May,16-May,3 AM,31.8,75.2,0.0
May,16-May,4 AM,32.1,75.0,0.0
May,16-May,5 AM,32.0,75.5,0.0
